331675
/m/01w_79
/m/01w_79
Isaac Asimov
1952
{"/m/06n90": "Science Fiction", "/m/014dfn": "Speculative fiction", "/m/02xlf": "Fiction", "/m/05hgj": "Novel"}
145 2
20 1
30 1
a 10
ability 2
able 1
actually 1
addition 1
advances 1
advantage 1
after 1
against 3
agricultural 1
along 1
also 1
an 4
and 31
andor 1
anyway 1
appearance 1
approximately 1
april 1
are 2
arises 1
as 5
asimov 1
asserts 1
assumes 1
astounding 2
at 1
attack 2
back 1
balance 1
barbarian 1
barbaric 1
based 2
bayta 6
be 1
become 3
been 1
before 4
begin 1
bel 3
believe 1
belisarius 2
belonging 1
between 1
book 2
bordering 1
but 2
by 2
can 1
ceased 1
centered 1
characters 1
citizens 1
civil 1
cleon 1
clown 1
collapse 1
conquered 1
contact 1
continue 1
continuously 1
contrast 1
controlling 1
corruption 1
count 1
creating 1
crisis 1
darell 1
darells 3
dead 1
december 1
decides 1
decline 2
defeat 1
degenerate 1
destroy 1
deteriorates 1
devers 1
devotion 1
different 1
discover 1
doings 1
dominant 1
dying 1
earlier 1
ebling 2
edward 1
emotions 1
emperor 5
emperors 1
empire 8
end 1
enough 1
entered 1
entire 2
escapes 1
even 1
eventual 1
every 1
executed 1
exist 1
existence 2
extensive 1
external 1
fails 1
fall 1
familiar 1
far 1
fatally 1
fear 1
fiction 2
fighting 1
finally 1
find 2
finds 1
first 5
fleet 1
focus 1
for 2
force 1
forced 1
form 1
foundation 27
from 2
full 1
fullest 1
galactic 1
galaxy 4
general 5
generals 1
gibbon 1
giganticus 1
gives 1
graves 1
great 2
had 4
half 3
hand 1
hari 2
has 8
have 3
he 10
health 1
him 4
his 9
historical 1
history 1
hologram 1
how 2
however 1
hundred 1
i 1
ii 1
in 13
incapable 1
independent 1
inside 1
intercepts 1
internal 1
into 3
is 11
issue 1
issues 1
it 2
its 4
just 2
justinian 1
killed 2
kills 1
kingdoms 1
know 1
known 2
knows 1
launches 1
leadership 2
leaves 1
led 1
left 1
library 2
lies 1
like 1
location 2
looking 1
loosely 1
magnifico 3
man 1
manipulate 1
members 1
mentalics 1
message 3
mis 6
more 2
most 2
mule 15
mutant 1
mysterious 1
name 1
named 1
native 1
nearly 1
network 1
never 2
new 1
not 1
novel 1
november 1
now 3
of 30
on 6
one 1
only 3
organization 1
others 1
out 1
outer 1
over 3
own 1
personnel 1
phase 1
physical 1
place 2
plan 1
planet 1
planets 2
possesses 1
power 2
powerful 1
powers 1
predicted 2
prevent 1
promises 1
psychohistory 1
psychologist 1
psychology 1
published 2
rapid 1
reacts 1
reading 1
real 1
realized 1
recent 1
refugee 1
regions 1
reign 1
remain 1
resources 1
response 1
rest 1
retains 1
revealed 1
revealing 1
reveals 1
riose 5
robert 1
roman 2
roughly 1
rule 1
rump 1
run 1
sacked 1
same 1
scheduled 1
science 3
sciences 1
secession 1
second 10
see 2
seek 1
seldon 3
sense 1
series 1
shortly 1
show 1
skilled 1
small 1
so 1
split 1
stands 1
state 1
status 1
still 1
story 2
struggle 1
study 1
summarizes 1
surprise 1
suspicion 1
systems 1
take 1
takes 2
tape 1
technology 1
tell 1
tells 2
than 1
that 12
the 94
their 3
them 2
they 4
this 3
those 1
threat 3
through 2
time 1
title 1
titled 2
to 28
toran 2
total 1
trade 1
trading 1
trantor 4
travel 1
trying 1
under 1
understanding 1
until 1
use 2
used 1
uses 1
usually 1
victims 1
visited 1
wage 1
war 2
wars 1
was 5
way 1
wealthy 1
well 1
what 1
where 1
whereabouts 1
which 2
while 1
who 3
whose 1
will 3
willing 1
win 1
wishes 1
with 2
within 2
working 1
works 1
worlds 1
would 1
years 1
