868230
/m/03j_r6
/m/03j_r6
Stephen King
1991-10
a 9
about 2
again 1
all 1
also 1
always 1
an 2
and 5
any 1
are 2
arguments 1
ark 1
as 2
baseball 1
be 1
begin 1
begins 1
believed 1
between 1
business 1
but 1
card 1
carnival 1
castle 2
caught 1
charming 1
citizens 1
comes 1
considering 1
curiosity 1
customer 2
cycle 1
door 1
each 1
elderly 1
else 1
ends 1
escalate 1
eventually 1
expects 1
feuds 1
firstperson 1
forcing 1
fragment 1
from 1
gaunt 3
gentleman 1
glass 1
grudges 1
have 1
he 1
his 3
implication 1
in 5
indicating 1
iowa 1
is 5
it 1
item 1
its 1
knows 1
koufax 1
lampshade 1
leland 1
little 1
longstanding 1
low 1
madness 1
maine 1
means 1
merchandise 1
mysterious 1
named 1
narrative 1
needful 1
new 2
noah 1
novel 1
of 4
on 1
open 1
opens 1
over 1
perfectly 1
play 1
prank 1
pranks 1
prices 1
private 1
proprietor 1
rare 1
ready 1
rock 2
sandy 1
seems 1
shop 2
small 1
someone 1
sparking 1
stock 1
such 1
suited 1
surprisingly 1
that 3
the 10
them 1
things 1
through 1
to 7
town 3
townspeople 1
until 1
up 1
various 1
violence 1
who 2
whole 1
with 1
wood 1
