6834029
/m/0grp46
/m/0grp46
Terry Brooks
1999-10-26
{"/m/01hmnh": "Fantasy", "/m/06n90": "Science Fiction", "/m/014dfn": "Speculative fiction", "/m/03npn": "Horror", "/m/02xlf": "Fiction"}
2yearold 1
a 32
abandons 1
able 1
about 1
accept 1
addiction 1
advice 1
after 2
again 2
ago 1
albino 1
also 4
amaneh 3
an 4
ancestors 1
and 43
appearance 1
appears 5
are 4
area 1
arms 1
arrive 1
arrives 1
as 5
assassination 1
at 3
attacked 3
attempt 1
attempting 1
avoids 1
back 2
be 4
because 1
become 2
been 1
before 6
being 1
bennett 8
best 1
between 1
body 2
boobytrapped 1
bounds 1
boy 3
but 9
by 8
call 2
calling 1
calls 2
can 3
caroling 1
catch 1
changes 1
check 1
child 4
children 1
childress 1
christmas 4
church 2
claimed 1
clean 1
cliff 2
come 1
comes 1
communicate 1
conception 1
contemplation 1
continuous 1
convergence 1
crazy 1
created 1
creation 1
creature 2
crucified 1
dark 1
day 3
days 1
death 1
decide 1
decides 1
demon 6
demonic 1
demons 3
depending 1
destiny 1
destroying 1
died 1
disabled 1
disappears 3
dissipate 1
dissipated 1
divorcee 1
do 1
does 3
doesnt 1
doing 1
doorstep 1
down 1
dreadful 1
drug 1
drugs 2
during 1
each 1
earlier 1
either 1
encourages 1
escape 1
ether 1
eve 1
evening 2
event 2
events 1
explaining 1
falling 2
falls 1
family 1
fifteen 2
fill 1
finally 1
find 3
findo 12
flame 1
for 11
foreshadowing 1
form 1
forth 2
found 1
four 1
fouryearold 1
freemark 2
from 8
future 2
gask 11
get 1
ghostwolf 1
girl 2
gives 1
go 3
goes 1
gold 1
gothtype 1
ground 1
group 2
guests 1
guise 1
gypsy 7
had 3
hair 1
halfcrazed 1
hand 1
happy 1
harm 1
harper 7
has 10
have 1
he 17
head 2
heads 1
heard 1
help 2
henchmen 1
her 29
hidden 1
hiding 1
him 9
himself 1
his 8
home 4
hopewell 1
horizon 1
house 4
how 1
however 3
hulking 1
human 1
hurt 1
if 4
illinois 1
immediately 1
in 18
instead 3
intended 1
intends 1
interactions 1
intercept 1
into 4
invisible 1
invites 1
is 19
it 4
its 3
jackson 1
john 23
josie 1
kidnapped 1
kids 1
kills 1
knight 1
know 1
knows 4
lady 1
lastminute 1
later 3
lays 1
league 1
leave 1
leaves 2
leaving 1
left 1
lethal 1
life 1
likely 1
little 9
lives 1
lost 1
made 1
magic 4
magical 2
mama 1
man 1
manages 1
may 2
meant 1
medals 1
meet 1
meets 2
mentally 1
minions 1
month 1
morning 1
morph 10
mortally 1
mother 2
mysteriously 1
name 1
named 1
narrowly 1
naturally 1
near 2
nearly 3
needs 2
neighborhood 1
neither 1
nest 26
never 1
new 1
next 3
night 4
no 2
northwest 1
not 4
note 1
now 3
of 13
off 3
offers 1
old 1
olympic 1
on 6
one 3
only 1
oolish 4
open 1
or 2
other 3
otherwise 1
out 6
over 1
pacific 1
park 7
party 2
passes 1
penchant 1
penny 9
perceiving 1
permanently 1
persevere 1
pick 4
picks 1
plans 1
poisoned 2
powerful 1
preemptive 1
preschooler 1
present 1
pretends 1
previous 1
progress 1
prompting 1
protector 1
pursued 1
pursuers 1
ran 1
rare 1
ray 1
reaching 1
realize 1
realizes 2
recent 1
recognizes 1
recruited 1
red 1
reenters 1
refuses 1
relative 1
remain 1
remaining 1
remains 2
repel 1
rescuing 1
resembles 1
resourceful 1
retire 1
return 1
returns 2
river 1
ross 6
running 1
runs 2
saved 1
says 1
scott 1
secret 2
secrets 1
see 2
seen 2
sees 2
selfdestruction 1
sends 1
separate 1
seriously 1
settling 1
several 1
severing 1
shadows 1
shadowy 1
she 16
single 1
snow 1
so 3
some 3
soon 1
spends 2
staff 2
start 1
stay 1
still 2
strike 1
struggle 1
successful 1
successfully 1
suggests 1
surrounded 1
surveys 1
sylvan 1
takes 3
taking 1
talk 1
tell 1
tells 2
ten 2
tends 1
thanks 1
that 22
the 60
their 1
them 2
then 3
they 3
thinking 1
this 2
threatens 1
three 3
tie 1
time 4
to 43
tobogganing 1
tool 1
town 2
track 1
tracking 1
trap 1
trapped 1
trick 1
tries 1
trying 1
turned 1
twitch 4
unborn 1
unlock 1
unlocks 1
up 3
urdroch 3
usual 1
vision 1
visited 1
voice 1
void 2
waiting 1
walk 2
warded 1
warning 1
was 4
weak 1
what 2
when 3
where 4
while 3
whirlwind 1
who 4
whom 4
will 3
with 16
within 4
womb 1
won 1
word 5
words 1
worker 1
wraith 10
years 4
young 2
