4910791
/m/0ctspg
/m/0ctspg
Dean Koontz
1987
20 1
a 13
abilities 1
able 1
abomination 1
abuse 1
abuser 1
abusive 1
accelerated 1
accepts 1
accident 2
across 2
activities 1
after 3
again 1
against 1
agent 1
along 1
also 2
an 5
and 25
anson 1
are 2
army 1
as 6
at 3
attempt 1
attempts 1
back 1
be 2
become 1
before 3
being 3
ben 6
bioresearch 2
body 2
both 2
boyfriend 1
brain 1
break 1
but 5
by 4
can 1
cannot 1
car 4
causing 1
chase 1
chased 1
cheating 1
child 1
clarity 1
clutches 1
company 3
confrontation 1
consciousness 1
constant 1
consumed 1
conversation 1
corruption 1
country 2
couple 1
culminating 1
damage 1
dead 1
death 3
den 1
descending 1
desert 1
designed 1
devours 2
discharged 1
discussing 1
dishonourably 1
divorcing 1
doing 1
driver 1
due 1
eats 1
electrical 1
emerge 1
enemies 1
ensues 1
eric 13
escape 1
experimented 1
exposed 1
exposing 1
fact 1
fear 1
federal 1
feeding 1
female 1
final 1
finally 4
find 1
finds 1
fire 2
firearms 1
flawed 1
flesh 1
for 1
forces 1
form 1
from 7
further 1
gasoline 1
genetic 1
get 2
grant 1
grudge 1
had 1
harbours 1
has 1
have 2
he 7
head 1
hell 1
her 6
hide 1
hideaway 1
hideously 1
him 6
himself 1
his 6
hope 1
hotel 1
how 1
however 1
husband 4
illegal 1
immortality 2
in 16
incapable 1
incredible 1
indescribable 1
insane 1
insectoid 1
intense 1
into 5
is 6
it 2
itself 1
just 1
keep 1
kill 3
killed 1
killing 3
kills 3
kind 1
lack 1
las 3
later 1
leben 3
lengthy 1
level 1
machine 1
made 1
madness 1
manages 2
married 1
media 1
meet 1
men 1
mental 1
metabolism 1
mind 1
morgue 1
mutant 1
mutate 2
mutated 1
mutating 1
mutation 1
nevada 1
not 2
now 2
obsession 1
of 13
off 3
old 1
on 7
one 1
ooze 1
out 2
outwits 1
overhearing 1
own 1
pace 1
pain 1
partners 1
passenger 1
plan 1
pour 1
prepare 1
press 1
prevent 1
proceeds 1
process 1
project 2
properly 1
protagonist 1
protein 1
pursuit 1
quickly 1
rachael 7
rapes 1
rapid 1
rapidly 1
rattlesnakes 1
realizes 1
reanimated 1
reducing 1
regenerate 2
regenerative 1
repair 1
research 1
resulted 1
return 1
revenge 1
scientist 1
secret 2
seeks 1
seemingly 1
serum 1
served 1
set 1
sets 1
setting 1
sexual 1
shadway 5
sharp 8
shattered 1
she 1
shoots 1
signals 1
slain 1
slowly 1
smuggling 1
some 2
split 1
stabilizes 1
stalk 1
stemming 1
stopped 1
stops 1
story 2
suffered 1
suffering 1
tail 1
that 2
the 34
their 3
them 4
then 1
they 2
thinking 1
time 1
to 24
together 1
too 1
topsecret 1
toward 2
track 1
traffic 2
transformed 1
transports 1
trauma 1
trunk 2
try 1
turns 2
two 1
unreconizable 1
unstoppable 2
untested 1
unwittingly 1
up 2
us 1
using 1
vegas 5
vietnam 1
waiting 1
wakes 1
was 2
way 2
well 1
when 1
where 1
while 2
who 3
wife 1
wildcard 1
with 3
witnesses 1
woman 1
working 1
would 1
year 1
