4531629
/m/0c7g5f
/m/0c7g5f
Rex Stout

{"/m/02n4kr": "Mystery", "/m/028v3": "Detective fiction", "/m/02xlf": "Fiction", "/m/0c3351": "Suspense"}
1 1
11 1
20 1
40 1
5 1
72 2
a 31
about 4
above 1
account 1
advertising 2
after 1
against 1
agency 1
all 4
allowed 1
allows 2
also 5
although 1
am 1
amicable 1
among 1
amour 1
an 1
and 28
annoy 1
anonymous 1
answers 7
any 2
apartment 1
appointment 1
approximately 1
archie 9
are 3
argues 1
army 1
artificial 1
as 4
aside 1
assa 1
assumption 1
at 9
attempt 1
attention 1
attorney 1
away 1
be 4
bed 1
been 4
before 4
behind 1
being 2
below 2
between 2
bill 1
book 1
books 1
boot 1
bottom 2
brand 1
breakfast 1
brenner 1
brownstone 1
bumped 1
business 1
but 10
by 8
call 1
calling 1
calls 1
came 1
can 1
cannot 1
causes 1
certainly 1
charge 2
charles 1
chef 1
circumstances 1
client 1
complaint 1
compromising 1
concept 1
concerned 1
conducting 1
conference 1
conflict 1
congratulate 1
connected 1
conservatory 1
considers 1
consult 1
contained 1
contest 9
contestants 8
copies 1
copy 1
correct 1
cosmetics 1
couldnt 1
counters 1
country 2
coup 1
course 1
cramer 4
created 1
critical 1
cryptic 1
culprit 1
dahlmann 8
dead 1
deadline 1
deadlines 1
death 1
decided 1
denied 1
denies 1
departed 1
desire 1
despite 1
detective 1
detectives 1
devotes 1
dies 1
dinner 1
dissolves 1
distance 1
distinction 1
dont 1
down 1
dtente 1
during 1
duties 1
each 1
earth 1
eating 1
england 1
enough 1
entered 1
entries 2
erase 1
errand 1
even 2
event 2
events 1
everyone 1
except 1
executive 1
exhausts 1
expecting 1
expenses 1
fact 1
famous 1
fee 1
fees 1
fictional 1
final 2
finalists 1
finding 1
firm 1
first 2
fitting 1
five 1
flamingo 1
flown 1
for 6
found 1
fourth 1
frazee 1
fritz 2
from 5
full 1
further 1
future 1
get 3
gets 3
girlfriend 1
given 1
gives 1
go 1
goad 1
goes 1
goodwin 2
great 1
greatest 1
guarded 1
gwyn 1
had 4
hand 1
handed 1
hansen 3
happen 1
harder 1
has 4
have 2
he 12
heart 1
heery 2
help 1
hence 1
her 3
hidden 1
him 5
his 17
home 1
homicide 1
hotel 1
however 2
hudson 1
humors 1
i 2
identified 2
identify 2
ii 1
immodest 1
in 19
information 2
inspector 1
instead 1
integrity 1
interests 1
into 3
investigation 1
irritates 1
is 21
it 10
killed 1
knowledge 1
knows 1
lba 7
league 1
leave 1
letters 1
life 1
like 1
likely 1
lily 1
literary 1
little 1
livein 2
lot 1
louis 1
magnificent 1
mail 1
makes 1
man 1
manages 1
manhattan 2
meanwhile 1
measure 1
meddling 1
meet 1
meeting 1
meets 1
merely 2
midnight 2
million 3
missing 2
money 2
more 2
morning 3
most 2
ms 1
much 1
murder 3
murdered 1
murders 1
my 1
mysterious 2
narrow 1
national 1
nature 1
nell 1
nero 1
never 2
new 4
next 2
night 3
nightclub 1
not 4
notebook 1
noted 1
now 1
of 38
offers 1
office 2
on 5
one 2
only 2
or 2
orchid 1
out 4
outrageous 1
over 1
own 2
owner 1
panzer 1
paper 3
paramount 1
part 1
particular 2
partners 3
parts 1
patience 1
pay 1
people 2
perfume 2
person 1
perspective 1
perverse 1
pestering 1
poems 2
poetic 2
police 2
popular 1
possibly 1
postmark 1
pour 1
preferring 1
prepared 1
pretense 1
priorities 1
private 1
prize 1
prizes 1
problem 2
process 1
products 1
promoting 2
put 1
puts 1
questions 2
quintuple 1
quoting 1
read 1
ready 1
real 1
really 1
reasons 1
receive 1
reluctant 1
reparte 1
representing 1
requiring 1
resolution 1
resolve 1
responds 1
restaurant 1
result 1
return 2
revealed 1
riddle 1
riddles 4
right 2
rollins 1
roof 1
rowan 1
rudolph 1
runoff 1
sacrifices 1
safe 1
said 1
saul 1
say 1
says 1
sealed 1
secret 2
see 3
sending 1
sent 1
servant 1
set 3
she 1
sheet 2
short 1
should 1
shown 1
sick 1
simply 1
since 6
small 1
so 3
solve 1
solving 2
something 2
somewhat 1
soon 1
specialist 1
split 1
squad 1
staggered 1
stake 1
starts 1
state 1
stole 1
stuffed 1
stunt 1
submit 1
submitted 1
such 1
supersede 1
surely 1
take 1
talbott 1
team 1
telling 1
tend 1
than 1
that 12
the 78
theft 2
their 3
then 1
thereby 1
therefore 1
they 1
thief 1
thinks 1
this 3
those 1
though 1
three 1
tie 1
tight 1
to 34
tolerates 1
trapped 1
trying 1
tuesday 1
twenty 1
two 2
typewriter 1
under 2
unethical 1
unless 1
unnecessary 1
upon 1
urgent 2
used 1
usual 1
various 1
vault 1
vernon 1
very 2
view 1
visits 1
wallet 6
wants 2
was 5
weapon 1
week 3
were 2
when 3
which 4
who 5
whom 1
will 1
winners 1
wish 1
with 2
without 1
wolfe 21
women 3
wonderful 1
working 2
worldclass 1
would 2
yet 1
york 2
you 1
young 1
