176961
/m/017_vh
/m/017_vh
William Shakespeare


3 1
34a 1
34despair 1
34foolish 1
34inward 1
34jesu34 1
34outward 1
34scatterd 1
34that 1
34the 1
34think 1
34thou 1
34wedges 1
a 19
about 4
accepting 1
accession 3
accompanied 1
act 2
acti 1
adds 1
adopted 1
after 2
against 2
agrees 1
all 7
alone 1
also 2
am 1
ambition 1
ambling 1
an 4
anchors 1
and 54
anguish 1
anne 4
anne3s 2
answer 1
applies 1
are 8
arm 1
arrested 1
arrests 1
arrive 2
arrives 1
as 10
asks 3
asleep 1
assisted 2
at 7
atmosphere 1
audience 2
awakes 1
badge 1
banishment 1
battle 5
be 4
because 2
before 3
begins 1
beheads 1
being 1
believe 1
better 1
between 1
bidding 1
blazing 1
blessing 1
bloody 1
boldly 1
bosom 1
bosworth 2
both 3
bottom 1
bowels 1
brakenbury 1
brother 10
brotherinlaw 1
buckingham 8
buried 1
bury 1
but 5
butt 1
by 14
cajoled 1
calls 1
campaign 1
can 1
cannot 2
captured 1
catesby 1
characters 1
charge 1
charismatic 1
cherish 1
children 1
claim 1
clarence 14
clarence3s 1
climax 1
closes 1
clouds 1
coaxed 1
comment 1
commit 1
commoners 1
condition 1
conducted 1
confides 1
conscience 1
continued 1
conversation 1
coronation 1
country 1
course 2
court 1
cousin 1
credo 1
cries 1
currently 1
curses 2
cursing 1
daughter 1
daughter3s 2
days 1
dead 1
deaf 1
death 2
deaths 1
deep 1
defects 1
defend34 1
defiance 1
deformed 1
defying 1
denies 1
describing 2
desert 1
despite 2
determined 1
devout 1
die34 1
dies 1
different 1
disadvantage 1
discard 1
discontent 1
disobeys 1
does 3
done 1
dream 2
drowns 1
duchess 2
due 2
duel 1
duke 5
dying 1
earl 1
earlier 1
ears 1
easily 1
echoing 1
edward 7
edward3s 2
edwardnbspiv 2
edwardnbspv 1
eldest 1
elizabeth 6
eloquence 1
en 1
england 1
enters 1
established 1
even 1
eventually 3
executed 2
execution 1
exile 1
exits 1
explains 1
extended 1
extremely 2
exults 1
eye 1
eyes 1
faces 1
fallen 1
falling 1
falls 2
fame34 1
father 2
fatherinlaw 1
fed 1
field 3
final 3
find 1
first 2
fishes 1
followers 1
for 8
former 1
free 1
from 3
fuelled 1
full 1
g 1
george 2
ghosts 2
gives 1
glorious 1
gloucester 6
gnawed 1
go 1
god 1
gold 1
grant 1
great 1
greatness 1
grey 1
had 2
hand 1
happen 1
has 4
hastings 1
hatches 1
hate 1
hates 1
hating 1
have 4
having 1
he 15
heaps 1
heir 2
heirs 1
help 3
henry 3
her 9
hesitates 1
him 15
himself 4
his 31
hole 1
horse 2
horse34 1
hostility 1
house 2
hunchback 1
husband 2
hypocrite 1
i 2
idle 1
ie 1
ill 1
illegitimate 1
imaginary 1
imagines 1
imply 1
in 21
includes 1
increasingly 1
inestimable 1
ingratiates 1
initially 1
insists 1
intelligent 1
interprets 1
into 2
invading 1
is 20
issued 1
iv 1
iv3s 1
james 1
jealousy 1
jewels 1
jewels34 1
keeper 2
keys 1
kill 2
killd 1
killer 1
kills 2
king 5
kingdom 1
know 1
lady 2
lancastrian 2
land 1
language 2
last 1
late 1
later 1
leaves 2
leaving 2
led 1
