2292712
/m/071f4q
/m/071f4q
Agatha Christie

{"/m/0lsxr": "Crime Fiction", "/m/02n4kr": "Mystery", "/m/0dwly": "Children's literature", "/m/02xlf": "Fiction", "/m/0c3351": "Suspense"}
a 8
actually 1
adventure 1
aforementioned 1
agent 1
also 2
an 3
and 4
archaeologist 2
as 3
baghdad 3
basrah 1
be 4
behind 1
between 1
book 1
british 1
brown 1
but 2
by 1
can 2
carmichael 1
certain 2
character 1
charles 1
christie 1
city 1
clue 1
comparison 1
complicated 1
conventional 1
date 1
defarge 1
dickens 1
discovers 1
disposed 1
documents 2
dying 1
edward 1
ends 2
enthusiastic 1
event 1
exciting 3
fakir 1
falls 2
false 1
fascist 1
followed 1
found 1
get 1
group 1
handed 1
has 1
he 1
held 1
henry 1
her 2
hero 2
heroine 3
herself 1
his 1
hotel 1
in 5
interesting 1
into 3
investigation 1
is 9
it 2
jones 1
last 1
lefarge 1
longer 1
lover 1
lucifer 1
luciferbasrahlefarge 1
made 1
mallowan 1
man 4
married 1
mastermind 1
max 1
more 1
mysterious 3
no 1
novel 2
of 3
other 1
out 1
people 1
plot 1
plotting 1
primarily 1
propel 1
rather 1
reference 1
refers 2
romance 1
romantic 2
room 3
sabotage 1
secret 3
shadowy 1
staid 1
straight 1
suit 1
summit 1
superpowers 1
than 1
that 3
the 15
themes 1
things 1
this 2
to 10
tourist 1
turns 1
up 2
victoria 2
was 1
were 1
when 1
where 2
which 1
who 1
whodunnit 1
words 1
young 4
