453404
/m/02bcqf
/m/02bcqf
Isaac Asimov
1951
a 19
about 2
accusation 1
accuses 1
adds 1
advice 1
affirms 1
against 1
allowed 1
ancient 1
and 18
anger 1
any 1
anywhere 1
apparently 1
aratap 7
are 2
arranged 1
arrested 1
arrives 1
artemisia 3
as 3
ascertain 1
ashamed 1
at 3
autarch 15
be 7
been 1
being 2
believe 1
believes 1
believing 1
biron 2
blaster 1
brother 2
but 3
by 6
chosen 1
clear 1
closest 1
collection 1
commissioner 1
complete 1
conquered 1
conquests 1
consisting 1
constitution 1
contact 1
coordinates 3
crew 1
danger 2
daughter 2
death 1
deliberately 1
dies 1
director 5
discovering 1
distance 1
do 1
document 2
documents 1
earth 2
empireyettobe 1
engine 1
engines 1
escape 1
escaping 1
eventually 1
everything 1
exist 1
explain 1
faces 1
farrill 16
father 5
fear 1
feared 1
fight 1
find 1
fleet 2
followers 1
for 4
found 1
from 4
further 1
future 1
galaxy 1
getting 1
gillbret 4
given 1
go 1
govern 1
great 1
group 1
growing 1
hands 1
has 2
he 6
hears 1
heart 2
help 2
him 3
himself 1
hinriad 1
his 8
horsehead 2
however 3
hyperatomics 1
in 8
indeed 1
injured 1
interrogates 2
is 20
it 6
its 1
itself 1
jonti 3
jump 1
keep 1
killed 2
killing 1
kills 1
know 1
knowledge 1
known 2
lands 1
late 1
later 2
leader 2
leave 1
led 1
lets 1
life 2
like 2
likely 1
lingane 3
located 2
lord 1
made 1
maintains 1
makes 1
making 1
man 3
manages 2
marry 1
may 1
meet 1
must 1
nebula 3
nervous 2
never 1
no 2
not 3
of 23
off 1
old 1
on 4
one 1
only 1
order 1
oth 1
others 1
own 1
part 1
peaceful 1
persona 1
picked 1
place 1
planet 4
planetary 1
planetless 1
planets 1
plotted 1
possess 1
possesses 1
prisoner 1
radio 1
rancher 1
realising 1
rebellion 7
relations 1
repaired 1
reputation 1
rest 1
revealed 4
reveals 2
rhodia 4
rich 1
room 1
rumours 1
sander 2
searched 1
secretary 4
secretly 1
seems 1
sent 1
set 1
short 1
shown 1
sign 1
simok 1
space 1
spaceship 4
star 1
states 1
stolen 1
strongest 1
studies 1
subdues 1
suspicion 1
system 1
takes 1
that 11
the 61
them 4
themselves 1
there 5
they 7
this 1
throw 1
timid 1
to 24
told 1
took 1
tracked 1
transmitter 1
trantor 1
travel 2
travels 1
try 1
tyranni 9
tyrannian 1
ultimately 1
united 1
university 1
until 1
up 2
vessels 1
wellbeing 1
when 1
where 2
which 1
while 1
whitedwarf 1
who 6
why 1
widemos 1
will 2
with 7
world 6
