3274799
/m/092rp8
/m/092rp8
Mercedes Lackey
1999
{"/m/014dfn": "Speculative fiction", "/m/01hmnh": "Fantasy", "/m/02xlf": "Fiction"}
18 1
a 21
able 1
acting 1
adores 1
after 1
agrees 2
aided 1
aim 1
all 2
allay 1
allowed 1
also 1
an 2
and 25
appear 1
are 2
arrives 2
as 3
at 8
attend 3
away 2
bargain 1
baron 2
be 6
beautiful 2
because 7
become 1
been 3
benno 3
birthday 1
both 2
break 1
breaks 1
bride 2
brides 1
brings 1
broken 1
burden 1
but 3
by 6
can 1
captive 1
capture 1
care 1
casts 1
celebration 1
challenging 1
change 1
charge 1
choose 1
clothilde 5
company 1
compels 1
competent 1
concealment 1
condition 1
continue 1
controls 1
convinces 1
convincing 1
council 1
court 3
crucial 1
curse 3
cursed 1
dagger 1
daughter 2
day 3
daylight 1
deal 2
declares 1
defies 1
deliver 1
desire 1
despise 1
died 1
dismayed 1
dismissed 1
distract 1
does 1
done 1
down 1
drown 1
during 1
either 1
encounters 1
engagement 1
enough 1
ensorceled 1
entire 2
equal 1
estate 1
even 1
event 1
exactly 1
expect 1
experience 1
falling 1
father 7
fathers 1
feels 1
festival 1
find 1
first 1
flees 1
flock 6
follows 1
for 7
former 1
freedom 1
friend 1
from 3
fte 1
fulfilled 1
gardens 1
getting 1
girls 2
give 1
gives 1
grandchild 1
great 1
group 1
growing 1
had 2
hall 1
hand 1
happily 1
has 10
have 2
having 2
he 7
her 27
him 8
himself 1
his 12
hold 1
hopes 1
hoping 1
hours 1
hunting 1
husbands 1
idea 1
if 2
in 13
indicating 1
intelligence 1
interest 1
into 1
investigate 1
is 17
it 1
journey 1
judgment 1
jumped 1
just 2
keeping 1
keeps 1
kill 2
kills 1
kingdom 1
kingship 1
knew 1
know 2
knows 1
lack 1
lake 5
largely 1
leads 1
least 1
leaves 1
like 2
little 1
lives 1
living 1
long 2
longer 1
look 1
love 2
lover 1
loyal 1
loyalty 2
made 1
magic 2
maidens 1
makes 1
man 2
marries 1
marry 2
meant 1
member 1
men 2
mere 1
minstrel 1
moment 1
month 1
months 1
moonlit 1
more 2
morning 1
most 1
mother 1
much 1
must 1
never 1
next 1
night 1
no 2
noble 1
not 1
odette 14
odile 12
of 19
offers 1
on 5
only 1
openly 1
or 3
other 1
out 1
outside 1
own 3
part 3
pays 1
people 1
perhaps 1
plans 1
pledge 1
plot 2
plotting 1
plus 1
position 1
potential 1
power 1
praises 1
prince 1
princess 1
princesses 1
prospect 1
prospective 1
punishment 1
queen 2
quickly 1
rather 1
readily 1
reason 1
reformed 1
refused 1
regent 2
religious 1
remain 1
requests 1
rescues 1
respect 1
respects 1
restless 1
return 1
returning 1
reveal 1
reveals 1
right 1
rises 1
rothbart 11
run 1
runs 1
ruthless 1
scheme 1
scoundrel 1
search 1
secondary 1
secretly 1
seem 1
seen 1
seldom 1
sent 1
separated 1
set 1
she 20
siegfried 13
sight 1
since 2
six 1
small 1
some 2
son 2
sorcerer 1
sorceress 1
sort 1
spell 2
still 1
succeed 1
sun 1
surrender 1
suspicions 1
swan 1
swanmaidens 1
swans 4
sympathy 1
take 1
taught 2
taunts 1
tells 2
tempted 1
than 1
that 7
the 46
their 4
them 4
then 2
these 1
they 3
thinks 1
this 1
though 1
throne 1
thus 1
time 2
to 36
together 1
training 1
travel 1
turns 1
tutelage 1
under 2
unfaithful 1
uwe 2
visit 1
von 1
vow 1
want 1
wants 1
warning 1
was 1
watches 1
ways 1
were 2
what 2
when 4
where 1
which 5
while 1
who 3
why 1
will 3
winning 1
witch 1
with 4
witness 1
woman 1
womanizer 1
women 3
world 1
worst 1
would 2
young 3
