11088412
/m/02q_n0g
/m/02q_n0g


{"/m/06n90": "Science Fiction"}
a 2
after 1
all 1
also 1
although 1
an 1
and 3
another 1
are 2
attempt 1
awakes 1
back 1
between 1
book 1
but 1
by 1
carpenter 7
chaper 1
chapter 3
colleague 1
concludes 1
conflicts 1
corpulent 1
deadend 1
dempster 1
describing 1
details 1
dr 1
drifted 1
earlier 1
eleanor 1
ends 1
escape 1
fanatic 1
fellow 1
feminist 1
first 2
fitness 1
flashbacks 1
from 1
glamorous 1
guards 1
has 1
highlights 1
his 1
in 4
increasing 1
inmates 3
institution 1
intellectual 1
interspersed 1
introduced 1
is 3
its 1
job 1
joker 1
karen 1
kleptomaniac 1
know 1
leave 1
leaving 1
leftist 1
liberal 1
life 1
limbo 1
long 1
married 1
meetings 1
michael 1
moved 1
nervous 1
nor 1
not 1
of 1
one 1
outside 1
penny 1
permitted 1
purpose 1
quite 1
regime 1
relationships 1
riley 1
second 1
sexual 1
short 1
sinnott 1
steps 1
strident 1
the 14
their 1
third 1
time 1
to 4
treadwell 1
university 1
unsatisfactory 1
unstable 1
various 1
veronica 1
windowless 1
with 6
world 1
wright 1
