6830804
/m/0grgxq
/m/0grgxq
Harry Turtledove

{"/m/0mz2": "Alternate history", "/m/06n90": "Science Fiction", "/m/01hmnh": "Fantasy", "/m/02xlf": "Fiction"}
067157835 1
1 1
13 1
17 1
80 1
a 31
abyssal 1
across 1
actually 1
adapted 1
again 2
all 3
also 1
an 1
analog 1
and 27
animals 3
another 1
apparently 2
are 1
area 2
army 1
around 1
artist 1
as 6
at 3
attempted 1
attract 1
author 1
authorities 1
average 1
award 1
backpack 1
barrier 1
been 3
begin 1
being 1
below 2
benefited 1
big 1
biologist 1
bird 1
birds 1
bomb 3
book 1
border 1
bottle 1
bottomlands 6
bright 1
britain 1
brow 1
bush 1
but 2
by 6
call 1
called 1
cannot 1
canyons 2
capful 1
capital 1
central 1
certain 1
characters 2
chins 1
citizen 1
collateral 1
color 1
come 1
concerns 1
conclusion 1
conspirators 1
contained 1
continental 1
correct 1
couple 1
course 1
cover 1
dams 1
day 1
deceased 1
decorate 1
deep 1
defused 1
descent 1
describe 1
descriptions 1
desert 1
destruction 1
determine 1
detonator 1
different 1
disguised 1
distant 1
doing 1
down 4
drew 1
drinking 1
dry 1
during 1
each 1
east 1
ecosystem 1
edition 1
effects 1
electricity 1
ends 1
environment 1
error 1
evacuating 1
eventually 1
far 1
faults 1
fellow 1
festival 1
field 2
find 1
finding 1
finds 1
first 1
flies 1
foodhoard 1
for 1
form 1
found 1
france 1
from 6
front 1
gap 1
generated 1
geography 2
geologic 1
gibraltar 1
giving 1
got 1
great 1
guide 1
habit 1
had 4
hands 1
has 2
have 5
having 1
he 4
heavy 1
helicopter 1
help 1
hereditary 2
higher 1
him 2
his 6
homo 4
honored 1
hot 1
how 2
hugo 1
human 1
hydroelectric 1
ie 1
in 23
incised 1
including 1
instigated 1
investigate 1
investigation 1
ireland 1
is 8
isbn 1
it 5
its 5
iv 1
january 1
jewelry 1
job 1
joining 1
killed 2
kilometers 1
king 1
kingdom 1
knocking 1
koprit 2
krepalga 1
krobir 1
leaves 1
leaving 1
level 3
like 1
live 1
location 1
magazine 1
man 1
many 1
marching 1
mate 1
matter 1
mediterranean 2
meets 1
member 1
microprint 1
middle 1
military 1
morgaf 1
morgaffo 1
mountains 3
much 1
must 1
named 2
nation 3
nations 1
native 1
neanderthalensis 2
near 1
nevada 1
new 2
niece 1
novella 1
novellas 1
nuclear 1
occupying 1
of 28
off 2
officer 2
often 1
old 1
on 4
once 1
one 4
or 1
ordeal 1
other 5
our 1
out 2
outlining 1
pamdal 1
park 4
part 2
partway 1
party 5
past 1
people 1
per 1
picture 1
places 1
plain 1
plants 3
plot 1
point 1
police 2
presumably 1
print 1
radnal 5
range 1
rations 1
real 2
realises 1
realworld 2
realworldtype 1
reflooding 1
relationship 1
relative 1
reprinted 1
rest 1
ridges 1
rif 1
river 1
rivers 2
romantic 1
sabotaged 1
sapiens 2
saving 1
saw 1
sea 5
secret 1
security 1
see 3
seems 1
set 1
setting 1
shake 1
she 2
shelf 1
shiny 1
shrike 1
sierra 1
similar 1
since 1
small 1
smuggle 1
spain 2
squad 1
starbomb 1
stealing 1
stint 1
stole 1
stories 1
story 4
strait 1
stranded 1
subjects 1
such 4
survival 1
take 1
tank 1
tartesh 4
tarteshan 1
tarteshem 1
that 2
the 61
their 3
them 3
then 2
there 1
thereby 1
these 1
they 2
things 2
this 1
those 1
through 1
timeline 1
to 16
toglo 1
told 2
too 1
tour 3
tourists 3
tours 1
track 1
transport 1
trench 3
turns 1
twice 1
two 1
twoyear 1
tyrant 2
understand 1
unique 1
unwitting 1
up 2
used 1
vez 2
view 1
visiting 1
volume 1
was 2
water 2
way 1
we 3
weapon 1
west 2
what 1
where 3
which 2
who 3
winners 1
wire 2
wires 1
with 6
within 1
woman 1
working 1
world 2
would 4
