64007
/m/0h4m_
/m/0h4m_
Stephen King
1991-08
{"/m/01hmnh": "Fantasy", "/m/06n90": "Science Fiction", "/m/014dfn": "Speculative fiction", "/m/03npn": "Horror", "/m/02xlf": "Fiction"}
177 2
a 23
abandoned 1
ability 1
able 1
aboard 2
about 1
abruptly 1
abusing 1
advantage 1
after 5
again 1
ageless 1
alarm 1
almost 1
alone 1
also 1
alternate 1
although 1
an 5
ancient 3
and 18
angering 1
anguish 1
animal 1
animals 1
announces 1
are 1
arrives 1
arriving 1
artificial 1
as 3
at 6
attacking 1
badger 1
badlyinjured 1
beam 3
beams 1
bear 1
beat 1
become 1
been 2
before 3
befriends 1
begins 1
billybumbler 1
black 1
blaine 3
book 2
boy 1
bridge 2
brought 1
burns 1
by 7
called 2
can 1
cant 1
carve 1
causing 1
chambers 2
charlie 1
children 1
choochoo 1
citizens 2
city 4
claimed 1
claws 1
cocaine 1
combination 1
computerized 1
contest 1
continue 1
courtly 1
cradle 1
created 1
crippling 1
cross 1
crossing 3
curly 1
cyborg 1
dead 1
dean 1
death 1
decades 1
decaying 1
defeat 1
degradation 1
degree 1
demon 1
derail 1
desert 2
deserted 1
destruction 1
die 1
dilemma 1
discover 1
divide 1
divided 1
dog 1
door 2
drawing 1
drum 1
drums 3
due 1
during 1
dutch 1
earlier 1
east 1
eddie 5
encounter 1
end 2
ends 3
enemy 1
escape 1
eventually 1
exactly 1
experiencing 1
faced 1
far 1
father 1
fight 1
fighters 1
final 1
finding 1
finds 1
first 1
five 1
fly 1
follow 1
following 1
for 1
from 5
gasher 2
george 1
gigantic 1
given 1
group 1
grows 1
gunslingers 1
has 4
haunted 1
have 2
having 3
he 2
hear 1
heard 1
high 1
highly 1
hightech 1
hill 1
him 2
his 7
hold 1
house 1
houses 1
in 15
inland 1
insane 1
intelligence 2
intelligent 2
intention 1
into 3
is 10
it 4
its 2
itself 1
jake 11
jawbone 1
joins 1
katet 6
keep 1
key 4
kidnaps 1
known 1
labyrinth 1
land 1
lands 1
last 1
later 1
leader 1
leaves 1
leaving 1
let 1
like 2
line 1
littered 1
long 1
looks 2
lot 1
lud 5
man 4
manages 1
manmade 1
meanwhile 1
memory 1
mental 2
midworld 1
mind 1
mono 1
monorail 2
mountain 1
mountains 1
moved 1
must 3
mutated 1
mystical 1
named 2
nearaccident 1
neck 1
new 3
not 1
novel 1
now 1
nuclear 1
nyc 1
of 20
on 4
once 2
one 2
open 2
order 1
outworld 1
over 1
oy 2
panic 1
paradox 1
parrotlike 1
pass 1
path 3
peaking 1
place 1
playing 1
portal 1
prevented 1
private 1
purchasing 1
quest 1
raccoon 1
radioactive 1
ravaged 1
recruit 1
red 1
remember 1
rescue 1
retractable 1
reunited 2
revealed 1
revealedbut 1
reveals 1
riddle 1
ring 2
river 1
roland 11
rose 1
ruins 1
same 1
schizophrenic 1
school 2
sea 1
servant 1
sewers 1
sex 1
shardik 1
shoot 1
shop 1
shore 1
silver 1
single 1
six 1
slay 1
small 1
something 1
song 1
speaking 2
speeding 1
station 2
story 1
stranger 1
subsequently 1
surviving 1
susannah 2
system 1
tail 1
taking 1
team 1
than 1
that 7
the 60
their 1
them 3
then 2
these 1
they 2
this 2
three 2
through 3
ticktock 3
time 1
to 18
together 1
top 1
topeka 1
town 2
trace 1
train 2
travelers 1
traveling 1
tribute 1
under 1
unless 1
unusually 1
use 1
used 1
using 1
vacant 1
velcro 1
walter 1
war 3
warned 1
washington 1
waste 1
way 2
weeks 1
western 1
where 2
which 5
while 1
who 1
whom 1
will 1
with 5
woods 1
world 3
worse 1
yet 1
york 3
zz 1
