22094476
/m/05p318x
/m/05p318x
David Weber
2010-06-22
{"/m/06n90": "Science Fiction", "/m/01smf2": "Military science fiction"}
10th 3
122 1
400 1
73 1
8th 1
a 28
ability 2
acting 1
administration 1
admiral 4
advantage 1
after 2
aftermath 1
afterward 1
against 4
agree 1
aimed 1
alexanderharrington 5
alignment 1
all 3
alliance 1
ally 1
along 1
also 3
ambushed 1
ammunition 1
amounts 1
an 3
and 30
annihilation 1
antiship 1
anton 1
any 1
appears 1
are 3
armed 1
around 1
arrest 1
arrival 1
arrive 1
as 2
assault 1
assumes 1
at 6
atmosphere 1
attack 5
attacked 2
attacks 1
attempt 1
attempts 1
await 1
back 1
background 1
baroness 1
battle 1
bay 1
be 1
become 1
becomes 1
been 5
begin 1
begins 1
behind 1
believing 1
beowulf 1
between 2
bloodied 1
bloody 1
boast 1
book 1
both 4
bribes 1
but 4
by 10
cachat 1
called 1
calls 1
cannot 1
capital 1
captain 1
certainty 1
chance 1
channel 1
civilian 1
civilians 1
clear 1
closest 1
command 1
commander 1
commodity 1
completely 2
conclude 1
confident 1
conflict 3
confrontation 1
construct 1
continue 1
control 1
convinced 1
cooperation 1
coordinated 1
cost 1
covert 2
crandall 3
crisis 1
cruisersized 1
danger 1
dead 1
debris 1
decades 1
decides 2
decisive 1
defector 2
defend 2
defense 1
defenses 1
demands 2
desire 1
desires 1
despite 4
destroy 1
destruction 1
devastating 1
died 1
diplomacy 1
diplomatic 2
diplomatically 1
disapprove 1
discover 1
disparity 1
dispatched 1
domination 1
down 1
dozen 1
drive 1
duchess 1
due 1
during 1
each 1
edge 1
effort 1
elements 1
elizabeth 3
eloise 1
embarks 1
empire 4
end 1
ends 1
entering 1
entirely 1
escorted 1
even 1
events 1
eventually 2
expending 1
face 1
facing 1
fact 1
factions 1
fan 1
few 1
fight 2
finally 2
fire 1
flagship 1
flames 1
fleet 5
for 7
force 4
forces 3
forcing 1
form 1
forward 1
from 1
fullscale 1
gain 1
galactic 2
getting 1
gives 1
go 1
goals 1
gone 1
good 3
government 1
governorgeneral 1
grayson 1
great 1
gryphon 1
had 1
hapless 1
happening 1
has 5
have 4
haven 10
havenite 1
having 1
havoc 1
henke 3
hephaestus 1
her 6
him 1
home 3
homeworld 1
honor 2
hostile 1
however 1
idea 1
if 1
ignore 1
iii 1
impacted 1
impending 1
important 3
in 18
incompetent 1
incorporated 1
increasingly 2
inform 1
information 2
informed 1
infrastructure 2
inhabited 1
initial 1
initially 1
interest 1
invade 2
invasion 2
is 13
issue 1
its 3
itself 3
january 1
just 1
killed 1
launched 2
leader 1
leadership 3
league 6
learns 1
leave 1
led 1
left 1
likely 1
long 2
lopsided 1
loses 1
loss 1
losses 1
loyal 1
manipulated 1
manipulations 1
manticoran 3
manticoransolarian 1
manticore 22
many 2
masterplan 1
meanwhile 2
medusa 1
meets 1
members 1
mesa 10
mesan 4
michelle 1
military 2
million 1
missile 3
missiles 2
mission 1
mutual 1
naval 1
navy 1
nefarious 1
negotiated 1
negotiations 2
new 5
newly 1
not 1
now 2
nuclear 1
numbering 1
obstruct 1
of 41
off 1
offensive 1
offers 1
officer 1
on 6
ongoing 1
only 1
operating 1
operation 1
operations 1
opposition 1
orbital 1
organization 1
other 1
out 1
over 3
own 3
oyster 1
party 1
past 1
pawns 1
pd 1
peace 2
personal 1
personally 1
personnel 1
placed 1
plan 1
planet 1
planets 1
pods 2
political 2
politicians 2
population 1
pose 1
posed 1
possesses 1
possibly 1
potentially 1
precious 1
president 1
pritchart 3
problems 1
proceed 1
protracted 1
publicly 1
purported 1
quadrant 2
queen 2
quick 1
radically 1
rather 1
reaches 1
realize 1
realizing 1
recalled 1
reentered 1
refuses 1
relationship 1
relatives 1
remains 1
repel 1
republic 3
returns 1
royal 1
run 1
same 2
sandra 1
scale 1
screening 1
secret 1
secretly 1
seemingly 1
settlement 1
several 6
severely 1
shadow 1
she 3
shipping 1
ships 5
shortly 1
should 1
sides 1
similarly 1
situation 2
sneak 1
so 1
solarian 12
solarians 2
space 1
special 1
sphinx 2
spindle 1
stalled 1
star 5
start 1
station 1
stations 1
stealthed 1
strike 2
strongly 1
successfully 1
succession 1
such 2
superdreadnoughts 1
superstate 1
sure 1
surrender 1
surrenders 1
survivors 1
suspended 1
system 10
systems 3
tactical 2
talbott 2
talks 2
task 2
technological 1
technology 2
ten 1
tentatively 1
term 1
than 1
that 11
the 78
their 8
them 1
they 4
third 2
this 4
though 1
thought 1
thousand 1
threat 2
three 1
through 1
time 2
to 23
tolerates 1
too 1
traveling 1
trevor 1
trillion 1
true 2
truth 1
trying 1
undetected 2
unknown 1
unmatchable 1
unprotected 1
unresolved 1
until 1
unwilling 1
used 1
using 1
vengeance 1
vice 1
victor 1
victory 1
volleys 1
vulcan 1
wake 3
wall 1
war 4
was 2
weapon 1
weyland 1
when 2
which 6
while 1
who 1
will 2
with 15
word 1
wrecked 1
wrought 1
yacht 1
zilwicki 2
