1561692
/m/02p4htp
/m/02p4htp
Patrick O'Brian
2004
{"/m/02p0szs": "Historical fiction", "/m/02xlf": "Fiction", "/m/0hwxm": "Historical novel"}
a 15
aboard 1
abuse 1
administrative 1
admiral 4
africa 2
african 1
after 1
aggrieved 1
also 1
an 5
and 20
apology 1
appearance 2
argentina 1
as 6
ask 1
asks 2
at 4
attentions 1
aubrey 4
back 1
barque 1
been 1
before 1
begins 1
between 1
bill 1
black 1
blue 1
board 2
boston 1
brigid 1
bring 1
brother 1
but 1
calls 1
can 2
cantankerous 1
capable 1
cape 2
captain 1
catholic 1
caught 1
caxley 1
centre 1
chapters 1
charlotte 1
children 1
christine 2
clash 1
clean 1
close 1
comes 1
commanderinchief 1
conducts 1
court 1
crew 1
demands 1
dinner 1
disadvantage 1
disarms 1
doctor 1
doing 1
dr 1
duel 1
dumps 1
edward 1
emerge 1
end 2
england 1
enter 1
excellent 1
fanny 1
few 1
fight 2
filth 1
final 1
finally 1
fine 1
first 1
flag 1
flagship 1
fleet 1
follow 1
for 2
foul 1
four 1
frigate 2
from 2
functioning 1
further 1
gives 2
government 1
hairtrigger 1
handwritten 1
hanson 1
harding 1
has 4
having 1
he 2
health 1
helena 1
her 1
high 1
him 5
his 5
hms 1
hoisted 1
if 2
in 7
informs 1
inhospitable 1
insists 2
instructs 1
interview 1
island 1
its 3
jack 4
ladies 1
large 1
last 1
later 1
legate 1
leyton 2
liar 1
lieutenant 1
local 1
locals 2
lord 1
magellan 1
main 1
makes 3
man 1
mariners 1
maturin 3
meat 1
meet 1
miller 10
moor 1
moors 1
more 1
most 1
mputa 1
mrs 1
name 1
naming 1
natural 1
neighbour 1
nephew 1
new 1
next 1
nicknamed 1
northwards 1
now 1
nuncio 1
of 11
off 1
officer 1
officers 1
on 7
once 1
open 1
opening 1
or 1
out 1
over 1
own 1
pages 1
papal 1
party 1
paying 1
perfection 1
pilar 1
pistols 1
place 1
plate 1
polygamy 1
portuguese 1
position 1
prevent 1
private 1
protestant 1
puts 1
quarantine 1
quental 1
randolph 1
rearadmiral 1
rebellion 1
recently 1
recognises 1
reprovisioned 1
reprovisions 1
republic 1
reputation 1
resentment 1
returns 1
reverend 1
right 2
ringle 2
river 1
rumpus 1
sail 3
sailors 1
sails 1
sam 1
samuel 1
saved 1
scow 1
sees 1
she 1
ship 1
shot 1
shout 1
signs 1
so 1
some 1
somewhat 1
son 1
soon 1
sophie 1
south 3
spots 2
squadron 2
st 1
state 1
steady 1
stephen 6
story 1
strait 2
suffolk 1
surprise 4
surprises 1
swords 1
take 2
takes 1
that 1
the 36
their 1
then 1
they 2
three 2
thrusts 1
thus 1
to 12
town 3
trade 1
two 1
typescript 1
under 2
until 1
unwanted 1
up 3
vegetables 1
very 1
vessel 1
wantage 1
way 1
weapons 1
weather 2
when 1
which 3
while 1
who 3
will 1
with 9
wood 3
