59375
/m/0g5k6
/m/0g5k6
William Shakespeare


a 13
aaron 11
about 1
accusations 1
accusing 1
act 1
advises 1
after 1
against 1
agrees 2
alarbus 1
all 2
along 1
already 1
although 1
among 1
an 2
and 41
andronicus 3
announces 1
answers 1
approach 1
arguing 1
army 2
arrests 1
arrives 1
as 5
asks 1
at 4
attack 1
attackers 1
avenge 2
baby 2
back 1
bake 1
baked 1
basin 1
bassianus 7
be 3
bearing 1
beasts 1
been 3
before 1
begins 1
behaviour 1
betrothed 1
between 1
birth 1
blood 1
body 2
boil 1
bones 1
breaks 1
brings 1
brother 2
burial 1
buried 1
but 2
by 5
calls 1
campaign 1
can 1
captures 1
chestdeep 1
child 1
chiron 6
choice 1
city 1
claim 1
conflict 1
convince 1
convinced 1
cook 1
cut 3
cuts 2
daughter 2
day 2
death 4
deaths 1
deep 1
demetrius 6
denounces 1
desperate 2
despite 1
die 1
dirt 1
discovers 1
distraught 1
do 1
does 1
done 1
dragging 1
drains 1
dressed 1
duly 1
during 4
eating 1
effrontery 1
either 1
eldest 1
elected 1
emperor 7
end 1
enemies 1
enemy 1
entire 1
evil 1
falsely 1
family 3
fanfare 1
father 3
fathered 1
feast 2
first 1
fit 1
flee 1
flees 1
following 1
for 7
forest 1
forged 1
former 1
frames 1
from 3
give 1
given 1
gives 1
gone 2
goths 3
grant 1
grief 1
grind 1
had 1
hand 2
hands 2
hang 1
happened 1
has 4
have 2
he 9
heads 2
held 2
her 15
him 7
his 15
horrified 1
house 1
however 2
hunt 1
if 3
immediately 1
imminent 1
in 7
inevitable 1
infant 1
insane 1
insists 1
instead 1
into 6
invite 2
is 13
it 3
just 1
keep 1
kill 2
killed 2
kills 4
later 2
lavinia 10
law 1
leave 1
left 2
letter 1
levelled 1
life 1
listen 1
lover 1
lucius 8
madness 1
marching 1
marcus 4
marry 1
marrying 1
martius 4
may 2
meanwhile 3
messenger 1
midwife 1
mixedrace 1
moor 1
morbidly 1
more 1
motion 1
mouth 1
much 1
murder 3
mutilated 1
mutius 1
names 1
new 1
next 1
not 2
nurse 1
of 16
off 3
offer 1
offers 1
on 4
one 1
only 1
or 1
order 1
orders 2
out 2
outside 1
over 2
overcome 1
own 2
pardon 1
people 1
persuades 1
pie 1
pit 1
plan 1
plans 1
play 2
pleas 1
plot 1
postpone 1
powder 1
prisoners 1
proclaimed 1
putting 1
queen 1
quintus 4
raise 1
rape 4
raped 1
raping 1
reconciliatory 1
refuses 3
regretting 1
reluctantly 1
remaining 1
return 2
revealing 1
reveals 2
revenge 8
right 1
roman 2
rome 5
royal 1
rule 1
sacrifices 1
saturninus 13
save 2
scuffle 1
secret 1
secretly 1
seeing 1
seems 1
send 1
sends 2
sentences 1
set 1
severed 2
she 2
shocked 1
shocks 1
shortly 2
should 2
so 2
some 1
son 3
sons 7
spare 1
spirits 1
squabbling 1
starvation 1
state 1
stay 1
stick 1
still 1
stumps 1
subsequently 2
succeed 1
suggests 1
supporting 1
surviving 1
takes 1
tamora 13
tell 1
telling 2
tells 3
tenyear 1
that 14
the 45
their 7
them 2
then 5
thereafter 1
they 4
thirst 1
threatens 1
three 1
throats 1
throne 1
throwing 1
thrown 1
time 1
titus 31
to 31
tongue 1
treason 1
tribune 1
two 2
under 1
unrepentant 1
until 1
up 1
upon 1
using 1
victorious 1
violence 1
violently 1
visits 1
vow 1
war 1
well 1
what 1
when 5
which 2
who 6
wild 1
will 5
with 9
wrath 1
writes 1
