31295492
/m/0gjb6__
/m/0gjb6__
Alexander C. Irvine
2010-06-22
{"/m/01hmnh": "Fantasy"}
a 34
abandon 1
able 4
access 1
accompanied 1
according 1
acknowledged 1
acquire 1
acquires 1
across 1
activate 3
actually 1
advantage 1
adventure 1
advise 2
aerial 1
after 3
age 2
ago 1
agreement 1
agrees 1
alien 1
alive 1
all 2
allegiance 1
allout 1
allow 1
allspark 3
along 1
alpha 6
also 2
altihex 2
among 1
amusement 1
an 10
ancient 1
and 60
any 1
appeal 2
appealing 1
appoint 1
appoints 1
are 8
ark 5
army 1
art 1
as 16
assault 1
asserts 1
assigned 1
at 3
attack 1
attacks 2
attempts 1
attending 1
audience 2
autobot 3
autobots 14
autonomous 1
avoid 1
awaits 1
back 1
bargaining 1
be 5
because 1
become 2
becomes 1
been 3
before 3
begins 3
being 2
believes 1
bestows 1
between 1
blood 1
bodyguards 2
bombings 3
born 1
both 2
bridge 3
bridges 1
broad 1
brutal 1
brutally 1
bumblebee 2
but 13
by 9
calling 1
calls 1
can 1
case 1
casino 1
caste 5
castes 6
celebrity 1
centuries 3
chamber 7
champions 1
change 2
chants 1
chest 1
chip 1
cities 1
city 5
clerk 1
code 1
colonisation 1
colonised 1
combat 2
come 1
command 1
commands 1
commit 2
committed 1
communication 1
completely 1
confrontation 1
constrained 1
construction 1
consume 1
contact 1
contacts 1
contains 1
continues 2
contrast 1
control 3
convince 1
core 8
council 8
crash 1
creates 1
criminal 1
crisis 1
crowd 1
crushes 1
cryptically 1
currently 1
cybertron 24
cybertronian 3
dark 8
death 1
debates 1
decadence 1
decepticons 7
decisions 1
declares 1
declined 1
defeats 1
defends 1
depth 1
despairing 1
desperation 1
despite 1
destiny 1
destroy 1
destroys 2
detects 1
determining 1
deviate 1
device 1
dictator 1
did 1
discuss 1
dislikes 1
disown 1
does 3
doesnt 1
down 2
due 2
during 2
each 2
earlier 1
edge 1
effortlessly 1
eight 1
either 1
elevation 1
else 1
empower 1
empowers 1
encourages 1
energon 9
energy 6
engage 1
enormous 2
enough 1
equally 1
escape 1
escort 1
even 1
eventually 2
ever 1
everywhere 1
exodus 1
exploration 1
expression 1
extract 1
extremely 1
faces 1
factories 1
falls 1
fans 1
favours 1
find 2
finds 1
fix 1
flee 1
flirts 1
flood 1
floods 1
flow 2
flows 1
fly 2
follow 1
followers 2
for 7
force 1
forces 2
form 1
free 2
friendly 1
friendship 1
from 8
fuller 1
fully 1
further 1
gaining 2
gains 1
generate 1
generations 1
get 1
getting 1
giant 2
give 2
given 2
giving 1
gladiatorial 2
gladiators 1
goes 1
golden 2
good 1
government 2
great 2
grows 3
guarantee 1
guardian 1
guidance 1
guide 1
guild 1
had 1
hall 1
halls 2
halogen 3
has 4
have 6
he 8
heal 1
heals 1
helps 1
hierarchy 1
high 1
highest 1
highly 1
him 11
himself 2
his 12
history 1
hold 1
home 1
hope 1
hopes 1
hostile 1
hot 1
how 1
however 3
iacon 2
ideal 1
if 2
impressed 1
in 24
including 2
indeed 1
individual 3
industrial 1
inspire 1
instead 1
intact 1
intense 1
into 11
invade 1
is 10
it 15
its 1
itself 3
jetfire 2
joining 1
kalis 1
kaon 4
keep 1
keys 2
kill 1
killed 1
kills 1
know 1
knows 1
labourer 1
labourers 1
large 1
largely 1
largest 1
lasers 1
last 1
launch 1
leader 2
leadership 2
leads 1
leave 2
legend 1
life 2
link 1
little 1
lives 1
local 1
lose 1
lost 1
lower 3
lowest 1
magnus 1
main 1
make 1
makes 1
manages 3
manual 1
many 1
marshals 1
mass 1
masses 1
matrix 1
may 2
meet 1
meets 1
megatron 33
megatronus 2
member 1
members 1
mental 1
mentor 1
might 2
mines 1
mode 1
monster 1
morals 1
more 3
most 4
motion 1
movement 1
multiple 1
murdering 1
mythical 1
name 4
named 1
names 1
narrowly 1
nature 1
nearly 1
need 2
needs 1
neglect 1
nemesis 2
never 2
new 7
newlyrepaired 1
no 3
noble 1
not 6
nothing 1
notion 1
of 45
off 2
offline 1
omega 5
on 6
once 3
one 7
onesided 1
opposes 1
optimus 10
or 1
orbits 1
orchestrate 1
order 2
ordering 1
orders 4
original 1
orion 13
other 1
