7397309
/m/0260g2k
/m/0260g2k
Rex Stout

{"/m/028v3": "Detective fiction"}
10000 2
25th 1
35 1
a 18
accept 1
adjourned 1
after 3
agrees 2
alerts 1
allow 1
allows 1
also 1
among 1
amount 1
an 1
and 27
annoy 1
another 1
apartment 7
appears 1
appointment 1
approval 1
archie 22
arrests 2
arrives 3
as 5
ask 1
asking 1
asks 1
assists 1
assume 1
at 4
attends 1
attitude 1
attorney 1
away 3
because 1
bedroom 1
been 6
before 3
belonging 1
best 1
birthday 2
blames 1
blocks 1
body 1
both 1
brings 1
brownstone 5
bte 1
bullies 1
busy 1
but 6
by 5
case 1
childhood 1
choice 1
claim 1
claims 1
client 1
coat 1
committing 2
confirms 1
considers 1
contingent 1
controlling 1
convincing 1
cooperate 1
corporate 2
corporation 2
course 1
cramer 1
crashes 1
credible 1
crime 1
da 1
dead 2
death 2
debt 1
decide 1
detective 1
determined 1
dinner 2
disagreements 1
disappeared 1
discovers 1
district 1
do 2
does 1
doesnt 1
doing 1
doorbell 1
doorman 1
down 2
during 1
eads 17
earlier 1
earns 1
eats 1
encounters 1
enjoin 1
eric 1
exercising 1
exhusband 1
expected 1
exposure 1
far 1
fashion 1
fee 1
feeling 1
fills 1
finally 2
find 1
finds 1
fingerprints 2
flee 1
floor 1
fomos 5
for 10
force 1
forego 1
found 4
friend 1
from 3
gathering 1
get 1
gets 1
give 1
gives 1
goes 1
gone 1
grant 1
grants 1
gratitude 2
guardian 1
guiltier 1
had 3
hagh 2
has 6
hat 1
have 5
having 1
he 11
hear 1
helmar 7
her 26
herself 2
him 4
himself 3
hire 1
his 8
husband 1
identify 1
if 2
immediately 4
impersonating 1
in 16
incommunicado 1
information 1
informs 1
infuriated 1
inherit 1
inheritance 1
injunction 1
inspector 1
interest 1
into 2
investigation 2
involve 1
is 6
it 3
items 1
jaffee 6
job 2
just 1
keys 3
killed 1
know 1
korea 1
later 1
lawyer 2
learns 1
leave 3
leaving 1
let 1
lieutenant 1
line 1
lived 1
local 1
locate 1
locks 1
looking 1
lost 1
luggage 1
maid 1
main 1
makes 1
margaret 1
material 1
meet 1
meeting 4
meets 1
miss 12
morning 2
motives 1
mrs 7
much 1
murdered 1
murderer 4
murders 2
named 1
needs 1
next 2
night 1
no 1
noire 1
none 1
not 1
nothing 1
now 1
nut 1
obtained 1
occasion 1
of 14
office 4
officer 1
officers 6
on 4
one 4
ongoing 1
only 1
open 1
opts 1
or 1
other 1
out 3
own 2
ownership 1
periodic 1
perry 1
phone 1
phones 1
photograph 1
plant 1
played 1
police 5
prefer 1
priscilla 2
proceeding 1
purpose 1
put 2
rage 1
receive 1
reenact 1
refuses 3
releasing 1
remain 2
removing 1
rent 1
renting 1
request 2
resolves 1
returns 1
right 1
rings 1
role 1
room 2
rooms 1
rowcliff 2
rushes 1
same 1
sarah 1
scheduled 1
search 1
selfdescribed 1
she 7
shoos 1
sight 1
significant 1
since 1
so 6
softdown 5
speaks 1
specifically 1
start 1
starts 3
stock 4
stockholder 1
storms 1
strangled 1
suitcase 2
surreptitiously 1
suspects 1
suspicion 1
target 1
tells 2
that 11
the 52
their 2
them 2
then 1
there 2
therefore 1
third 1
though 1
threat 1
title 1
to 38
too 1
turns 2
unable 1
until 1
upstairs 2
use 1
uses 2
vestibule 1
wants 2
was 2
week 3
well 1
were 2
what 1
when 1
which 2
whom 1
widow 1
will 3
with 8
without 2
witness 1
wolfe 23
woman 2
worried 1
would 3
year 1
yet 1
young 3
