1906832
/m/065922
/m/065922
Walter Scott
1825-06-22
a 20
abandoned 1
about 1
absence 1
accipe 1
accompanied 2
accomplice 1
accosted 1
admitted 1
after 3
afterwards 1
again 2
against 1
all 1
already 1
ambition 1
amity 1
among 1
an 2
anchorite 1
and 41
animal 2
announce 1
answered 1
appeal 1
appear 1
appearance 1
approached 1
archduke 1
armies 2
arranged 1
arrived 2
as 12
ascalon 1
asleep 1
assassin 1
assembled 1
at 4
attack 1
attendance 1
attendants 1
austria 1
austrians 1
availed 1
avowed 1
back 1
bag 1
banner 3
banquet 1
battle 1
be 1
been 2
before 1
behind 1
being 1
berengaria 1
betrayed 1
between 1
bold 1
brilliant 1
brother 1
but 2
by 15
camp 1
carried 1
cave 1
centre 1
champion 1
chapel 2
charged 2
christian 2
coeur 1
combat 1
communicate 1
companion 2
conducted 1
confessor 1
confront 1
conrade 4
consultation 1
convicted 1
correspondence 1
couch 2
could 1
council 1
crusade 2
crusaders 1
cured 2
curtain 1
cushions 1
dagger 1
day 1
daybreak 1
days 1
de 1
death 1
decapitated 1
decide 1
defiantly 1
desire 1
devoted 1
discoursing 1
discover 1
discovered 1
disguised 1
do 1
dog 2
done 1
down 1
draught 1
dressed 1
drooping 1
during 2
dwarf 2
dwarfs 1
edith 5
eliciting 1
emir 1
employed 1
encounter 1
encountered 1
engaddi 1
england 1
english 1
entered 1
entertainer 1
entreaties 1
entrusted 1
exclaiming 1
explained 1
favourite 1
fell 1
fever 3
fight 1
for 4
forbidden 1
forces 1
found 1
france 1
from 7
goblet 1
gorgeous 1
grandmaster 4
grief 1
guests 1
guilt 1
had 11
having 7
he 17
health 1
heart 1
hermit 5
hidden 1
him 10
himself 2
his 33
hoc 1
holding 1
homewards 1
hopes 1
horseback 1
hosts 1
hound 2
however 2
i 1
imprisoned 1
in 12
incited 1
induced 1
infamous 1
infidel 1
information 1
injured 1
injuring 1
intercessions 1
intimated 1
it 1
jerusalem 1
kenneth 7
king 6
kinswoman 1
knight 2
known 1
ladies 1
lady 5
ladylove 1
lay 1
leaders 1
left 1
length 1
leopold 1
life 1
lion 1
lips 1
long 1
love 1
made 1
make 1
marched 1
marquis 2
married 1
marry 1
matter 1
mercy 1
met 1
midnight 1
montserrat 2
moorish 1
morrow 1
necbatanus 2
necromancy 1
needful 1
never 1
next 1
noon 1
not 2
nubian 1
object 1
obviously 1
of 26
off 1
offered 1
on 8
only 1
or 1
overcome 1
part 1
past 1
pavilion 1
pennon 1
permitted 1
person 1
persuaded 1
philip 1
physician 5
place 1
plant 1
plots 1
pope 1
post 1
preparations 1
prepared 2
presence 2
present 1
presented 1
prevent 1
prince 2
procession 2
proposed 1
protection 1
provide 1
provided 1
purloiner 1
purpose 1
queen 4
raising 1
reached 1
received 1
recognised 1
refer 1
refreshment 1
repeated 1
reposing 1
reproved 1
reputation 1
required 1
resolved 1
restore 1
retinue 1
reveal 1
revealing 1
revived 1
richard 11
ring 1
rode 1
royal 3
ruler 1
rushed 1
sabre 1
saladin 5
same 1
sank 1
saracen 4
saved 2
scot 2
scotland 1
scourging 1
seated 1
secret 1
secretly 2
seek 1
seen 1
sentenced 1
several 1
severely 1
shame 1
she 1
shortly 1
should 1
side 1
silken 1
simply 1
sir 7
slave 3
slept 2
soon 3
speech 1
spend 1
spite 1
spot 1
sprang 1
springing 1
squire 1
stab 1
standard 2
startled 1
succumbed 1
sudden 1
suddenly 1
sultan 5
sunrise 1
swallowed 1
sword 1
syria 1
taking 1
talisman 2
tampering 1
templar 1
templars 1
tended 1
tent 2
teuton 2
that 5
the 93
their 3
then 3
theodoric 1
they 2
third 1
this 1
thus 1
time 1
to 33
together 1
token 2
took 1
tore 1
touched 1
towards 1
trampled 1
travellers 1
truce 1
tyrol 1
unarmed 1
under 1
undertook 1
unhorsed 2
until 2
uttered 1
valiant 1
victorious 1
visit 1
wager 1
was 21
watch 1
watched 1
way 2
welcomed 1
what 1
when 2
where 1
which 2
while 3
who 6
whom 4
wily 1
with 15
witnessed 1
woke 1
words 2
wound 1
wounded 2
wrath 1
yielded 1
young 1
