14806350
/m/03gyj2q
/m/03gyj2q
Harry Turtledove
2008-07-22
142 1
143 1
146 1
a 16
about 1
adenauer 1
administration 1
after 1
against 5
agitating 1
airliners 1
alcohol 1
allied 1
america 1
american 11
americans 3
an 3
and 15
another 1
antitank 1
any 1
appreciate 1
are 2
as 3
assassinate 1
assassination 1
at 4
attack 2
attacks 2
attempt 3
attempts 1
aware 1
barely 1
be 1
become 1
begin 4
being 1
berlin 1
between 1
bomb 2
bombers 1
bombs 2
bring 1
brings 1
british 1
bunker 2
but 1
by 3
c47 1
campaign 3
car 1
casualties 1
cathedral 2
civilian 1
civilians 1
committed 1
complete 1
compound 1
congress 1
congressional 1
congressman 1
conquered 1
constructing 1
contaminates 1
continues 1
control 1
convene 1
convinces 1
cooperation 1
counterintelligence 1
courthouse 1
crackdown 1
crashes 1
criminals 1
crushing 1
defeat 1
degree 1
demanding 1
democratic 1
demonstrations 1
deportations 1
destroys 1
destruction 1
died 1
dies 1
dirty 1
discontent 1
does 1
dozens 1
draftees 1
drinks 1
during 1
duty 1
effort 1
eiffel 1
elections 1
end 1
enjoy 1
enlisted 1
erodes 1
escape 1
establish 1
eve 1
explosives 1
fall 1
february 1
finally 1
find 1
first 1
for 1
forces 6
forcing 1
foreseeing 1
forms 1
frankfurt 1
frustrated 1
fund 1
further 3
general 1
george 1
german 3
germanheld 1
germany 4
government 1
grow 1
grows 1
have 1
having 1
he 2
head 1
heinrich 1
heisenberg 1
her 2
heydrich 9
hiding 1
hijacking 1
himmler 1
his 3
holocaust 1
home 3
housewife 1
however 1
in 17
including 1
increase 1
increasing 1
indiana 1
informed 1
inside 1
institutions 1
insurgency 3
insurgent 1
into 1
is 8
issue 1
it 1
its 1
ivan 1
joachim 1
joined 1
judges 1
june 1
justice 1
karl 1
killed 3
killing 2
killings 1
kills 1
konev 1
konrad 1
laborer 1
later 1
latest 1
launch 1
leader 1
leadership 1
leads 2
leaving 1
loaded 1
london 1
lose 1
makes 1
many 1
marshal 1
meeting 1
meets 1
members 1
midterm 1
military 1
mortar 1
mount 1
nazi 3
nazis 1
need 1
new 1
nkvd 1
not 1
now 2
nuclear 1
numbers 1
nuremberg 1
occupation 3
occupying 1
of 17
officers 2
officials 2
on 2
orders 1
organization 1
other 1
over 2
palace 1
paris 1
partisan 1
party 2
patton 1
paul 1
peiper 1
physicists 1
poisoning 1
policy 1
possible 1
postponement 1
prague 1
preparations 1
presence 1
president 1
pressure 1
probable 1
protests 1
question 1
quick 1
quickly 1
radium 1
rally 1
ranks 1
ready 1
reality 1
recapture 1
reemerge 1
refusing 1
reichsprotector 2
reinhard 1
remain 3
reprisal 1
republican 1
republicans 1
residential 1
resistance 1
resolve 1
respond 1
returned 1
rockets 1
ruthless 1
s 1
schutzstaffel 1
sector 2
security 1
series 1
services 1
several 1
shortly 1
should 1
skytrain 1
slave 1
small 1
soldiers 1
solutions 1
son 1
soon 1
soviet 4
soviets 4
spearheads 1
spectacular 1
ss 2
st 1
staff 1
staging 1
stalingrad 1
states 1
story 1
succeeds 1
success 1
successes 1
suicide 1
superior 1
supply 1
suppression 1
surrendered 1
survives 1
survivor 1
system 1
takes 1
terrorists 1
that 2
the 50
their 5
they 2
this 2
though 3
three 1
thwarted 1
tighten 1
tightening 1
to 20
tower 1
trials 2
troops 1
truck 2
truman 2
trying 1
turn 2
turns 1
two 1
unable 1
undeterred 1
united 1
uses 2
using 3
war 2
warcrimes 1
was 1
werner 1
western 1
westminster 1
when 3
where 2
which 2
while 4
who 2
win 1
with 5
withdraw 1
withdrawal 1
withdrawn 1
wood 1
worked 1
year 1
years 1
