4560846
/m/0c8yvk
/m/0c8yvk
Mercedes Lackey
1991
a 13
accepted 1
accessible 1
acts 1
advance 1
after 2
again 1
agent 1
agree 1
allies 1
along 1
also 1
alternates 1
ambush 1
among 1
an 4
ancar 3
and 18
are 2
area 1
arrived 1
arrives 1
as 4
asks 1
assassination 1
at 2
attack 2
attempt 3
avatar 1
away 2
becomes 1
been 2
began 1
begins 1
being 1
beings 1
believe 1
between 1
bird 1
body 1
bondbird 2
book 1
broke 1
but 4
by 5
capture 1
caught 1
caused 1
changed 2
children 1
chosen 1
clan 7
clans 1
clues 1
companion 1
companions 1
conclusion 1
connected 1
control 2
convinced 1
could 1
council 1
creature 1
cryptic 1
current 1
darkwind 6
daughter 1
dawnfire 3
deduce 1
dhorisha 1
dire 1
drive 2
during 1
east 1
edges 1
elspeth 3
encounters 1
escapes 2
escort 1
events 1
fail 1
failed 1
falconsbane 9
father 3
fearing 1
fight 1
finds 1
first 1
for 4
form 1
freed 1
from 4
gate 2
giant 1
go 1
goddess 2
goes 1
greatness 1
gryphons 4
gwena 1
gyphlets 1
half 2
hardorn 1
has 4
hatred 1
have 1
haven 1
hawkbrother 2
hawkbrothers 1
he 5
heartstone 3
help 2
her 9
herald 2
heraldcaptain 1
heralds 1
herself 1
him 6
his 6
holding 1
home 1
horseshaped 1
however 1
hydona 2
in 8
injured 1
intervenes 1
into 1
is 13
kerowyn 2
kheyna 4
killed 2
kingdom 1
kleshya 1
knowledge 1
lead 1
lifelong 1
lingering 1
living 1
location 2
locations 1
looking 1
looks 1
lost 1
lurking 1
mage 1
mages 4
magic 3
magicallyprotected 1
mancat 1
many 1
meanwhile 1
meeting 1
mornelithe 1
moving 1
name 1
narrowly 1
near 1
new 2
news 1
no 1
now 1
nyara 1
object 1
obsessive 1
of 18
off 2
one 2
only 1
or 3
outside 1
outsiders 1
pair 1
part 1
partners 1
path 1
permission 1
plains 1
planning 1
plots 1
power 1
predestinated 1
pressured 1
pressures 1
prince 1
prisoner 1
protection 1
queen 1
real 1
refuses 1
renounced 1
resemble 1
resists 1
return 1
rightly 1
rogue 1
ruse 1
scouts 1
sent 1
several 1
shattered 1
she 7
shinain 1
simply 1
since 1
sinister 1
skif 2
socalled 1
songwind 1
special 1
spirit 1
spiritbeing 1
steer 2
story 1
straits 1
stranding 1
strong 1
subvert 1
successfully 1
suspicious 1
sword 1
take 1
takes 1
tayledras 2
tense 1
territory 3
that 4
the 44
their 2
them 4
themselves 1
they 2
this 1
through 1
to 21
too 1
tortured 1
trace 1
training 1
trapped 2
traumatized 1
treyvan 2
true 1
trust 1
try 2
tutelage 1
two 3
under 2
until 1
unwilling 1
use 1
used 1
usuper 1
valdemar 2
vale 1
warily 1
wary 1
was 1
way 1
well 1
went 1
were 3
where 1
which 3
while 1
who 4
will 1
wishes 1
with 2
witnesses 1
woman 1
young 2
