2143727
/m/06pzrq
/m/06pzrq
William S. Burroughs
1995-01
{"/m/05hgj": "Novel"}
125 1
a 3
addition 1
affairs 1
all 1
allen 1
and 3
antihuman 1
are 4
as 3
at 1
be 1
being 1
bogomolets 1
botulism 1
brion 1
bullied 1
burroughs 1
by 1
cats 1
chapter 1
cities 1
concerned 1
conglomeration 1
create 1
dead 1
dreams 5
drugs 2
eat 1
erotic 1
flying 1
friends 1
get 1
ginsberg 1
gysin 1
he 1
his 2
how 1
ian 1
in 2
instructs 1
interzone 1
is 1
jade 1
land 1
like 1
london 1
many 1
men 1
most 1
mundane 1
of 4
on 1
or 1
other 1
others 1
paris 1
place 1
protecting 1
reader 1
references 1
refers 1
ru 1
seem 1
seems 1
segments 1
serum 1
sex 1
something 1
sommerville 1
strange 1
such 2
suitcasepacking 1
talking 1
tangiers 1
the 4
there 4
to 7
trying 1
unconcerned 1
uniforms 1
where 1
which 2
with 2
