33696757
/m/0hhrmbq
/m/0hhrmbq

2008
{"/m/06n90": "Science Fiction"}
10 1
118 1
23000 2
a 5
abandons 2
accomplish 1
alexander 1
already 1
an 1
and 10
animals 1
apartment 1
are 1
around 1
arrested 1
artillery 1
as 1
at 1
attending 1
aunt 2
being 1
born 1
boy 1
broand 1
brother 1
brotherhood 2
but 2
by 1
civil 1
college 2
come 1
connection 1
created 1
day 1
decides 1
describes 1
destroy 1
disrupting 1
dropped 1
during 1
earth 3
ends 2
escape 1
expedition 2
family 2
father 1
find 2
fire 1
forced 1
go 2
goal 1
group 1
growing 1
happened 1
has 1
he 5
him 1
his 4
hit 1
home 1
hopes 1
ice 2
immediately 1
in 4
into 1
is 3
killed 1
leave 1
light 2
living 2
made 1
makes 1
member 1
membersthe 1
meteorite 2
mistake 1
moscow 1
must 1
name 1
named 1
of 6
off 1
on 1
one 1
order 1
out 3
people 1
point 1
protagonist 7
rest 1
restore 1
russian 1
same 1
sets 1
spiritual 1
strike 1
tells 1
that 1
the 25
their 1
there 1
they 2
this 2
to 10
together 1
trying 1
tungus 1
turned 1
ukraine 1
uncle 1
universe 3
up 3
want 1
war 1
warsaw 1
was 2
well 1
were 2
when 1
which 4
with 3
world 1
young 1
