8859534
/m/027mbgn
/m/027mbgn


{"/m/01hmnh": "Fantasy"}
17 2
a 5
about 1
after 1
also 1
an 1
and 7
any 1
army 1
as 2
atlan 2
atlantean 1
becoming 1
being 1
believe 1
believed 1
but 1
by 2
child 1
cija 2
conquer 1
continent 1
country 1
cousins 1
dictatress 1
empire 1
empress 1
ends 1
eventually 1
extinct 1
from 2
gives 1
goddess 1
gods 1
had 1
halfhuman 1
halfreptilian 1
her 7
high 1
hostage 1
illegitimate 1
in 3
instructed 1
invaders 1
invading 1
is 4
itself 1
keeyah 1
kept 1
kill 1
killing 1
kingdom 1
leader 1
looked 1
married 1
men 2
met 1
mother 2
mysterious 1
neither 1
nor 1
not 1
novel 1
of 8
old 1
on 1
point 1
priest 1
pronounced 1
protagonist 1
raised 1
rank 1
refers 1
related 1
releases 1
ruled 1
secretly 1
seduce 1
servants 1
she 9
small 1
story 1
succeeds 1
that 2
the 12
their 1
time 1
to 8
tower 2
turned 1
until 2
up 1
view 1
warlord 1
warning 1
was 3
way 1
were 1
when 1
whom 1
women 1
world 1
written 1
years 1
zerd 4
