12031716
/m/02vmj8b
/m/02vmj8b

2007
{"/m/01hmnh": "Fantasy"}
a 2
able 1
against 1
agrees 1
along 1
and 1
as 1
being 1
beyond 1
binary 1
by 1
citizens 1
clarice 1
commune 1
conclave 1
core 1
darkling 1
daughter 1
death 1
destiny 1
discover 1
eutracia 1
for 1
go 1
half 2
he 1
help 3
her 2
heretics 2
him 1
his 1
husband 1
into 1
is 3
it 1
its 1
join 1
kill 1
man 1
meanwhile 1
motion 1
mountains 1
now 1
of 4
personally 1
plan 1
plans 1
plots 1
prince 2
promise 1
revenge 1
rock 1
send 1
serena 2
sets 1
she 2
spur 1
stillborn 1
story 1
summoned 1
tells 1
that 1
the 10
their 1
them 1
there 1
they 2
those 1
to 9
tolenka 1
torture 1
tristan 3
until 1
very 1
vigors 1
who 1
whom 1
will 1
with 2
worship 1
wulfgar 1
xanthus 1
