2062944
/m/06jhnb
/m/06jhnb
Agatha Christie

{"/m/0lsxr": "Crime Fiction", "/m/02n4kr": "Mystery", "/m/0dwly": "Children's literature", "/m/02xlf": "Fiction", "/m/0c3351": "Suspense"}
a 19
accepts 1
access 1
account 2
acquitted 1
actually 1
after 2
again 1
all 1
alleviated 1
amelia 1
ampoule 1
an 6
and 19
anonymous 1
any 1
anyone 1
apo 1
apomorphine 2
apparently 1
appears 1
are 1
as 6
ask 1
asks 1
assurance 1
at 2
ate 1
attention 1
aunt 6
badly 1
bag 1
be 6
because 1
become 1
been 3
behaving 1
believe 1
beneficiary 2
bid 1
birth 1
blood 1
bob 1
body 1
both 2
bottle 1
but 1
by 7
capital 1
capitalized 1
carefully 1
carlisle 2
case 2
claim 1
claiming 1
clear 1
closer 1
clumsy 1
committed 1
complex 1
conceal 1
confirm 1
considerable 1
consumed 1
costs 1
course 1
court 2
cousins 1
daughter 3
day 1
dazed 1
death 2
defence 2
defendant 1
departure 1
desire 1
desperate 1
die 1
died 1
dies 2
difficult 1
discovered 2
disproved 1
distant 1
down 1
draper 2
draw 1
drouhin 1
drunk 1
during 1
easy 1
eaten 1
edward 1
efforts 1
elements 1
elinor 18
eliza 2
else 1
embarrassment 1
emetic 2
encouraged 1
ends 1
engaged 1
engagement 1
estate 2
everyone 2
evidence 2
exhumed 1
exonerate 1
expect 1
explains 1
fact 1
fallen 1
family 1
fateful 1
finds 1
first 3
fishpaste 1
focuses 1
for 4
former 1
fortune 1
free 1
from 9
gerrard 6
go 2
goes 1
had 6
happily 1
has 5
have 3
he 2
heiress 1
held 2
helpless 1
her 14
herself 3
him 2
his 1
hopkins 7
hopkinss 1
hydrochloride 2
hypothetical 1
if 1
illegitimate 1
immediately 1
implicate 1
impromptu 1
in 19
ingested 1
inherit 1
injected 1
insteadas 1
interests 1
intestate 1
into 1
investigate 1
investigation 2
investigationshe 1
is 26
isnt 1
it 7
jealousy 1
john 1
keen 1
killer 2
label 1
largely 1
laura 3
led 1
letter 1
lewis 1
likely 1
liking 1
lodgekeeper 1
lord 6
love 3
lowercase 1
m 1
made 1
mainly 1
makes 1
married 3
marshall 1
mary 19
means 1
might 2
missing 1
mnbsp 1
momentary 1
money 1
morphine 5
most 1
motive 1
moves 1
mrs 3
name 2
new 2
night 1
none 1
not 2
notably 1
novel 4
now 1
number 1
nurse 8
of 19
off 1
on 7
only 2
or 1
order 1
other 1
outright 1
outside 2
part 3
partly 2
parts 1
party 1
perspective 2
persuaded 1
peter 5
pharmaceutical 1
physician 1
place 1
planted 1
poirot 10
poison 4
poisoned 1
poisoning 1
pounds 1
prefix 1
prepare 1
prepared 1
presumably 1
prompted 1
prosecution 1
protect 1
provoking 1
put 2
question 1
quick 1
really 1
rebuking 1
receive 1
refuses 1
relative 2
releases 1
revealed 2
right 1
riley 2
roddy 5
rose 1
rycroft 1
sandwich 2
sandwiches 1
scratch 1
scratched 1
second 3
secondly 1
secret 1
sedley 1
see 1
seems 1
sequence 1
settle 1
she 4
significance 1
simple 1
since 1
sir 1
sister 1
sizeable 1
small 1
so 1
solicitor 1
someone 2
something 1
soon 1
speaks 1
stroke 2
subsequent 2
subsequently 1
such 1
sucking 1
suicide 1
supposed 2
supposedly 1
surviving 1
suspects 1
suspiciously 1
table 1
taken 1
tea 4
than 2
that 17
the 52
their 4
theories 1
theory 2
there 1
they 2
thinking 1
third 2
thirdly 1
this 2
thorn 2
thornless 1
thousand 1
three 3
through 1
thrown 1
thus 1
to 35
torn 2
tree 1
trial 1
two 1
unconvincing 1
under 1
until 1
unveils 1
up 1
variety 1
victim 1
visit 1
vomit 1
wants 1
was 7
watching 1
wealthy 1
welman 7
went 1
were 1
what 1
when 4
which 7
who 2
whom 2
will 2
window 3
with 3
witnesses 1
woman 1
women 1
worse 1
would 2
wrist 1
write 1
written 1
zealand 2
zephyrine 1
