1299648
/m/04r0f8
/m/04r0f8
Stephen King

{"/m/03npn": "Horror", "/m/05h83": "Non-fiction"}
1 1
151 1
157 1
158 1
160s 1
164 1
17 3
173 1
175 2
177 1
2 1
3 1
4 1
70s 1
a 32
abandonment 1
ability 1
about 2
access 1
active 1
acts 1
actual 1
additionally 1
admits 1
advertising 1
after 1
age 1
agent 1
all 2
allegories 1
along 1
also 1
am 2
american 3
amityville 1
among 1
amusing 1
an 10
analysis 2
and 33
anne 1
annoying 1
another 1
anthology 1
apologist 1
appearances 1
appeasement 1
apple 1
appreciate 1
aptly 1
arch 1
archetypal 1
archetype 2
archetypes 1
are 1
argues 2
artan 1
artifice 1
as 16
aspire 1
at 4
attic 1
author 2
autobiographical 1
backbone 1
bad 2
base 1
basis 1
be 1
beach 1
beauty 1
because 3
been 2
before 1
begin 3
beginning 1
begins 3
belonged 1
belongs 1
beneath 1
book 1
boris 1
borrowing 1
borrows 1
bottomlevel 1
bough 1
bpics 1
bradbury 1
branch 1
breakfast 1
brief 2
british 1
broken 1
brother 1
brought 1
browsing 1
brutally 1
but 3
by 10
calls 2
cannot 1
car 1
card 1
cartoon 1
casual 1
causes 1
cavern 1
censorship 1
cereal 1
chapter 8
chapters 2
character 1
characterization 1
characters 2
charm 1
cheap 1
childhood 2
china 1
chocula 1
chose 1
citing 1
classical 1
classifies 1
collection 1
college 1
come 3
comes 2
commentary 3
committed 1
communism 1
compares 1
comparison 2
concludes 2
concluding 3
confessed 1
confessing 1
consists 1
contention 1
context 2
continue 1
continues 1
contributed 1
control 1
could 1
count 1
cover 1
creates 1
creation 1
creatureaberration 1
crime 1
criminal 1
critical 1
criticism 1
critique 1
culture 1
dance 1
danse 2
dark 1
dastardly 1
decades 1
deck 1
deeply 1
define 1
defined 1
defines 1
defining 1
demands 1
descending 1
describe 1
describes 4
description 1
descriptions 1
despite 1
destruction 1
detailed 1
diamonds 1
discussing 1
discussion 1
divorce 1
do 2
does 2
door 3
dowsing 2
dr 1
dracula 2
dreck 1
early 1
eastern 1
economic 1
eerie 1
elder 1
element 1
ellison 1
endowing 1
enslaved 1
entitled 1
equivalents 1
era 1
escaped 1
even 1
event 1
evilwerewolf 1
examination 1
examines 1
example 1
examples 1
executives 1
exorcist 1
explaining 1
explains 1
explanation 1
failure 1
familiar 1
family 1
fatal 1
father 2
favorite 2
fears 2
few 1
fiction 4
field 1
figures 1
film 4
filmmaking 1
films 4
final 1
finally 2
financial 1
find 1
finest 1
fixation 1
flaw 1
followed 1
following 2
food 1
for 13
forbidden 1
form 1
forms 2
frankenberry 1
frankenstein 2
free 1
from 10
gagreflex 1
gainesburgers 1
gallery 1
general 1
genre 4
geopolitical 1
get 1
ghost 1
gimmick 1
glass 1
go 2
god 1
going 1
gone 1
had 6
handle 1
hardest 1
harlan 1
has 4
haunting 1
have 4
he 23
helllike 1
hiding 1
highly 1
hill 1
himself 1
his 25
historical 1
history 1
hook 2
horror 28
house 2
how 2
hp 1
hubris 1
humanity 1
hyde 2
i 4
if 2
illustrate 1
illustration 1
imagery 1
imagination 2
imitating 1
impact 1
implies 1
in 32
incident 1
included 1
includes 1
including 2
inner 1
inspired 1
intended 1
interesting 1
interior 1
into 1
introduction 2
invitation 1
involved 1
irish 1
is 13
it 7
its 5
itself 1
jackson 1
jekyll 1
junk 1
karloff 1
king 22
kirby 1
lack 1
last 1
late 1
launching 1
left 1
legend 1
levels 1
liberation 1
liesis 1
life 2
lifespark 1
light 1
lights 1
limited 1
limits 1
living 1
longsincedeparted 1
look 1
lovecraft 1
lovers 1
lurker 1
macabre 3
machinery 1
maine 1
maintain 1
maintains 1
major 2
makes 1
making 3
male 1
man 1
many 1
married 1
matheson 1
may 1
mccauley 1
means 1
media 1
medium 2
might 1
missing 1
mistake 1
modern 2
modernday 1
moment 4
monster 4
more 3
mortally 1
most 1
motion 2
move 1
movie 3
movies 2
movietext 1
mr 2
mundane 1
murdered 1
murdering 1
must 1
myself 1
name 1
nature 1
necessary 2
negative 1
network 1
next 1
night 1
no 4
nonlinear 1
nononsense 1
not 5
notes 2
nothing 1
novel 1
novels 2
number 1
objectively 1
oboler 1
obscure 1
observations 1
october 1
of 50
offers 2
often 1
on 5
once 1
one 4
only 3
opportune 1
or 6
origin 1
original 1
others 2
out 3
outer 2
outoftheway 1
own 3
paperback 1
parked 1
particular 1
party 1
patterns 1
pause 1
people 1
perhaps 1
perpetrated 1
personal 1
peter 1
picture 1
pictures 2
point 1
pointing 1
popular 2
positive 1
posits 1
power 2
practices 1
praises 1
primary 1
proceeding 1
programs 2
prophecy 1
provide 1
publicationin 1
quick 1
radio 4
ranging 1
rather 2
ray 1
read 1
reading 1
real 2
realization 1
reallife 1
really 1
recesses 1
reduced 1
refers 1
release 1
released 1
