666518
/m/0314mg
/m/0314mg
William Shakespeare

2 1
a 15
about 3
acquaintance 1
after 1
again 2
against 1
age 1
all 1
almost 1
also 1
an 3
analysis 1
ancient 1
and 22
another 2
apparel 1
apparently 1
appears 3
are 3
army 2
arrives 1
as 3
assigned 1
associate 1
at 2
audience 1
authorities 1
awakening 1
band 1
battle 1
be 2
becoming 1
beginning 1
believes 1
blaming 1
braggart 1
bribing 1
briefly 1
brothels 1
brother 1
bullcalf 2
but 5
by 6
can 1
cannot 1
cares 1
changed 1
character 2
characters 1
clearly 1
closeness 1
clothing 1
complains 1
conscripted 1
consumption 1
contentedly 1
continue 1
convinces 1
country 1
cowardly 1
criminality 1
crown 1
cryptically 1
death 2
defeated 1
described 1
describes 1
devastated 1
die 3
dies 1
disappointed 1
doctor 1
does 3
doll 1
drinking 1
duplicitous 1
elegiac 1
encounters 1
end 1
engaging 1
enquires 1
entirely 1
epilogue 1
exits 1
expectation 1
expecting 1
fact 1
fair 1
falstaff 13
father 1
feature 1
feeble 1
final 1
find 1
focus 1
focusing 1
follies 1
followed 1
for 2
forces 1
forgotten 1
forthcoming 2
france 2
friend 1
go 1
goes 1
governance 1
great 1
hal 11
has 5
have 1
having 1
he 7
healthier 1
henry 11
him 4
himself 1
his 11
however 1
hundred 1
i 1
ie 1
imprisoned 1
in 17
informs 1
insolubility 1
instead 1
into 1
is 12
it 4
its 1
iv 5
john 3
joins 1
joke 1
journey 1
justice 1
katharine 1
katherine 1
king 7
kingship 2
know 1
launched 1
learned 1
left 1
local 1
london 5
longer 1
looking 1
lowlife 1
lowlifes 1
loyalist 1
machinations 1
make 1
meet 2
merry 3
more 1
mouldy 2
much 1
never 1
new 1
news 1
no 1
not 2
now 2
of 22
off 2
offstage 1
old 2
on 3
one 3
only 2
or 1
other 1
otherwise 1
out 2
outfit 1
page 3
paradise 1
part 4
passage 1
patient 1
people 1
petty 1
picks 1
pistol 1
play 7
plays 1
political 1
prince 4
promises 2
prostitute 1
purged 1
purse 1
ragged 1
raise 1
rebellion 2
reconciliation 1
referred 1
rejection 1
rejects 1
relationship 1
remains 1
reminisce 1
rewards 1
role 1
rustic 1
said 1
saying 1
scene 1
school 1
second 1
seeing 1
seems 1
separate 1
set 1
shadow 1
shall 1
shallow 1
sickens 1
sidekick 1
since 1
sir 2
soldier 1
son 1
stews 1
still 1
stories 1
story 2
storyline 1
storylines 1
subsequent 1
subsequently 1
such 1
sweat 2
taken 1
tearsheet 1
than 1
thanks 1
that 4
the 38
their 2
then 2
there 1
they 2
thieves 1
thinking 1
this 2
time 1
to 10
tone 1
toward 1
travels 1
twice 1
two 3
ultimate 1
under 1
underworld 1
unlike 1
unsuited 1
up 1
urine 2
v 3
very 1
vile 1
visits 1
vowing 1
wart 1
way 1
what 1
when 1
where 2
which 1
who 1
whom 2
wife 1
will 1
windsor 1
with 7
wives 2
wooing 1
years 1
yokels 1
you 1
young 2
youthful 1
