414331
/m/025j47
/m/025j47
Isaac Asimov
1957-01
a 13
achieved 1
actions 1
afraid 1
after 1
aftereffects 1
allow 1
also 2
and 6
answer 1
as 1
asimov 2
at 2
aurora 1
back 1
baley 2
be 6
because 3
been 1
before 1
begins 1
being 1
believes 1
between 1
breakdown 1
brings 1
but 1
by 4
can 4
cannot 1
capital 1
cause 2
caused 1
closed 1
come 1
conclusion 1
contact 1
could 2
custody 1
dawn 1
death 1
delmarre 1
description 1
despite 1
development 1
discloses 1
discover 1
do 1
does 1
downfall 1
earth 3
edge 1
elijah 1
empire 1
endpoint 1
expanded 1
extended 1
far 1
fear 1
feels 1
fellow 1
fight 1
find 1
flaw 1
for 1
found 1
foundation 3
fundamental 1
further 1
future 2
galactic 1
given 1
gladia 2
gone 1
government 1
growth 1
guilt 1
hands 1
harm 2
have 3
he 7
her 5
hero 1
himself 1
his 2
human 5
humans 1
ideas 1
if 2
implication 1
in 9
inability 1
information 1
into 1
invaluable 1
investigating 1
irony 1
is 4
it 2
its 1
jothan 1
key 1
kill 2
kills 1
know 1
knowingly 3
knowledge 2
later 1
laws 3
leebig 2
life 1
managed 1
manages 1
missing 1
more 1
murder 1
murderin 1
naked 1
nature 1
natures 1
neighbor 1
never 2
not 2
odd 1
of 19
olivaw 1
on 3
opposed 1
or 1
originally 1
other 1
otherwise 1
out 2
overlap 1
pair 1
part 1
planet 1
plans 1
point 1
pointed 1
poison 1
predicting 1
prequels 1
pressure 1
remote 1
returns 1
rikaine 2
robot 3
roboticist 1
robotics 1
robots 5
role 1
satisfactory 1
secretary 1
security 1
seem 1
sent 1
separate 1
sequel 1
sequels 1
series 2
she 2
similarities 1
societies 1
society 3
solaria 2
solarian 3
some 1
something 1
sorry 1
spacer 2
spacerrobot 1
stopped 1
subverting 1
suggests 1
sun 1
supply 1
taken 1
technique 1
terran 1
that 6
the 37
their 1
then 1
this 5
thorough 1
though 1
three 2
to 17
ultimately 1
understanding 1
universe 1
unthinkable 1
used 2
using 1
very 1
wars 1
was 8
way 2
we 2
where 2
which 2
wife 1
will 2
with 1
word 1
working 1
would 1
