250478
/m/01l4_z
/m/01l4_z
Agatha Christie

{"/m/0lsxr": "Crime Fiction", "/m/02n4kr": "Mystery", "/m/0dwly": "Children's literature", "/m/02xlf": "Fiction", "/m/0c3351": "Suspense"}
10th 1
a 25
about 9
acquaintances 1
actor 2
actress 1
adams 3
addict 1
advantage 1
again 1
agree 1
agreed 1
all 1
already 1
also 1
alternative 1
american 1
among 2
amoral 1
an 7
and 15
anglocatholic 1
animosity 1
announces 1
another 1
any 1
anymore 1
anyway 1
appearance 1
are 3
arrangement 1
arranges 1
article 1
as 4
asking 1
at 12
bad 1
baffled 1
baron 1
bears 1
because 2
been 1
before 2
begins 1
book 1
but 4
butler 1
by 2
called 1
can 5
cant 1
capital 1
care 1
carlotta 11
case 7
certainly 1
chapter 1
character 1
chief 1
comedienneactress 1
commit 1
convince 1
corner 1
crime 1
crimes 1
d 1
day 1
days 1
dead 1
death 1
decode 1
denies 1
described 1
destroy 1
details 1
devoid 1
dies 1
different 1
dinner 6
discover 1
discovered 2
discovers 2
discovery 1
divorce 2
divorced 1
does 1
donald 3
done 1
dreams 1
drink 1
due 1
duke 2
dusen 2
edgware 8
elderly 1
ends 1
engraved 1
engravers 1
evening 2
ever 1
evidence 1
fact 1
few 1
first 3
for 4
found 3
fourth 1
french 1
friends 1
from 2
gathers 1
get 1
goes 3
gold 3
greek 1
guest 3
guests 4
had 2
hand 1
hangings 1
has 2
have 1
having 1
he 7
heads 1
held 1
help 1
hence 1
her 14
herself 2
him 2
hired 1
his 2
home 2
hotel 1
house 2
how 1
however 3
husband 5
if 1
impartiality 1
impersonating 1
impersonations 1
in 7
including 1
informing 1
inscription 1
inside 1
inspector 1
into 3
is 14
it 5
jane 21
japp 1
kill 1
killing 1
knowledgeable 1
knowledgeably 1
known 1
last 1
later 2
leaves 1
leaving 1
left 1
letter 7
lord 4
lot 2
luck 1
made 1
make 1
makes 1
making 1
man 1
marry 2
matter 1
means 1
meet 1
mentioned 1
merton 2
mistake 1
morning 2
motive 1
mrs 2
murder 3
murdered 1
murdering 1
murders 2
mysterious 1
mythological 1
mythology 1
named 1
newspaper 1
next 1
night 2
not 2
november 2
numerous 1
of 17
off 2
on 5
one 1
only 1
openly 1
ordered 1
ostensibly 1
others 1
overdose 1
overseen 1
page 1
panicked 1
paris 4
party 7
pay 1
people 1
performance 1
person 1
plot 1
poirot 13
police 1
portrayed 1
possessions 1
potentially 1
powder 1
previous 1
prior 1
public 1
puts 1
question 1
questions 1
rather 2
reading 1
realises 1
realizes 1
received 1
referring 2
reluctantly 1
remaining 1
remarkably 1
reports 1
ring 1
rise 2
ross 6
s 1
same 1
say 1
says 1
second 2
secretary 2
seem 2
sees 1
serious 1
she 11
simply 1
sister 1
sleeping 1
slips 1
so 5
solving 1
someone 1
speaking 2
specifically 1
spent 1
stabbed 1
staunch 1
study 1
subject 1
successful 1
such 1
supposedly 1
suspected 1
suspects 1
sweet 1
table 3
takes 1
talk 1
talked 1
talks 1
taxi 1
tears 1
tell 1
tells 1
than 1
that 7
the 61
their 1
then 1
there 1
they 2
thinks 2
thirteen 3
this 4
three 1
throw 1
title 1
to 25
toast 1
together 1
top 1
trajectory 1
trial 1
tries 1
troy 1
unbeknownst 1
uncanny 1
understand 1
unsympathetic 1
up 2
use 1
van 2
verge 1
veronal 4
very 1
vision 1
wants 1
was 8
way 1
week 1
were 2
what 2
when 3
where 4
which 2
who 2
why 1
widow 2
wilkinson 6
with 7
without 1
woman 1
wondering 1
word 2
would 3
writes 1
written 2
