1552825
/m/059v2k
/m/059v2k
Alan Dean Foster
1978
{"/m/06n90": "Science Fiction"}
a 17
aboriginal 1
about 2
across 1
act 1
admonishes 1
after 1
against 1
agents 1
alive 1
all 2
alliance 1
allow 1
along 1
an 3
and 39
announcing 1
apart 1
approaches 1
are 6
arm 1
arrive 1
as 5
attacking 1
attacks 1
away 1
background 1
bar 2
barracks 1
be 3
beat 1
become 1
begin 1
begins 2
behind 1
being 1
believes 1
big 1
bin 1
blasters 1
boulder 1
brawl 1
burns 1
but 6
by 4
captainsupervisor 2
cave 1
caves 1
cell 1
champion 1
charge 1
circarpous 2
circarpousians 1
claim 1
claims 2
company 1
confirm 1
confiscates 1
continues 1
coway 8
crash 1
creature 1
creatures 2
crushing 1
crystal 7
cuts 1
darth 4
deal 1
debacle 1
deep 2
defeat 1
defeats 1
deflecting 1
despite 1
destroys 1
discovers 1
down 2
drive 1
droids 1
drunken 1
during 1
dying 1
emerge 1
emerging 1
empire 1
encounter 3
ends 1
energy 2
enters 1
escape 3
escapes 1
essada 1
eventually 1
expected 1
face 1
fallen 1
falls 2
feeling 1
fending 1
fight 1
fighter 1
fighting 2
fights 1
find 5
finding 1
floating 1
focuses 1
follow 2
for 2
force 3
forcebased 1
forced 1
forces 1
forcing 1
four 1
friendly 1
friends 2
from 3
get 4
girl 1
giving 1
glowing 1
go 1
governor 1
grammel 7
group 2
guardspatrols 1
halla 9
handful 1
have 2
he 2
healed 1
held 1
help 4
her 5
here 1
hide 1
him 2
hin 4
his 7
holding 1
huge 1
identifies 1
identities 1
if 1
imperial 3
imperials 2
in 8
incident 1
including 1
instead 1
intervene 1
into 3
involve 1
is 5
it 4
iv 1
jail 2
join 1
kaiburr 3
kee 3
keep 1
kill 1
killed 1
kills 1
lake 2
land 1
law 1
lead 1
leave 2
leaving 1
led 1
left 1
leg 2
leia 16
lifts 1
light 1
lightsaber 1
lily 1
lip 1
little 1
local 1
location 1
looking 1
lord 1
loses 1
luke 30
magnifies 1
maximum 1
meet 1
mentions 1
mimban 3
mine 1
miners 4
mists 1
monster 1
monsters 1
more 1
mortally 1
multiple 1
must 1
named 1
near 1
nearby 1
not 1
of 19
off 7
old 1
on 3
one 3
other 1
ought 1
own 2
pads 1
path 1
patience 1
patrols 1
persuade 1
pillars 1
pinned 1
pit 1
placed 1
planet 3
pomojema 2
powerful 1
prisoners 1
public 1
pursues 1
questioned 1
questioning 1
rampage 1
rebel 1
refuge 1
reports 1
rescue 1
resembling 1
residents 1
response 1
retorts 1
retreat 1
revealing 1
rifles 1
rock 1
route 1
saber 2
sasquatchcalled 1
save 1
search 1
secret 2
secretive 1
security 1
seems 1
senses 2
servant 1
shard 2
she 4
showing 1
shows 2
side 1
single 1
sith 1
skill 1
slicing 1
some 3
splinter 1
splitting 1
squabble 1
squat 1
star 1
station 1
steal 1
still 1
storm 1
stormtroopers 2
story 1
strange 1
strikes 1
strong 1
struck 1
superficial 1
surprised 1
surviving 1
survivor 1
swampy 2
systems 1
take 2
taken 1
takes 1
tells 2
temple 5
than 1
that 8
the 67
their 3
them 6
themselves 1
then 2
there 1
they 13
this 1
though 2
through 2
to 22
together 1
town 1
toys 1
transport 2
trapped 1
travel 2
traveling 1
travelling 1
travels 1
tribe 3
try 1
two 5
under 1
underground 1
unsuccessfully 1
up 3
upon 1
uses 1
vader 10
visitors 1
wandrella 3
weapons 1
well 3
what 1
when 1
where 2
which 4
while 4
who 1
wilds 1
will 1
win 1
with 12
woman 1
wormlike 1
would 1
wounded 1
yuzzem 3
yuzzemhairy 1
