6385011
/m/0g39q7
/m/0g39q7
Mercedes Lackey
2003-10-03
a 32
about 1
accepts 3
accused 1
actually 1
after 1
against 3
agrees 2
all 2
almost 1
also 1
an 5
and 59
anigrel 1
approach 1
archmage 1
are 12
armathelieh 3
armored 1
army 1
arrive 1
art 1
as 6
ascend 1
ascends 1
ashaniel 2
asking 1
at 2
attack 1
attempts 1
average 1
back 1
badly 2
bandaged 1
bandits 1
banished 1
banishmentnbsp 1
barrier 4
battle 1
be 4
beauty 1
because 4
become 2
been 1
beg 1
being 4
believs 1
big 1
book 1
books 3
booksnbsp 1
border 1
born 1
both 3
broken 1
built 1
burn 1
but 10
by 11
called 1
can 4
care 1
casts 1
causing 1
celibate 1
centaur 1
centaurs 1
change 1
chaste 1
child 1
choice 2
choices 1
citizens 1
city 7
civilization 1
climb 1
climbs 1
closer 1
club 1
collapses 1
come 1
comes 3
condition 1
confront 1
conquer 1
control 1
controls 1
convicted 1
convince 1
cost 1
could 2
council 3
counter 2
counterkeystone 3
coverup 1
day 1
days 1
deaths 1
decides 1
deciding 1
demon 10
demons 6
destroyed 2
did 1
didnt 1
die 4
different 2
disappears 1
do 3
does 4
doppelganger 3
dragons 1
drawing 1
drought 6
dryads 1
during 2
each 1
elf 1
elven 4
elves 5
ends 1
engages 1
escaped 1
escaping 1
event 1
eventually 1
every 1
excellent 1
expected 1
exploring 1
extend 1
fact 1
fate 1
father 3
fauns 1
feels 2
field 1
fight 3
fighter 1
fighting 2
finally 1
find 1
finds 3
first 2
fix 1
fled 1
flee 1
flies 1
folk 3
for 11
forbidden 1
forced 2
forever 1
forgiveness 1
fought 1
found 1
from 7
furious 1
gauntlets 1
get 2
girl 3
give 1
given 1
gnomes 1
go 2
goblins 2
gods 1
goes 1
going 3
golden 2
grants 1
great 1
guise 1
had 1
hands 2
happened 1
happens 2
harassing 1
has 6
have 4
he 26
healed 1
healing 1
heals 1
held 3
help 3
her 13
hesitating 1
hiding 1
high 1
him 19
himself 1
his 11
holding 1
home 2
honor 1
horn 2
hounds 1
how 3
however 2
huge 1
human 4
humans 2
hundreds 1
hunt 2
huntnbsp 1
hurt 1
idalia 13
if 1
in 11
injured 1
instead 1
into 7
is 25
it 12
its 1
itself 1
jermayan 15
joined 1
journey 1
justice 1
kellen 39
keystone 1
kill 2
kills 1
knight 1
knightmage 1
knock 1
know 1
knows 1
lands 4
later 1
law 1
lead 1
leads 2
learned 1
learning 1
learns 6
led 1
left 1
life 3
light 2
like 2
little 1
live 3
lived 1
look 1
looks 1
lost 1
loved 1
loves 1
low 1
lycaelon 2
mage 5
mages 3
magic 14
magical 1
magicnbsp 1
make 1
making 1
man 2
many 1
market 1
meanwhile 3
meets 3
mighty 1
miss 1
misses 1
mission 1
mortally 1
mother 2
mountain 2
mountains 2
move 1
murder 1
mysterious 1
named 2
natural 1
nature 2
need 1
never 1
new 1
next 1
no 1
north 1
not 4
notices 1
obelisk 4
of 21
off 2
older 1
on 4
ones 1
only 4
option 1
or 1
orchestrated 1
other 2
others 1
out 1
outlaw 3
paid 1
pain 1
patterns 1
pay 2
perfect 2
persuade 1
pixies 1
place 3
plans 1
position 1
practice 1
price 4
prince 2
protects 1
put 1
queen 4
races 1
raining 1
rare 1
realizes 4
really 1
refuge 1
rejected 1
rejects 1
remain 1
renounce 1
returning 1
room 1
sandalon 1
saved 1
saves 1
savilla 2
says 1
searches 1
second 1
seeing 1
seek 1
seem 1
sees 1
sense 1
sent 1
seventeenyearold 1
several 1
shalkan 10
shatter 1
she 20
sides 1
sister 3
slams 1
slept 1
slow 1
so 1
someone 3
something 1
son 2
spell 6
spells 1
spy 1
staircase 1
starting 1
stone 1
stop 2
stopped 1
stopping 1
stops 1
storm 1
storms 2
story 1
stumbling 1
summon 1
summons 1
surprised 1
sword 1
sylphs 1
take 1
takes 2
talks 1
tavadon 2
teaches 2
tell 1
tells 5
terribly 1
that 14
the 98
their 6
them 4
then 6
there 4
they 8
think 1
thinks 2
this 2
threatened 1
three 3
throne 1
through 1
time 2
to 52
took 1
top 1
touches 2
towards 1
transforms 1
traveling 1
trick 1
tries 2
trust 1
try 1
trying 1
turns 1
tutor 1
twenty 1
unconscious 2
unicorn 2
unknowingly 1
up 7
upon 1
upset 1
used 1
using 1
vestakia 6
wakes 1
walks 1
want 3
wants 1
war 1
was 4
water 2
way 1
weak 3
weather 1
were 3
what 3
when 11
where 4
which 2
while 5
who 5
whole 2
wild 18
wildmages 1
will 7
wishes 1
with 10
wood 1
woods 1
world 1
would 1
wounded 1
year 1
years 2
you 1
young 1
zyperis 1
