20098454
/m/04yfks8
/m/04yfks8
Isaac Asimov
1987
1 1
2 1
a 17
about 4
adding 1
advanced 1
agree 1
alarming 1
alien 3
also 5
amnesia 1
amount 1
amounts 2
an 6
and 32
angered 1
appeared 1
aranimass 1
are 5
ariel 6
around 1
arrival 1
arrive 2
arrived 1
as 6
assume 1
assumed 1
assumingly 1
asteroid 1
at 5
aurora 1
avery 1
back 1
banished 1
be 1
because 2
been 2
before 2
begin 1
begins 1
being 2
believe 1
blood 3
body 3
borne 1
bottom 1
building 4
buildings 1
but 1
by 10
called 1
captured 1
carbon 3
cause 1
caused 1
causing 2
central 6
change 1
changed 1
changing 1
city 21
clamping 1
clean 1
clear 1
clearly 1
climbs 2
coincidence 1
committed 1
compass 2
complains 1
computer 1
connecting 1
containing 1
contracted 1
control 1
conversation 1
convince 1
core 6
couldnt 1
course 1
creating 1
creator 1
cure 1
cut 5
cuts 1
cutting 3
cycle 1
data 2
daughter 1
david 10
days 1
dead 1
death 1
deceit 1
decide 1
derec 21
destroy 3
device 1
did 1
died 2
disease 1
disowned 1
divert 1
do 1
down 2
dr 1
drip 1
drops 1
due 1
dust 2
earlier 1
edge 1
either 1
empty 1
enclosed 1
entirely 1
even 1
exactly 1
expected 1
experiences 1
experiment 1
experimental 1
explains 2
explanation 1
eyes 1
faints 1
falling 2
family 2
figure 1
find 3
finds 1
first 1
floor 1
foot 1
for 2
formed 1
from 9
funding 1
get 1
given 1
goes 1
gone 1
growing 1
grown 1
growth 2
had 3
has 5
have 1
he 8
headache 2
heat 2
heightened 1
helps 1
her 10
hid 1
highly 1
him 1
himself 1
his 4
hole 3
hope 1
how 1
however 1
human 3
identity 1
in 14
incurable 1
informs 1
innocent 1
interconnected 1
interfering 1
interpreting 1
into 1
investigating 1
investigations 1
is 22
it 9
its 2
itself 2
jagged 1
katherine 9
keep 1
kept 1
key 6
knowledge 1
lack 1
later 1
law 1
learns 4
lets 1
level 1
lied 1
like 1
likely 1
literally 1
location 1
looks 1
made 2
man 1
material 4
meanwhile 2
merely 1
met 1
mining 1
missing 1
mode 1
monoxide 3
morning 1
most 1
mother 1
mundane 1
murder 5
murdered 2
must 2
mysterious 2
name 4
names 1
next 1
night 2
nightly 1
no 3
none 1
normal 1
noticed 1
now 1
of 28
off 1
on 6
only 2
or 3
other 1
out 5
over 1
overflow 1
passing 1
pathogens 4
perceived 1
perihelion 1
plagued 1
planet 3
poisoning 1
populated 1
presence 4
process 1
produce 1
protect 1
quarters 1
quickly 1
rain 6
raincausing 1
rains 1
rapid 1
rate 1
real 2
realize 1
realizes 1
really 1
recovers 1
referring 1
refers 1
registered 1
releasing 1
removed 1
rescue 1
research 1
reservoir 1
resided 1
responds 1
rest 1
retrieve 1
return 1
revealed 1
right 1
robot 6
robots 8
room 5
runoff 1
rushes 2
same 1
saving 1
seals 1
searching 2
secret 2
secretly 1
security 2
securityfree 1
see 1
several 1
she 10
shoeless 1
shut 1
since 2
so 2
solve 1
soon 1
spacer 1
speed 1
split 1
starts 1
still 1
stop 1
stopping 1
stops 1
stranded 1
structure 1
tell 1
tells 1
terminal 1
test 1
that 11
the 93
their 5
them 2
theorizes 1
theory 1
there 1
therefore 1
they 8
this 3
thunderstorms 1
thus 3
time 1
to 30
together 1
top 2
tower 2
transport 1
transported 1
trapped 1
tremendous 3
two 1
up 6
upset 1
used 1
using 2
utility 1
vapor 1
wait 1
wakes 1
wall 2
was 13
wasnt 1
watch 1
water 1
way 1
wealthy 1
were 1
when 7
where 1
which 6
while 4
who 1
why 1
will 1
willing 1
wish 1
with 5
without 2
woke 2
wont 1
would 1
