2201832
/m/06vjwq
/m/06vjwq
Agatha Christie
1938
a 2
all 1
and 1
attracts 1
be 1
boynton 2
but 1
case 1
dead 1
dislike 1
do 1
dominates 1
dont 1
even 2
family 2
found 1
got 1
group 1
has 1
he 1
her 1
hercule 1
his 1
holidaying 1
hours 1
immediate 1
in 2
is 2
it 1
jerusalem 1
killed 1
members 1
mrs 1
murder 1
no 1
of 4
outside 1
overhears 1
people 1
poirot 2
proposes 1
proving 1
raymond 1
sadistic 1
see 1
she 2
sister 1
solve 1
stepmother 1
strong 1
telling 1
that 1
the 4
their 1
though 1
to 2
twentyfour 1
tyrant 1
was 1
way 1
when 1
whether 1
who 2
you 2
younger 1
