4025023
/m/0bd3cf
/m/0bd3cf

1879
{"/m/05hgj": "Novel"}
a 9
able 1
addresses 1
after 3
amount 1
and 15
apprentice 1
are 1
as 3
asking 1
at 2
back 1
be 1
bewildered 1
both 1
by 2
carried 1
chief 1
chosen 1
city 1
cobbler 7
court 2
crowd 1
custom 1
decides 3
demands 1
despite 1
despondent 1
disguise 1
dishevelled 1
dispute 1
dresses 1
duties 1
elephant 2
en 1
entrusting 1
era 1
events 1
ever 1
face 1
few 1
finding 1
flower 1
footwear 1
forest 2
found 1
garland 1
gathers 1
get 2
gives 1
go 1
goes 1
happily 1
happiness 3
happy 2
harassing 1
has 1
he 10
heir 1
her 4
hero 4
herself 2
him 1
his 7
house 1
however 2
husband 2
if 2
in 10
into 1
is 8
issue 1
its 1
jungle 1
king 6
kingdom 4
lady 1
leaves 1
live 1
loses 1
losing 1
made 1
man 2
matter 1
meanwhile 2
mended 1
minutes 1
nearby 1
needlessly 1
new 4
no 2
not 1
novel 1
of 8
on 1
one 2
order 1
other 1
palace 1
per 1
perplexed 1
positively 1
prathap 2
prathapa 1
princely 1
private 1
proclaimed 1
promise 1
promises 1
properly 1
provided 1
put 1
quarrel 1
quarters 1
random 1
reaches 1
recognize 1
recognizes 1
region 1
repair 1
replies 1
requires 1
resolve 1
responds 1
resulted 1
return 1
returns 1
reveals 1
reward 1
roams 1
route 1
royal 2
rupee 2
safeguard 1
sandals 2
satisfaction 1
satisfied 2
says 1
search 1
see 1
separated 1
services 1
set 1
settle 1
she 4
should 1
since 3
soon 5
stitches 1
sudden 1
that 5
the 41
their 1
them 1
they 1
this 3
throne 1
through 1
to 17
torn 1
turn 2
ultimately 1
unable 1
unsuspecting 1
up 1
using 1
visit 1
wandering 1
wanders 1
was 3
way 1
which 3
who 1
wife 3
will 1
with 3
young 4
