1378615
/m/04xzj_
/m/04xzj_
David Weber
2002
{"/m/06n90": "Science Fiction", "/m/014dfn": "Speculative fiction", "/m/01smf2": "Military science fiction"}
a 10
ability 1
actions 1
activities 1
administration 4
admiral 1
adopted 1
affairs 1
after 2
again 1
against 1
alexander 1
alliance 1
allies 1
almost 1
already 1
also 1
amongst 1
an 2
and 23
andermani 3
annexation 1
are 3
arena 1
as 1
assertive 1
at 4
attacked 1
attacks 1
be 1
been 1
behest 1
between 4
both 1
breaks 1
broken 1
budget 1
but 2
by 1
campaign 1
capabilities 1
carelessness 1
certain 1
chaosridden 1
circumstances 1
close 1
combat 1
composed 1
compounds 1
confederacy 1
confrontational 1
conquer 1
conquering 1
coordinated 1
critical 1
cromarty 1
defeating 1
demand 1
despite 1
determined 1
devastating 1
developments 1
discovered 1
discredit 1
distance 1
diverting 1
division 1
earlier 1
elections 1
empire 3
encouragement 1
end 1
equal 1
erewhon 2
even 2
every 1
except 1
expansionist 1
expect 1
eye 1
faces 1
factions 1
fall 1
falls 1
fears 1
fighting 2
five 1
fleet 2
focuses 1
for 1
force 1
forces 1
foreign 1
formal 1
fragile 1
from 4
get 1
go 2
going 1
government 6
grayson 2
hamish 1
handing 1
harrington 2
has 5
have 2
haven 7
havenite 4
havenites 3
her 1
heroes 1
high 3
honor 3
house 1
however 1
in 11
increasing 1
ineptness 1
infuriated 1
initiative 1
intention 1
into 2
is 11
its 3
joins 1
junction 1
keep 1
kingdom 5
larger 1
latest 1
launch 1
least 1
located 2
long 2
lords 1
lose 1
majority 1
management 1
manticoran 6
manticorans 1
manticore 12
many 1
martin 1
members 1
minister 1
modern 1
morale 1
more 1
most 1
nations 1
navy 6
near 2
negotiations 1
neither 1
new 6
no 1
notably 1
now 1
of 23
old 1
on 4
operation 1
operations 1
opposition 1
ordered 1
orders 1
out 4
outright 1
over 2
own 1
part 1
passed 1
peace 2
people 2
planet 1
plunge 1
policies 1
political 4
position 1
postpone 1
president 2
pressure 1
prime 1
pritchart 2
programs 1
protector 1
protracted 1
rampage 1
reached 1
rebuild 1
recognized 1
reinforced 1
remain 1
remnants 2
republic 4
request 1
restore 1
resume 1
resumption 1
ridge 3
rise 1
rising 1
risk 1
royal 2
rudeness 1
san 1
scenario 1
schemes 2
seats 1
secretary 1
sent 1
series 1
several 1
she 2
shipyard 1
shocked 1
side 2
sided 1
sidemore 2
significantly 1
silesia 1
silesian 2
since 1
some 1
space 1
special 1
stance 1
star 5
state 1
steadily 1
still 1
strengthening 1
struggles 1
succeed 1
succeeds 1
system 1
takes 2
task 1
taxes 1
technically 1
technological 2
tensions 1
terminate 1
terminus 2
than 1
that 2
the 58
their 6
theisman 1
them 3
there 1
they 3
thomas 1
though 1
threaten 1
thunderbolt 1
to 18
took 1
treaty 1
triggering 1
truce 1
unstable 1
voice 1
votebuying 1
war 8
warships 1
was 1
welfare 1
which 2
who 1
wishes 2
with 7
worlds 1
wormhole 1
would 2
years 1
