25493839
/m/09rwkxq
/m/09rwkxq
Stephen King
2013
a 4
abilities 1
abra 2
after 1
aid 1
almost 1
an 2
and 4
are 1
attempt 1
becomes 1
between 1
boy 1
but 1
can 1
cat 1
characters 1
children 1
comfort 1
country 1
cross 1
dan 3
decades 1
doctor 2
drifted 1
dying 1
ensues 1
epic 1
escape 1
eventually 1
evil 1
father 1
features 1
feeding 1
for 1
foresee 1
from 1
future 1
gift 1
girl 1
good 1
group 1
hampshire 1
he 1
his 3
home 1
immortal 1
in 3
king 1
knot 2
legacy 1
meeting 1
mental 1
middleaged 1
must 1
new 1
novel 1
novels 1
now 1
nursing 1
of 7
off 1
one 1
previous 1
protagonist 1
provide 1
remnant 1
returns 1
rv 1
save 1
settled 1
shining 3
sleep 2
stephen 1
stone 2
territory 1
that 2
the 15
to 3
torrance 1
town 1
travelers 1
true 2
twelveyearold 1
war 1
where 1
who 1
with 3
works 1
