12151732
/m/02vrh0s
/m/02vrh0s
Will Christopher Baer
2004-09-30
{"/m/05hgj": "Novel"}
a 9
acre 1
adrift 1
after 1
against 1
amputation 1
amputee 1
an 1
and 4
answers 1
blood 1
but 1
calls 1
can 1
cast 1
dead 1
dreadful 1
exchange 1
fantasy 1
fetish 1
film 1
films 1
finds 1
for 1
form 1
francisco 1
from 1
geeks 1
half 1
he 4
hell 1
help 2
her 3
herself 1
highprofile 1
him 1
himself 1
his 1
hold 1
hoping 1
in 2
internal 1
into 1
involved 1
is 2
john 1
jude 4
kidnapping 2
landscape 1
looking 1
lost 1
love 1
make 2
miller 3
mix 1
mysterious 1
navigate 1
needs 1
nursing 1
of 4
off 1
on 1
over 1
past 1
penny 1
poe 2
pull 1
ransom 1
requiem 1
revenge 1
safely 1
san 1
save 1
senator 1
sense 1
she 1
side 1
snuff 2
sociopath 1
symphony 1
the 4
throws 1
to 2
torturous 1
tracks 1
us 1
wants 2
wealthy 1
where 1
who 1
with 3
woman 1
