621020
/m/02xhp7
/m/02xhp7
Patrick O'Brian

38gun 1
64gun 1
a 15
abandoned 1
able 1
aboard 2
about 1
action 1
admiral 3
africaine 4
after 5
again 1
aged 1
aground 1
akers 1
all 1
almost 5
already 1
also 1
an 3
and 45
another 1
appear 1
appears 1
are 12
aristocracy 1
arrival 2
as 4
ashgrove 1
ashore 1
astre 1
at 2
attack 1
attempts 2
attentions 1
aubrey 22
baby 1
back 2
badly 1
bandages 1
barett 1
based 1
be 8
bear 2
before 2
begins 1
being 2
believes 2
bellone 2
bertie 3
birth 1
bloodlessly 1
bloodshed 1
boadicea 5
boadiceas 1
board 1
boldly 1
bombay 3
bonden 2
both 3
brief 1
bring 2
british 5
burnt 1
but 9
by 13
call 1
campaign 2
can 1
cape 4
capitalise 1
capitulate 1
captain 3
captains 2
capture 3
captured 6
caught 1
causes 1
ceremonial 1
certainly 1
ceylon 1
changed 1
channel 1
characters 1
charged 1
chase 3
chased 1
claiming 1
clashes 1
clearly 1
clonfert 8
colleague 1
colonel 1
comes 1
command 6
commanded 1
committed 1
commodore 4
company 2
compensation 1
complete 1
connections 1
consolidate 1
contact 1
contend 1
contrives 1
conversationalist 1
convivial 1
cooperative 1
corbett 3
cottage 1
courage 1
coxswain 1
crack 1
cramped 1
craving 1
crew 3
cups 1
cyclone 1
de 3
decide 1
demonstrates 1
denis 1
detached 1
device 1
dinner 1
disciplinarian 1
dismasted 1
disparate 1
dispatches 1
disposed 1
disrupt 1
down 2
downcast 1
drives 1
drunken 1
during 4
early 2
east 2
ebullient 1
efficiency 1
elderly 1
emma 1
enable 1
encounter 2
encounters 1
end 1
engagement 1
engages 1
england 1
enroute 1
entirely 1
escorting 1
even 2
events 1
eventually 3
everyone 1
excuse 1
expects 1
extra 1
face 1
fall 1
favour 1
fawning 1
fifty 1
fight 1
final 1
finding 1
finds 1
firing 1
first 2
flotilla 1
for 3
force 2
fort 3
fortunes 1
four 1
french 15
friend 1
frigate 1
from 6
fun 1
gets 1
gibraltar 1
girls 1
given 4
gives 1
goes 1
good 2
grapeshot 1
group 1
gun 1
guns 1
had 1
half 1
hamelin 1
hands 1
harbour 4
harsh 1
has 5
have 2
hb 2
he 5
head 1
heart 1
heaved 1
her 4
himself 1
his 25
hms 8
home 2
honour 1
honourable 1
honours 1
hope 2
however 2
husband 1
hyaena 1
if 2
ill 1
immediately 1
impression 1
in 16
india 1
indies 1
ineffective 1
influence 1
influential 1
inform 1
informs 1
instructions 1
interests 1
into 2
invasion 2
involved 1
iphigenia 5
iphigenie 1
irish 1
is 22
islands 1
it 1
itself 1
jack 3
join 2
joined 1
journey 1
joy 1
jubilation 1
keating 3
keen 2
killed 2
killick 1
la 6
lady 2
land 2
landing 1
large 1
largely 1
lashes 1
later 1
le 3
learned 1
leave 2
leaving 1
less 1
letters 1
lieutenant 1
lifted 1
likely 1
line 1
little 1
long 2
lord 2
machinations 1
made 1
magicinne 1
makes 1
making 1
maturin 6
mauritius 4
mcadam 2
meet 1
meeting 1
meets 1
member 1
men 3
merchant 1
messenger 1
minerve 2
minor 1
mood 1
more 2
morning 1
motherinlaw 1
mr 1
mrs 1
much 2
mutiny 1
navigate 1
navy 1
nearby 1
neck 1
news 3
night 1
not 1
novel 1
now 2
nride 3
nut 1
of 35
off 1
officer 1
officers 2
on 11
once 2
one 4
only 2
onset 1
oppressed 1
ordered 1
original 1
otter 2
out 2
outrunning 1
overcome 1
own 1
pair 1
particularly 3
partly 1
passage 1
passe 3
past 1
path 1
pay 1
pearl 1
pennant 1
permission 1
person 1
piece 1
plan 1
point 1
political 3
port 2
portsmouth 1
pounded 1
preserved 1
prevent 1
priority 1
prizes 1
probably 1
proceeds 1
propaganda 1
proves 1
pym 1
races 1
raisonnable 1
reach 1
reaches 1
recapturing 1
refit 1
refitted 1
refitting 1
refuse 1
region 1
rejoins 1
remain 1
removing 1
renamed 1
repairs 1
request 1
reservations 1
result 1
retaken 1
returns 1
rid 1
rival 1
runion 3
running 1
rushes 1
sail 2
sailing 2
sails 1
saved 1
season 1
seaworthy 1
see 1
seeks 1
send 1
sends 1
serious 1
served 1
severely 1
ship 6
ships 7
shrewish 1
sirius 1
small 2
so 1
softened 1
solid 1
some 3
son 1
south 2
spends 1
spirits 1
splinter 1
squadron 3
st 1
standards 1
staunch 2
steal 1
stealing 1
stephen 1
struggle 1
successful 1
suffers 1
suicide 1
surgeon 2
switches 1
take 2
taken 1
takes 1
taking 3
temporarily 1
terms 1
that 5
the 101
their 4
them 2
these 1
they 5
this 2
thunder 1
tide 1
tidings 1
time 4
to 45
together 1
top 1
tougher 1
towards 1
town 2
transport 1
troops 2
tropical 1
turned 1
turns 1
twin 1
two 1
unable 1
unadventurous 1
under 5
unfamiliar 1
unpolished 1
unprepared 1
unseaworthy 1
up 3
use 2
uses 1
usually 1
venus 1
vessel 1
victor 2
victory 2
vnus 1
volunteer 1
was 1
way 1
were 1
west 1
when 6
which 3
while 2
whilst 2
who 5
whole 1
wife 2
williams 1
windham 1
with 16
without 4
wooden 1
worsen 1
wounded 1
wounds 1
young 1
