7648578
/m/0267tk2
/m/0267tk2
Bernard Cornwell
2004-06-01
1810 1
a 1
abandoned 1
allies 1
and 1
as 1
assault 1
at 2
back 1
becomes 1
british 1
built 1
bussaco 1
by 1
captain 1
coimbra 1
commander 1
commanding 1
company 1
criminal 1
defensive 1
embroiled 1
essex 1
family 1
ferragus 1
feud 1
finds 1
french 1
from 1
has 1
he 1
in 2
light 1
massive 1
novel 1
of 3
off 1
officer 1
ordered 1
politics 1
portuguese 1
private 1
pursues 1
regiment 2
richard 1
see 1
set 1
sharpe 2
south 1
the 9
their 1
threatened 1
torres 1
towards 1
town 1
vedras 1
wellington 1
which 1
while 1
whom 1
with 1
works 1
