3516589
/m/09hw17
/m/09hw17
Pierre Christin
1984
186 4
20th 1
28th 1
a 28
ability 1
accident 1
across 1
activates 2
affected 1
afterwards 1
agencies 1
airport 1
albert 2
all 4
alone 1
among 1
and 19
anxious 1
anywhere 1
appeared 1
are 7
around 1
arrive 1
arrived 1
arrives 1
arriving 1
as 4
astonished 1
astroship 2
at 6
attendees 1
attention 1
autodestruct 1
away 1
back 1
bad 1
be 5
because 1
been 4
before 1
between 1
blew 1
board 1
breakdowns 1
brought 1
buildings 1
but 1
by 5
calculator 1
called 1
calls 1
camouflage 1
capability 1
capital 1
captures 1
carrying 2
castle 13
catastrophe 1
catch 1
caused 1
centuries 1
century 2
changes 1
cheap 2
checks 2
chief 5
city 2
civilized 1
cleared 1
colonel 1
comes 1
commander 1
community 2
concerned 2
confidential 1
connection 1
contact 1
continues 1
conversation 1
country 1
crash 1
cross 1
cure 1
days 1
deadly 1
defence 1
defend 1
deliver 1
dense 1
deserted 1
destroys 1
details 2
devices 1
directions 1
disappear 1
disappearing 1
discover 1
disguised 1
driven 1
drugged 1
during 1
earth 2
emits 1
empire 1
ends 1
england 1
engulfing 1
evening 2
every 1
exists 1
explains 1
faced 1
fail 1
fallen 1
falls 1
family 1
fighter 2
finally 1
first 1
flies 1
fog 1
followed 1
food 1
foot 1
for 7
forgotten 1
fortune 1
from 4
further 2
galactic 1
galaxity 4
gardeners 2
gene 1
general 1
generations 1
gentlemen 1
get 1
ghost 3
ghosts 1
given 1
gives 1
glapumt 1
glapumtien 1
glapumtiens 1
goes 1
good 1
gotten 1
grass 1
greenhouse 2
group 1
guest 1
guests 1
had 1
has 11
haunted 1
have 2
having 1
he 15
her 5
here 1
high 1
him 3
himself 1
his 9
host 1
hotel 1
hunting 1
hypsis 2
icecaps 1
if 1
ill 1
important 1
in 13
including 1
indicates 1
infected 1
information 3
informs 1
inside 1
instructions 1
intelligence 3
interrupted 1
into 2
inverloch 4
investigate 2
is 13
it 3
its 3
itself 1
jet 2
join 1
joining 1
jump 1
just 1
kenchmoor 1
king 1
lady 3
landing 1
large 1
laureline 5
lawn 2
leading 1
leads 1
left 1
level 1
light 1
little 1
local 1
location 3
london 1
lord 6
lost 1
makes 3
many 1
matches 1
mechanism 1
meeting 4
meets 2
melt 1
members 2
mental 1
mere 1
military 1
missile 2
mission 1
mist 2
model 1
morning 1
most 1
mr 2
mysterious 1
native 1
needs 1
news 1
night 1
no 2
north 1
northern 1
notification 1
now 3
nuclear 2
number 1
occupants 1
occurring 1
of 26
offer 1
offers 1
office 1
on 5
one 3
only 2
onto 2
opens 1
ornaments 1
other 1
others 1
out 2
over 2
overflies 1
own 1
palm 1
papers 1
parachutes 1
parks 1
parties 1
people 1
per 1
pershing 1
person 1
place 1
plane 1
planet 4
polar 1
pole 1
police 1
possible 1
preparing 1
present 1
prey 1
prize 1
pub 1
rage 1
ralph 1
reaches 1
reaching 1
rebuffs 1
received 2
receiving 1
reduced 1
regularly 1
relay 3
representatives 1
responsible 1
return 1
reveal 1
reveals 3
ride 1
rolls 1
room 2
rowlands 1
rubanis 1
ruined 1
ruins 1
sank 1
scanograph 1
scotland 2
scunindar 1
seal 9
search 1
secret 1
securing 1
seen 2
service 2
services 1
set 1
several 1
severe 1
she 4
shifting 1
shingouz 2
ship 4
shocked 1
shocking 1
shortly 1
shows 1
signal 1
silos 1
similar 1
sits 1
situation 1
small 1
snoopy 1
so 1
some 5
something 1
spacecraft 1
spatiotemporal 5
states 1
stepping 1
steps 1
strange 3
submarine 1
succeed 1
success 1
such 1
suffered 1
suggests 1
sun 1
switched 1
tarpaulin 1
tells 2
terran 1
that 20
the 77
their 2
them 9
then 1
there 1
they 6
thing 1
things 1
this 3
threat 3
three 2
through 1
time 2
times 1
tloc 2
to 23
together 1
toy 1
train 1
trees 1
uk 1
unable 1
under 3
united 1
until 1
up 1
usa 1
using 2
ussr 1
valerian 1
valrian 3
various 1
victims 1
virginia 1
virus 1
walks 1
warns 1
watching 1
water 1
waters 1
way 1
were 1
west 1
what 1
when 3
where 2
which 1
who 5
will 3
wing 1
wishes 1
with 7
world 1
