592574
/m/02t9gh
/m/02t9gh

2002
{"/m/06n90": "Science Fiction"}
1081 1
14 1
2002 1
2006 1
a 8
abuses 2
accidents 1
accustomed 1
actions 1
afford 1
after 5
against 1
alien 1
all 5
allows 2
an 4
and 28
arduous 1
are 1
as 6
asimov 1
aspects 1
at 2
back 2
barren 1
be 3
become 1
been 1
being 1
between 2
bits 1
book 1
brains 1
brought 1
but 2
by 4
called 1
can 2
caroline 5
cases 1
centers 1
certain 1
cessation 1
change 2
changes 1
chapters 1
children 1
civilizations 1
close 1
committed 1
complete 2
completely 1
composed 1
confront 1
consider 1
constant 1
constraints 1
contract 3
contracts 2
control 2
could 1
creation 2
cyberspace 2
danger 1
data 1
daughter 1
death 8
decide 1
decides 1
deeply 1
defines 1
desire 2
desires 2
destroyed 2
die 1
dies 2
discomfort 1
discover 1
discovers 1
discussions 1
dissatisfied 1
distant 1
do 1
does 1
duration 1
dying 1
earlier 2
earth 1
easily 1
effectively 1
efficiency 1
eight 1
elaborate 1
elaborately 1
enemy 1
engages 1
entire 1
entitled 1
environments 1
especially 1
every 1
everyone 1
exact 1
explores 1
fabricates 1
fall 2
fantasy 2
figures 1
find 1
first 2
for 2
force 1
forced 1
forms 2
forth 1
fortytwo 1
from 2
fulfil 3
graphically 1
grown 1
had 1
harm 3
has 4
have 2
having 1
he 1
help 1
her 3
herself 1
him 2
hold 1
however 2
human 7
humanity 2
humanrelevant 1
humans 5
hundred 1
immortal 1
immortality 1
imperative 2
imperatives 1
in 21
incapable 1
incident 1
including 1
increasing 1
indefinite 1
infinitely 1
instant 1
instantly 1
instead 1
intellect 16
interactions 1
interpretation 1
intervene 1
into 1
introduce 1
introduced 1
involvement 1
is 13
it 8
its 5
jockey 1
jockeying 1
journey 1
know 1
kuro5hin 1
later 2
law 3
lawrence 4
laws 2
learning 1
life 3
limited 1
lives 2
living 1
longer 1
maintain 1
makes 1
manmade 1
meet 1
modification 1
more 1
moves 1
naked 1
named 1
narrative 1
nature 2
no 2
not 5
novel 1
novella 1
objects 1
of 31
oldest 2
on 3
one 1
only 2
operates 1
or 1
order 6
originated 1
out 1
over 2
ozarks 1
painfully 1
painlessness 1
particles 1
period 1
periods 1
permanent 1
person 3
players 1
point 2
possible 1
potential 1
power 1
powerful 2
precisely 1
prevent 2
preventing 1
prevents 1
prime 16
processes 3
progress 1
properties 1
protect 1
psychosis 1
published 1
queen 1
race 3
rapidly 1
reaches 1
real 1
realization 1
reluctantly 1
removed 1
repopulate 1
results 1
revenge 1
reverted 1
robotics 1
satisfaction 1
satisfy 2
second 1
secrecy 1
sequel 1
set 1
seventythree 1
several 1
sexual 1
she 3
six 1
size 1
so 2
some 1
sport 3
standard 1
stored 1
story 2
storyline 1
such 2
suffered 1
suicide 1
supercomputer 1
surrounding 1
swearing 1
technologist 1
technology 1
telling 1
that 7
the 45
their 4
them 3
themselves 1
there 1
thereby 1
these 1
they 3
thirtyseventh 1
this 1
those 1
though 2
thought 2
threat 1
three 1
through 1
thus 2
time 4
to 28
torturing 1
totally 1
transmigration 1
trek 1
try 1
two 1
under 1
undergo 1
understanding 2
undesired 1
undo 1
universe 3
until 1
unwanted 1
upon 1
uses 1
vastly 1
very 1
violations 1
violent 1
was 1
way 1
ways 1
we 1
were 1
when 2
where 1
which 6
while 1
whim 1
who 2
with 3
woman 1
worlds 1
written 1
years 3
young 1
