1860881
/m/061v3h
/m/061v3h
Agatha Christie

a 15
about 1
actually 1
added 1
adjoining 1
adopted 1
advice 1
afraid 1
after 1
allocution 1
almost 2
already 1
although 1
always 1
amanda 1
amy 5
an 4
and 16
another 2
apparent 1
apparently 1
appear 2
appears 1
approaches 1
architect 1
are 2
area 1
around 1
arrests 1
arrived 1
arrives 1
as 8
at 6
attention 1
baffled 1
be 5
been 8
before 1
began 1
behaviour 1
being 1
between 1
blackmail 1
boathouse 3
boatman 1
both 1
brewis 1
built 1
buried 1
burying 1
but 1
buying 1
by 7
career 1
cast 1
character 1
charges 1
claims 1
clothes 1
clues 1
comes 1
commented 1
committed 1
community 1
company 1
concern 1
confirm 1
confusion 1
connected 1
connection 1
continue 1
continuity 1
corpse 1
couple 1
cousin 3
criticises 1
culprits 1
day 5
days 1
de 2
deceived 1
decided 1
denouement 1
deserted 1
despair 1
dies 1
directed 1
disappearance 1
discovered 1
discovers 2
does 1
down 1
dropped 1
during 2
dutch 1
earlier 2
en 1
end 1
ensuring 1
establish 1
established 1
etienne 4
explains 1
facing 1
fact 1
fake 2
family 2
feels 1
female 1
fete 1
first 1
fleeced 1
focuses 2
folliat 5
folliats 1
folly 2
for 3
from 1
fte 1
further 1
george 5
georgejames 1
girl 2
given 1
gives 1
giving 1
gone 1
good 1
grandfather 3
grounds 5
guessed 1
guide 1
had 10
has 5
hattie 13
hatties 1
have 8
he 7
her 15
herring 1
him 3
himself 1
hints 1
his 8
hitchhiker 2
hitchhikers 1
hoping 1
hostel 1
house 10
however 2
hunt 1
hush 1
identity 2
imperceptibly 1
impressionable 2
in 19
inappropriate 1
include 1
influenced 1
initially 1
instead 1
into 1
introduced 1
investigation 1
is 16
it 3
italian 3
james 1
kill 1
killed 3
killer 1
killing 1
know 1
later 2
learns 1
leaving 1
legal 2
legge 1
legges 1
lift 1
light 1
living 1
local 2
lodge 1
love 1
make 1
man 3
marlene 7
marlenes 1
married 1
member 1
merdell 2
michael 1
missing 1
money 3
more 1
moreover 1
mother 1
movements 1
mrs 2
much 1
murder 7
nasse 6
never 1
new 1
no 1
none 1
not 4
notified 1
novel 1
now 2
nuclear 1
observes 1
of 26
oliver 2
on 5
once 1
one 2
order 1
other 2
out 3
owned 1
owner 1
paired 1
part 1
people 1
perfect 1
physicist 1
place 1
plans 1
play 2
poirot 7
poirots 1
police 1
position 1
possession 2
pretends 1
prior 1
pushed 1
puts 1
quite 1
real 3
realized 1
received 1
red 1
referenced 1
referring 1
refreshments 1
reveals 1
role 1
roles 1
route 1
rucksack 1
safer 1
said 1
saying 1
secret 1
secretary 1
seemingly 2
seems 2
seen 2
selected 1
sent 1
several 1
shady 1
she 8
shirt 1
shows 1
significantly 1
simple 1
sir 3
siting 1
small 1
some 4
someone 2
son 1
sons 1
soon 1
sort 1
sounds 1
sousa 2
spelled 1
staging 1
staying 1
stray 1
stubbs 2
substituted 1
sums 1
supposedly 1
surviving 1
suspect 1
suspicion 1
switched 1
than 3
that 14
the 64
them 1
there 1
they 1
this 3
though 1
time 2
title 1
to 28
together 1
tucker 2
turtle 1
two 2
type 1
unbeknownst 1
unearned 1
until 1
upon 1
upset 1
very 2
victim 1
visit 2
visitors 2
waits 1
war 1
was 7
wealthy 3
weeks 1
weyman 1
when 2
where 1
which 1
who 12
whom 1
wife 3
with 6
woman 3
woods 1
would 5
wwi 1
years 1
young 4
younger 2
youth 1
