871416
/m/03kbwt
/m/03kbwt
Robert A. Heinlein
1950
{"/m/06n90": "Science Fiction"}
500 1
a 59
able 2
accidents 1
activity 1
actually 1
afraid 1
african 1
after 5
again 2
agent 1
all 6
allows 1
also 2
always 1
amanda 5
an 10
and 39
angle 1
announces 4
another 2
anthropologist 1
anything 1
apart 1
apparently 2
appear 1
archie 27
are 10
around 4
arrives 1
as 15
assumes 1
assure 1
assures 1
at 8
attached 1
attention 1
auditioning 1
awakes 1
away 1
babbles 1
back 1
barely 1
based 1
basis 1
be 6
beautiful 1
beauty 1
become 1
been 2
before 2
begins 2
behind 4
being 4
beliefs 1
believing 1
benign 1
better 1
biddle 4
bids 1
bill 2
bird 1
bite 1
black 1
bleachers 1
blisters 1
bodie 4
body 3
breaks 2
building 2
bureau 1
burning 2
business 9
but 7
by 18
called 1
calling 1
calls 1
can 5
cannot 1
capable 1
capitol 2
cast 1
cat 1
caused 1
causing 1
challenge 2
champion 1
character 1
charged 1
cigarette 1
circle 2
citing 1
cleaners 1
clothes 1
clothing 3
cold 1
common 1
company 1
concealed 1
consult 2
consults 1
contingency 1
continue 1
contractor 1
contractors 1
conveniently 1
copy 1
costume 1
course 1
creatively 1
creature 2
creatures 1
cries 1
criminal 2
custom 3
customers 1
danger 1
day 1
defeated 1
defies 1
degrees 1
delight 1
demand 2
demon 3
demons 2
design 1
despite 1
destroyed 1
did 1
didnt 1
directed 1
disappears 1
disappointed 1
discover 1
discovers 2
display 2
distant 1
ditworth 12
do 3
does 1
dog 1
doll 2
done 1
down 3
dr 1
draws 2
dressed 1
dressing 1
dunning 1
earth 2
ectoplasm 1
elementals 2
else 1
emerge 1
endless 1
enemy 1
enough 1
enter 1
entire 1
even 1
events 1
eventually 1
ever 1
existing 1
expensive 1
exploiting 1
face 4
faced 1
faints 1
fairly 1
fall 1
fbi 4
fear 1
fedora 1
fee 4
few 1
filled 1
find 3
finding 1
finds 1
fire 2
fireplace 2
firmly 1
flame 1
for 9
force 1
forget 1
form 4
found 1
fragment 2
fraser 1
friend 3
from 11
gangster 1
get 3
give 1
gnome 1
go 3
goes 1
goodbye 1
gouges 1
grab 1
grandfather 3
groin 1
guard 1
had 2
half 3
halfbestial 1
handgun 1
handsome 1
hangs 1
hardwearing 1
harm 1
has 6
hat 1
hatch 1
have 4
he 26
head 3
help 1
helped 2
helper 1
helps 1
her 5
herself 2
hex 1
high 1
higher 1
him 10
himself 3
hires 1
his 18
holding 1
home 2
hood 1
horrific 1
hostages 1
house 3
however 2
huff 1
huge 2
human 1
hustle 1
ichor 1
identify 1
if 3
impeccably 1
imprisoned 2
imprisoning 1
in 21
inc 4
including 1
independent 1
information 1
initially 1
inside 1
inspect 1
instant 1
institutions 1
instructs 1
intended 3
intervention 1
into 3
involves 1
iron 2
is 33
it 9
its 2
itself 1
jedson 15
jennings 8
join 1
just 2
keeps 1
kick 1
kill 1
knows 2
large 2
law 2
laws 1
lawyers 1
leave 1
leaves 1
legions 2
legislature 1
leopard 1
licenses 1
light 1
like 2
line 1
little 1
lot 1
lovesick 1
lurks 1
made 2
magic 13
magician 2
magicians 6
major 1
make 1
makes 2
making 2
man 6
manages 1
meanwhile 2
medium 1
meet 1
mentioned 1
mirror 1
miscreant 1
misguided 1
mistake 2
mistakes 1
model 1
monopoly 1
morning 1
most 1
move 1
mrs 7
much 1
mysterious 1
naive 1
name 1
nap 1
natural 1
near 1
need 1
negotiable 1
neutralize 1
new 1
nick 4
no 4
noise 1
nominal 1
nominally 1
normal 1
not 1
notes 1
nothing 1
now 2
nowhere 1
obvious 1
occasionally 1
of 30
off 2
office 1
old 6
on 7
once 2
one 6
only 1
open 2
operate 1
operating 2
ordeal 1
organization 1
organizations 1
original 1
other 2
out 2
outofplace 1
outside 2
outwitted 1
over 2
overpowered 1
owe 1
own 1
owned 1
pain 1
passage 1
passing 1
pentacle 1
performance 1
persona 1
persuasion 1
plan 1
point 5
politely 1
portal 1
power 1
preparation 1
prestigious 2
prisoner 1
problems 1
produce 1
professional 1
professions 1
project 1
protection 1
protests 1
public 1
puppy 1
puts 1
quick 1
racket 2
ranks 1
rates 1
react 1
reading 1
ready 1
really 2
realm 1
recognizes 1
reconstituted 1
recover 1
recovers 1
redhead 1
reflection 1
refuse 1
regrets 1
regulate 1
reigns 1
relatively 1
remain 1
replies 1
report 1
repulsive 1
requires 1
restored 1
result 1
return 1
reveals 1
reverse 1
revoked 1
ripped 1
rows 1
royce 5
runs 1
rushing 1
salamander 2
same 1
saved 1
saying 1
scams 1
scared 1
scaring 1
schemes 2
scheming 1
scream 1
season 1
secret 1
see 1
seemingly 1
seems 3
seen 2
sees 1
sentence 2
services 1
sets 2
shakedown 1
she 8
shopping 1
should 1
shoulder 1
showing 1
shrunken 1
sideline 1
sign 1
simply 1
since 1
site 1
skin 1
sleazy 1
slowly 1
sluglike 1
small 1
smalltime 1
smeller 1
snappy 1
sniffs 1
so 2
some 2
somebody 1
special 1
specialty 1
standards 1
state 2
states 1
stay 1
stays 1
stinking 1
stop 2
store 1
storefront 1
strange 1
strike 1
string 1
structure 2
structures 1
subdues 1
subject 1
such 3
