4863097
/m/03nmc_b
/m/03nmc_b
Stephen King
1990-09
160 1
a 13
access 1
across 1
after 1
already 1
also 1
an 2
and 7
any 1
appear 1
ardelia 8
are 1
as 2
asked 1
assistant 1
at 2
attached 1
back 1
be 2
beaten 1
being 1
believes 1
beware 1
books 2
but 2
by 1
check 1
checks 1
child 1
children 2
club 1
companionconspirator 1
dave 3
defending 1
destroys 1
died 1
dies 1
directs 1
dirty 1
discover 1
doing 1
duncan 3
embodiment 1
end 1
events 1
eventually 1
fear 2
feed 1
feeds 1
find 1
finds 1
former 1
from 3
give 1
had 3
has 1
have 1
he 4
help 1
helping 1
her 4
him 2
his 1
host 2
however 1
in 3
informs 1
into 1
introduced 1
is 6
just 1
killing 1
librarian 1
library 6
living 1
local 1
lortz 2
lover 1
man 1
might 1
more 1
must 1
naomi 4
neck 1
new 2
not 4
now 1
of 8
office 1
officer 1
on 1
only 1
or 1
out 3
passing 1
peebles 2
person 1
police 1
policeman 3
policemanardelia 1
public 1
raped 1
recreation 2
removes 1
returned 1
revenge 1
rotary 1
run 1
runs 1
sam 3
seeks 1
series 1
she 3
should 1
so 1
sometimes 1
sought 1
speech 2
spoken 1
that 7
the 11
them 1
they 2
threatened 1
through 1
to 10
train 1
turns 1
two 3
under 1
unwilling 1
us 1
warning 1
was 1
we 2
wheels 1
which 1
who 2
with 2
writing 1
