12048270
/m/02vn2p4
/m/02vn2p4
Rex Stout
1937-09-16
a 6
about 2
accepts 1
across 1
against 1
agency 2
also 2
and 17
are 1
arrives 1
as 2
asks 1
at 5
avoid 1
backer 1
be 1
become 1
becomes 1
been 3
before 1
begins 1
bizarrely 1
body 1
bonner 3
both 1
branch 1
brutally 1
business 1
but 3
chisholm 1
claims 1
cleo 1
collects 1
comes 1
commit 1
concealed 1
confession 1
continues 1
controls 1
country 1
cover 1
cults 1
cutting 1
daughter 1
deeply 1
detection 1
detective 2
discredit 1
dodging 1
doesnt 1
dol 5
employer 1
enough 1
estate 2
even 1
eyes 1
family 2
feelings 1
fiance 1
financial 3
financier 1
finds 1
fired 1
firm 1
foiling 1
for 4
forces 1
friend 2
from 2
garden 1
george 1
gets 1
gloves 2
goes 1
guardian 1
guest 1
guests 1
gunpoint 1
half 1
hands 1
has 3
have 3
he 1
heavy 1
heir 1
her 4
him 1
hires 1
his 6
host 1
house 2
hung 1
identify 1
immediately 1
in 6
information 1
inoculated 1
inside 1
insists 1
instigation 1
investigate 1
investigating 1
involved 1
is 7
janet 2
job 1
join 1
joined 1
just 1
killing 1
know 1
league 1
learns 1
len 2
let 1
marriage 1
marry 1
martin 3
members 2
men 2
money 1
months 1
more 1
mrs 3
much 1
murder 1
murdered 1
murderer 2
must 1
neighbor 1
newspaperman 1
next 1
no 1
occidental 1
of 10
order 1
other 2
parasite 1
partner 1
party 2
perennial 1
pheasants 1
pl 1
place 1
plain 1
poetry 1
police 2
present 1
pressuring 1
pretend 1
problem 1
professor 2
promptly 1
proposes 2
quiet 1
raffray 2
ranth 4
rapidly 1
recognizes 1
regardless 1
sakti 1
searches 1
second 1
she 8
six 1
some 1
soon 1
storrs 9
story 2
strangely 1
strangled 1
strangling 1
suitor 1
support 1
sylvia 5
task 2
that 4
the 27
them 2
theodolinda 1
thus 2
to 10
too 1
use 1
victim 1
watermelon 1
who 5
wife 1
wire 2
with 2
withdraw 1
worn 1
writes 1
zimmerman 2
