67013
/m/0hnj0
/m/0hnj0
William Shakespeare
1623
a 13
abandoning 1
about 1
accusation 1
accuses 1
adjudicates 1
after 2
against 1
agrees 2
alive 1
allegiance 3
alternative 1
ambassador 1
an 4
and 16
angiers 4
announcement 1
apparent 1
appointed 1
archbishop 1
are 5
argument 1
army 2
around 1
arrived 1
arrives 3
arthur 12
as 5
assault 1
at 1
attack 1
attempt 2
attempts 1
austria 2
avail 2
bastard 10
be 4
bearing 1
becomes 1
behalf 1
beheaded 1
believe 2
believed 1
believes 1
believing 1
besiege 1
between 1
bickering 1
blanche 2
both 2
breaks 2
brings 1
brother 1
but 4
by 8
captured 1
cardinal 1
castle 1
charge 1
church 1
citizens 3
claim 3
claims 1
collect 1
constance 2
contingent 1
contrary 1
could 1
crossing 1
dauphin 1
dead 1
deal 1
death 1
defect 1
deliberately 1
delighted 1
demands 1
desires 1
dies 2
disgruntled 1
disobeyed 1
dispute 1
drowned 1
during 3
dying 1
each 1
eleanor 3
england 3
english 9
englishruled 1
entreaties 1
episode 1
escape 1
established 1
exchange 2
excommunicated 1
explains 1
falconbridge 2
family 2
father 1
favour 1
few 1
final 1
finds 1
firmer 1
for 5
forces 2
foreign 1
formal 1
former 1
fortunes 1
france 6
french 3
from 4
front 1
funds 1
furious 2
gains 1
gather 1
gives 1
gold 1
has 5
have 1
having 1
he 10
heir 1
henry 1
hesitant 1
him 3
himself 2
his 13
hubert 5
illegitimate 1
in 9
including 1
indeed 1
inheritance 1
insults 1
internal 1
interpretation 1
invade 1
invasion 1
is 14
it 3
its 1
john 25
jumping 1
just 2
kill 3
killed 1
kills 1
king 6
kings 1
knighthood 1
knights 1
land 1
lead 1
left 1
links 1
losses 1
louis 13
loyal 1
make 1
makes 1
many 1
married 1
marry 1
melun 1
monasteries 2
monk 1
mother 2
murdered 2
name 1
negotiating 1
nephew 1
news 1
niece 1
no 2
nobleman 1
noblemen 1
nobles 7
now 1
of 9
older 2
on 4
one 1
open 1
or 1
orders 2
out 4
pain 1
pandolf 8
peace 1
perilous 1
philip 9
plans 2
pledges 1
point 1
pointing 1
poisoned 1
pope 2
possessions 1
prince 1
propose 1
proposes 1
punish 1
queen 1
rebellious 1
recant 1
receives 1
recognises 1
reflects 1
refuse 1
refuses 2
reinforcements 1
release 1
remaining 1
renounce 2
report 1
reports 1
representative 1
resemblance 1
return 1
reveals 1
revenge 1
richard 3
richardnbspi 1
rightful 2
risky 1
robert 1
rome 1
round 1
says 1
scheme 2
sea 1
seize 1
sends 1
sent 1
should 1
side 3
son 3
stake 1
still 1
strong 1
stronger 1
subjects 1
substantial 1
suggests 2
support 3
supported 1
swear 2
swearing 1
taken 1
taught 1
territory 1
that 17
the 39
their 3
them 2
they 2
this 1
though 2
threatening 1
threatens 1
throne 4
ties 1
to 34
told 1
town 1
trades 1
treaty 1
turns 1
unable 1
under 1
unhappy 1
unite 1
unless 1
until 1
urge 1
victory 1
wall 1
war 3
warns 1
was 2
whereupon 1
whether 1
which 3
while 3
who 3
whoever 1
whom 1
will 1
with 8
wrongfooted 1
