2362839
/m/076n1f
/m/076n1f
Agatha Christie

{"/m/02n4kr": "Mystery", "/m/02xlf": "Fiction", "/m/01qxvh": "Romance novel", "/m/0c3351": "Suspense"}
a 4
after 1
also 1
an 1
and 6
are 1
as 1
attractive 1
away 1
beautiful 1
by 2
caring 1
castle 1
cornish 1
couch 1
cripple 1
down 1
election 1
emotions 1
encourage 1
explores 1
for 2
from 2
gabriel 4
gothic 1
he 2
her 1
his 2
hugh 3
hughs 1
in 1
intrigued 1
invalid 1
is 3
isabella 2
john 1
little 1
loo 2
love 2
man 1
member 1
men 1
most 1
mystified 1
nevertheless 1
norreys 1
novel 1
of 4
one 1
others 1
parliament 2
resigns 1
reveal 1
road 1
run 2
secrets 1
seems 1
selfdescribed 1
shocked 1
shortly 1
small 1
so 1
st 2
status 1
the 6
their 1
to 3
together 1
town 1
tragedy 1
ugly 1
visitors 1
watches 1
when 1
who 2
wins 1
woman 2
women 1
young 1
