4001950
/m/0bbzkd
/m/0bbzkd


{"/m/06n90": "Science Fiction"}
154 1
4 1
50 2
a 21
according 1
active 2
actually 1
adore 1
adversary 1
affirmation 1
after 2
ago 3
aid 2
alive 2
all 6
alone 1
also 1
among 1
an 4
analysis 1
ancient 1
and 22
another 1
answer 1
any 1
are 5
area 1
arrived 1
as 7
at 1
attention 1
authorities 1
automcleaners 1
autonomcleaner 2
autonomcleaners 3
banal 1
based 1
battle 1
be 5
beasts 1
become 2
becomes 2
before 1
begins 1
being 1
believe 1
best 1
beyond 1
biosphere 1
border 1
both 1
boys 1
brain 1
bring 1
built 1
but 8
by 7
bygone 1
call 1
called 1
calls 1
can 1
cant 1
capital 1
captured 1
captures 1
carry 1
caves 1
chance 1
change 1
changing 1
character 1
chooses 1
civilizations 1
cleaner 1
cleaners 3
cleaning 3
commando 1
complements 1
conducted 1
consisting 1
constructed 1
continent 1
contrary 1
convinces 1
couldnt 1
counteract 1
cover 1
covering 1
crag 1
cretin 1
crew 5
critical 2
crowds 1
customs 1
dark 1
data 1
death 2
decided 1
defend 1
degeneration 1
deified 1
denton 1
deserted 1
destroyed 2
destroying 1
destruction 1
dialogue 1
disagree 1
do 2
does 1
doesnt 3
dont 2
down 3
dramatically 1
drops 1
drunkard 1
due 1
earth 4
emerging 1
end 1
envelope 1
establish 1
estimated 1
exhibits 1
experiencing 1
failure 1
fairness 1
features 1
female 1
fifty 1
find 1
finds 1
fine 1
fired 2
first 3
fist 1
follow 1
food 1
for 4
forest 1
former 3
full 1
fun 1
galaxy 1
get 1
goes 1
got 1
great 2
greatness 1
group 1
guards 2
handicrafts 1
happy 1
has 3
have 4
he 17
headed 2
hence 1
hero 1
him 4
himself 1
his 10
hold 1
holds 2
home 1
however 2
hunting 1
i 4
if 1
implanted 1
in 13
increases 1
inhabitants 1
intelligent 1
intensity 1
into 1
involved 1
iq 1
iron 1
is 11
it 12
its 1
jfron 6
join 1
joined 1
keepers 3
kill 1
killed 1
kirreyn 1
knowledge 1
known 1
knows 1
last 1
late 1
leader 3
leaves 1
left 1
leon 13
less 1
lest 1
live 1
living 1
local 1
long 1
longer 1
lord 1
lot 1
luckily 1
main 1
man 3
manage 1
managed 1
manufacture 1
many 1
mass 1
massmeans 1
masters 1
matter 1
me 2
mechanisms 2
meets 1
member 1
memorial 1
met 1
more 3
most 1
mountains 1
moves 1
must 1
my 1
name 1
nation 1
necessary 1
never 1
new 1
no 1
normal 1
not 2
nothing 1
noticing 1
notion 1
novel 2
now 4
occupation 1
of 25
old 1
on 3
once 1
one 5
only 4
operation 2
or 1
original 1
out 2
overworks 1
own 1
password 2
people 9
person 1
personal 1
places 1
plain 4
plane 1
planet 4
plants 1
please 1
poet 1
point 2
police 1
population 1
position 1
postwar 2
practicing 1
presence 1
prison 1
probable 1
progress 2
propagandize 1
protagonist 1
rapid 1
reaches 1
realize 1
realizes 1
reason 1
regain 1
rejected 1
remembers 1
renowned 1
require 1
residents 1
retreat 1
return 1
returns 1
ruined 1
rule 1
said 1
savages 1
save 1
scarce 1
scholar 1
see 1
sees 1
selfconscious 1
sends 1
setting 1
settlements 1
several 1
sheets 1
shelter 1
ship 4
shocks 1
shooter 2
shoots 1
shot 1
shouted 1
shouting 1
simpler 1
situation 3
sleepy 1
small 1
smartest 7
so 2
society 4
some 1
somewhat 1
soon 1
sort 1
stand 1
state 2
still 1
strong 1
struck 2
such 1
suit 1
supposed 1
survive 2
system 1
talk 1
tank 1
teach 1
teacher 1
technological 1
technology 3
telepathic 1
tells 1
tenth 1
than 4
that 7
the 54
their 3
them 5
then 1
they 3
this 11
thought 1
thousand 2
threatened 1
time 1
to 27
too 2
try 1
two 1
under 1
understands 2
up 1
using 1
valuable 1
venous 1
village 1
violence 1
void 2
wake 1
want 2
wanted 1
war 1
was 2
way 4
weapons 1
well 2
were 1
what 1
when 2
where 2
which 3
who 6
whom 1
whose 1
why 3
will 2
with 7
without 2
work 1
working 1
world 2
worse 2
worth 2
would 3
years 3
yellow 1
you 4
youll 1
yourself 1
zach 1
