341357
/m/01y3q7
/m/01y3q7
Terry Pratchett
2001
{"/m/06n90": "Science Fiction", "/m/014dfn": "Speculative fiction", "/m/01hmnh": "Fantasy", "/m/02xlf": "Fiction"}
1 1
10 1
6 2
6sided 1
a 27
aboard 1
about 2
accept 1
accidentally 1
accompaniment 1
after 7
agatean 2
aged 1
air 1
albatross 1
allow 2
allowed 2
allowing 1
along 1
already 3
also 1
although 1
ambiguous 1
an 3
and 19
angry 2
ankhmorpork 1
appear 1
appears 1
are 4
arms 1
around 1
arrest 1
arrives 1
as 9
asks 3
asleep 1
at 3
attack 1
attempts 1
back 1
balloon 1
barbarian 1
barbarians 1
bard 2
battle 1
be 2
because 1
been 4
behind 1
being 1
belief 1
betrayed 1
blind 2
blow 1
blowing 1
blue 2
boon 1
both 1
bouncing 1
brave 1
but 1
by 12
calls 1
can 3
captain 2
carried 1
carrot 4
carry 1
ceiling 1
celesti 5
centre 1
certain 1
chained 1
chains 1
challenges 1
chance 1
changed 1
characters 1
cheats 1
choked 1
clay 1
code 1
cohen 4
collecting 1
come 1
comfortand 1
composes 1
conquered 2
cori 5
crash 1
crates 1
creating 1
cucumber 1
cut 1
daily 1
dark 1
deal 1
death 2
deaths 1
decided 1
defeat 1
design 1
despite 3
destroy 2
detonating 1
did 1
die 4
disc 3
discworld 7
disguise 1
disguised 1
disillusioned 1
disrupting 1
do 2
does 2
doesnt 1
dragon 1
dread 1
drink 1
duckegg 1
dying 1
eagle 1
effort 1
efforts 1
elderly 1
emperor 1
empire 3
end 1
enough 1
entire 3
equipment 1
escape 1
essence 1
evasive 1
even 2
eventually 1
evil 4
experience 1
explain 1
explains 2
explode 1
explosive 1
explosives 3
explosivesand 1
expressing 1
facing 1
fallen 1
fashion 1
fate 4
feast 1
few 3
fieldthe 1
find 1
fingers 1
finishes 1
fire 2
first 2
foes 1
follow 1
for 10
form 1
friends 1
from 3
game 1
gate 1
gave 1
giant 1
give 2
go 1
gods 13
grab 1
ground 1
group 1
grow 1
halls 1
halves 1
harder 1
harry 3
has 1
have 7
having 4
he 9
head 1
hero 2
heroes 3
heroic 1
heroine 1
higher 2
him 5
his 7
holding 1
home 2
horde 14
horses 2
humans 1
if 1
impose 1
in 13
including 1
inhalf 1
initially 1
instead 1
intending 1
interest 1
interesting 1
into 1
introduced 1
io 3
ironfoundersson 1
is 12
it 2
joined 1
just 1
kidnapped 1
killing 1
king 1
kite 4
known 1
land 1
landing 2
large 1
last 2
leave 3
led 1
left 1
leonard 5
librarian 3
library 1
limit 1
live 1
lives 1
loading 1
lord 3
magical 1
main 1
man 1
manages 1
manipulating 1
mankind 1
may 1
mazda 2
meanwhile 1
members 1
message 2
midair 1
mishaps 1
monkey 1
moon 1
most 1
mountain 2
mural 1
musical 1
must 1
named 1
near 1
nearly 1
new 1
nice 1
not 2
notes 1
nothing 1
now 1
of 22
off 2
often 1
old 1
on 10
one 2
only 2
open 1
opponents 1
or 2
ordered 1
organises 1
other 1
out 2
outhaving 1
outnumbered 1
overlord 1
oxygen 1
packed 1
paint 1
people 1
perhaps 1
plan 1
point 1
pointless 1
powered 1
prepared 1
presence 1
probably 1
punished 1
punisher 1
punishment 2
quest 4
quirm 2
rather 2
reached 1
realise 1
recruits 1
refrain 1
refusing 1
remaining 1
repairs 1
replenish 1
return 3
rincewind 3
rock 1
roll 1
rolls 2
saga 2
satisfied 1
save 1
saying 1
scaffolding 1
second 1
seek 1
selected 1
set 2
should 1
silver 3
since 1
single 1
slain 1
sled 1
slicing 1
slingshot 1
small 1
sneak 1
so 5
some 2
someone 2
something 1
spacecraft 1
spaceship 1
spectacular 2
speed 1
sporting 1
standard 1
stars 1
steal 1
stole 1
stop 2
stuff 1
stumbles 1
style 1
subsequently 1
succeed 1
supplies 1
supply 1
survive 1
suspect 1
swamp 1
sword 2
take 1
task 1
taskunassisted 1
temple 1
temporarily 1
terrified 1
than 3
that 10
the 91
their 11
them 6
themselves 1
themselvesoff 1
they 10
thing 1
threatened 1
three 1
throw 1
thunder 1
time 1
times 1
to 39
togetherso 1
top 1
torn 1
travel 1
tried 1
trip 2
try 1
trying 1
turned 1
two 1
under 1
unexpected 1
university 1
unseen 1
up 3
valkyries 3
vena 2
vessel 1
vetinari 4
visit 1
was 1
way 2
weeks 1
well 1
what 1
when 1
where 3
wherein 1
whether 1
which 2
while 2
whiny 1
whole 1
whom 1
will 4
with 13
without 1
wizards 1
wont 1
world 2
worlds 1
would 1
write 1
years 1
