2300127
/m/07215k
/m/07215k
Agatha Christie

{"/m/0lsxr": "Crime Fiction", "/m/02n4kr": "Mystery", "/m/0dwly": "Children's literature", "/m/02xlf": "Fiction", "/m/0c3351": "Suspense"}
6 1
67 1
7 1
76 1
a 28
abandons 1
acquaintance 1
across 2
activities 1
africa 2
after 1
again 1
agreeing 1
all 3
along 2
also 5
alters 1
amongst 1
an 5
and 17
andrew 7
annoyed 1
another 1
anyone 1
apparently 4
are 4
ariadne 1
artists 1
artsy 1
as 6
assistant 1
at 7
attaches 1
attempted 1
attention 3
awakens 1
baker 4
basing 1
be 6
become 2
been 8
begin 1
beginning 1
believed 1
blackmailing 1
body 1
book 1
borodene 2
both 2
boyfriend 1
but 2
by 10
caf 2
calling 1
car 1
carpenter 2
cary 3
cause 1
changing 1
claims 1
claudia 1
clue 2
clues 2
cocktail 1
column 1
come 1
comes 1
committed 2
contact 1
contacts 2
content 1
convincing 1
could 2
danger 1
dark 1
david 7
dead 2
defended 1
denouement 1
device 1
died 1
dingy 1
discover 1
discovered 1
discovers 1
disguise 1
disorient 1
display 1
doctor 1
does 2
door 1
double 1
down 1
draft 1
drawer 1
drawn 1
drugs 1
during 1
earlier 3
early 1
easily 1
elderly 1
embarrassment 1
embassy 1
employs 1
end 3
ending 1
espionage 1
essential 1
establishes 1
even 2
explained 1
eyesight 1
face 1
fact 2
fake 1
falls 1
father 3
fell 1
fifteen 1
find 2
finds 1
first 1
flat 6
flatmate 1
focused 1
focuses 1
fooled 1
for 2
fortune 1
frances 5
from 5
gardens 1
girl 3
girls 1
gone 2
great 1
greatuncle 1
had 7
hair 2
hairpieces 1
hand 1
happens 1
happy 1
has 19
have 6
having 1
he 4
heard 1
help 1
her 16
herring 2
herself 5
herzogovinian 1
hidden 1
highly 1
him 4
hints 1
his 4
home 2
horsfield 1
house 1
however 3
idea 1
identity 1
immediately 1
impostor 1
imposture 1
in 26
indeed 1
infers 1
innocence 1
insistent 1
instead 1
intended 1
into 1
investigate 1
investigating 1
involved 2
is 15
it 4
item 1
itself 1
jacobs 1
keeping 1
kew 1
key 2
kidnapped 1
killer 1
killing 1
knew 1
knife 1
knocked 1
knows 1
later 2
leading 1
leaving 1
letter 1
letters 1
life 1
long 2
looked 1
lost 1
louise 3
louises 1
love 1
made 2
make 2
man 1
mansions 2
many 1
marry 2
mary 5
may 1
meanwhile 2
meet 2
meeting 1
meets 2
mentioned 1
message 1
met 1
miss 1
missing 1
model 1
more 1
most 1
mother 1
mrs 9
much 2
murder 4
murderer 1
must 1
mystery 1
name 2
neighbour 1
neither 1
never 1
new 1
newspaper 1
no 1
norma 16
normas 7
not 3
notices 1
novel 5
now 2
number 1
of 22
office 1
often 1
oliver 9
olivers 1
on 5
once 1
oncoming 1
one 1
only 1
order 3
original 1
orwell 4
other 1
out 3
over 2
own 2
paint 1
painted 1
painting 1
pair 2
party 2
passing 1
paternal 2
people 1
personal 2
persuaded 1
picture 2
place 1
planned 1
plot 2
poirot 19
poirots 1
police 1
poor 1
portrait 1
portraits 1
posing 2
possession 1
predecessor 1
providentially 1
provides 4
public 1
question 1
questions 1
readers 1
real 2
realises 1
reality 1
recently 1
recognise 1
red 2
reeceholland 1
repeatedly 1
representative 1
responsibility 1
restarick 11
returning 1
revealed 1
reveals 1
rewarded 1
robert 1
roderick 4
rodericks 1
safe 1
same 1
say 1
second 2
secretary 1
secrets 1
seeking 1
seems 1
seen 3
sees 2
set 1
several 1
shares 1
she 17
should 2
simply 1
since 1
sir 5
sonia 2
soon 1
split 1
spotted 1
standing 1
staunchly 1
staying 1
stepmother 2
stillingfleet 4
studio 2
style 1
subjected 1
suggestion 1
suicide 1
susceptible 1
switched 1
taken 2
telephones 1
that 20
the 50
their 2
them 2
there 3
they 2
third 2
this 3
those 1
throwing 1
thrown 1
to 31
too 1
track 1
tracks 1
turns 1
two 1
uncles 1
unconscious 1
under 1
unexpectedly 1
vast 1
visiting 1
walked 1
war 1
was 4
weapon 1
wears 1
well 1
when 5
where 4
which 5
while 2
who 10
whom 5
why 2
wife 1
wig 1
wigs 1
window 1
with 11
woman 3
world 1
would 1
writer 1
written 1
years 2
