1920434
/m/06660w
/m/06660w
Joaquim Maria Machado de Assis
1881
{"/m/05hgj": "Novel"}
20th 1
a 5
about 1
after 1
allows 1
already 1
also 1
and 2
another 1
ao 1
as 4
assis 1
barth 1
barthelme 1
being 1
beyond 1
body 1
book 1
borba 1
brazilian 2
brs 4
by 3
cadver 1
carnes 1
caused 1
century 1
character 2
childhood 1
cold 2
com 1
connected 1
corpse 1
criticize 1
cubas 5
de 1
dead 1
death 1
deceased 1
decides 1
dedicate 1
dedicates 1
dedico 1
despite 1
disillusionment 1
do 1
donald 1
emplasto 1
end 1
estas 1
every 1
fact 1
failed 1
fear 1
features 1
first 2
flesh 1
fond 1
frias 1
from 3
gnawed 2
grave 1
greatest 1
his 9
i 1
in 3
influence 1
inventing 1
ironically 1
is 2
it 1
john 1
just 1
leap 1
lembrana 1
life 2
machado 1
major 1
many 1
medicine 1
memoirs 2
memrias 1
mention 1
meu 1
mistakes 1
my 1
name 1
narrated 1
no 1
not 1
noting 1
novel 4
of 6
on 2
or 2
own 2
passage 1
pneumonia 1
portuguese 1
posthumous 1
postmodern 1
primeiro 1
proceeding 1
protagonist 1
pstumas 1
que 1
quincas 1
recalled 1
reflect 1
remembrance 1
remorse 1
retaliation 1
revolutionary 1
roeu 1
romances 1
saudosa 1
secondary 1
sharply 1
sign 1
since 1
society 1
starting 1
story 4
such 1
supposedly 1
taking 1
tell 2
tells 1
that 1
the 17
then 1
these 1
this 1
to 7
verme 1
which 1
who 2
with 2
work 1
worm 2
writer 1
writers 1
