15042461
/m/03h5qln
/m/03h5qln
Mercedes Lackey
2002
18 1
18th 1
6 1
a 6
abilities 1
about 1
age 1
alanna 2
all 3
also 2
and 15
andrew 1
any 1
arachne 5
as 1
at 4
attempts 2
aunt 2
away 2
baby 2
battles 1
before 2
behind 1
between 1
birthday 1
blessing 2
brother 1
buford 1
but 3
by 1
calls 2
can 1
care 1
change 1
christening 1
company 1
conceive 1
conversation 1
cousin 1
curse 6
cursed 1
dancing 1
die 1
doctor 1
door 1
dr 2
elizabeth 1
ends 1
endure 2
epic 1
estate 1
etiquette 1
eventually 1
ever 1
exactly 1
family 1
fateful 1
figure 1
figures 1
finds 2
forced 1
from 2
girl 3
give 1
given 1
go 1
godparents 5
got 1
had 1
has 3
hastings 1
have 1
help 2
her 9
hidden 1
him 2
his 2
how 1
hugh 3
in 1
including 1
infant 1
instead 1
into 1
invite 1
is 5
it 2
keep 1
kidnaps 1
kills 1
kinds 1
know 1
known 1
laid 1
late 1
lay 1
lead 1
leaving 1
left 1
lessons 1
little 1
magical 1
many 1
margherita 2
marina 11
meanwhile 1
meets 1
mentally 1
months 1
moved 1
name 1
named 1
nature 1
next 1
not 1
odious 1
of 9
on 1
one 3
only 4
option 1
or 1
others 1
out 3
parents 2
patients 2
pike 3
poisoned 1
poisoning 1
potteries 1
pottery 1
process 1
proper 1
reggie 1
reginald 2
reinstate 1
reinstates 1
remove 1
roeswood 1
sebastion 1
she 5
sister 2
sleeping 1
successfully 1
supposed 1
take 1
tarrant 1
terrified 1
that 2
the 21
their 1
then 1
there 1
they 2
thomas 1
to 13
too 1
trying 1
two 1
unstable 1
until 1
up 1
upon 2
villagers 1
was 1
wasnt 1
what 1
when 2
who 3
with 2
working 1
