4312479
/m/0bwj05
/m/0bwj05
Lucy Maud Montgomery
1931
{"/m/05hgj": "Novel"}
14 1
a 10
about 1
achieve 1
adopt 1
africa 1
after 1
agrees 1
although 3
america 1
an 4
and 17
anger 1
antique 1
are 2
argue 2
as 3
at 1
attempt 1
attempts 2
aunt 4
bachelor 1
be 1
becky 4
being 1
best 2
both 1
break 2
brian 1
but 2
buy 1
by 3
chagrined 1
chances 1
characters 1
charge 1
childhood 1
confessed 1
confesses 1
confrontation 1
couple 1
dandy 1
dark 6
deceptive 1
decides 1
decision 1
deepens 1
despise 1
despised 1
destroys 1
devious 1
died 1
disclosed 1
discover 1
donna 3
doubts 1
dr 1
dressmaker 1
dumps 1
each 1
eaten 1
eccentric 1
edition 1
eloping 1
end 2
engagement 1
enjoys 1
estranged 1
eventually 1
fall 1
families 1
family 5
felt 1
fiance 1
final 1
fire 1
first 1
following 1
follows 1
fond 1
for 9
frank 2
friendship 1
from 2
gay 4
get 2
getting 1
gibson 1
girl 1
grief 1
has 3
have 3
he 4
heirloom 2
her 11
herself 1
him 3
his 1
home 1
house 1
hugh 5
illegitimate 1
immediately 1
important 1
improve 1
in 11
infatuation 1
inherited 1
instructions 1
intertwining 1
involve 1
is 5
it 1
jilting 1
joscelyn 4
joy 1
jug 4
largely 1
leave 2
leaves 1
left 1
live 1
lonely 1
longs 1
love 3
loves 1
maid 1
make 1
man 2
many 1
margaret 4
married 2
marry 1
match 1
matured 1
members 1
money 1
moon 1
most 1
mother 1
must 1
nan 1
neglected 1
next 1
night 1
noel 3
not 2
of 7
old 1
on 1
one 1
ones 1
order 1
orphan 1
oswald 1
other 1
over 2
own 1
pales 1
part 1
passion 1
penhallow 5
penny 3
person 2
peter 4
pigs 1
pilgrim 1
pines 1
plans 1
prepares 1
prized 1
process 1
progress 1
realizes 3
regrets 1
relationship 1
remain 2
resist 1
return 1
returned 1
returns 2
rival 1
roger 2
saves 1
selfdiscovery 1
sells 1
senior 1
separated 2
several 1
shallow 1
she 8
similarly 1
since 1
soon 1
south 1
still 2
stories 1
suddenly 1
sure 1
surprised 1
ten 1
that 8
the 24
their 5
them 1
then 2
there 1
they 5
time 1
to 18
try 1
until 2
up 2
uses 1
very 1
wanted 1
was 2
wedding 1
what 1
when 2
while 1
who 3
will 1
win 1
with 4
worth 1
would 1
year 3
years 2
young 1
