7272508
/m/025xx53
/m/025xx53
Rex Stout

a 15
about 1
accused 1
adopted 1
afford 1
after 2
alibi 2
amount 1
an 7
and 8
another 1
archie 7
arranges 1
arrive 1
as 1
asking 1
assistance 1
at 4
attached 1
back 1
be 3
became 1
because 1
been 4
being 1
best 1
bloodstained 1
blunt 1
body 2
british 1
but 3
by 1
camp 1
can 1
cannot 1
carla 1
chance 1
chocolate 1
citizen 1
coat 1
col 2
come 1
conceal 2
concerned 1
considerable 1
contributes 1
conversation 1
covers 1
cramer 1
de 2
deadly 1
decides 1
diamond 1
diamonds 1
discovered 1
document 1
dramatis 1
end 1
ensues 1
escapes 1
evidence 1
examining 1
exposes 1
eye 1
falsely 1
fees 1
fencing 3
first 1
fitting 2
flailing 1
for 2
found 1
fritz 1
from 2
gathering 1
get 1
glove 3
gone 1
has 7
he 2
her 3
him 2
his 4
house 1
i 1
icing 1
impossibility 1
in 8
infant 1
inform 1
information 1
inspector 1
into 1
investigate 1
is 7
it 1
italian 1
just 1
keep 1
keeps 1
large 1
loaf 1
locker 1
lovchen 1
madame 1
makes 1
manages 1
manner 1
metal 1
miss 5
missing 1
montenegro 1
mort 2
motive 1
murder 2
murderer 1
nazi 1
ndash 1
neya 1
no 1
not 1
notices 1
object 3
objection 1
of 12
office 2
on 1
one 1
out 2
over 1
patron 1
pe 2
personae 1
phones 1
pick 1
pierced 1
pocket 1
point 1
police 2
predicament 1
premises 1
provided 1
rapier 1
refrigerator 1
relatively 1
room 1
round 1
safe 1
saw 1
says 1
seen 1
sends 1
series 1
set 1
sharp 1
she 5
showing 1
since 1
so 1
solve 1
someone 1
standard 1
stashed 1
studio 4
subsequently 1
tell 1
that 8
the 26
theft 2
thinlydisguised 1
this 2
thought 1
threatens 1
time 2
to 15
together 1
topcoat 1
tormic 6
turn 1
turned 1
turns 1
two 1
uncharacteristically 1
undertakes 1
up 2
war 1
was 1
weapon 1
when 2
where 2
which 2
who 3
with 4
without 1
wolfe 12
women 1
works 1
world 1
wrapped 1
yet 1
young 1
zorka 2
