201129
/m/01ckrb
/m/01ckrb
Terry Pratchett

{"/m/06n90": "Science Fiction", "/m/014dfn": "Speculative fiction", "/m/01hmnh": "Fantasy", "/m/02xlf": "Fiction"}
a 22
able 1
about 6
abrim 1
accepted 1
across 1
after 3
afterwards 1
again 1
against 1
al 2
along 1
alternate 1
although 1
an 2
ancient 1
and 28
ankh 2
anything 1
apocalypse 2
archchancellor 3
archchancellors 1
are 3
arrival 2
arrives 1
art 2
as 9
asked 1
asks 1
at 1
attacker 1
attacks 1
attempts 1
away 3
back 1
banishment 1
bar 1
barbarian 1
battered 1
be 2
because 2
become 1
been 4
before 1
begin 1
begins 1
behind 2
being 2
belong 1
besting 1
beyond 1
binky 1
books 1
both 2
box 1
bricks 1
burned 2
but 2
buying 1
by 7
called 1
can 1
captured 1
carpet 2
catch 1
caused 1
causes 1
chance 1
channelled 1
child 1
closes 1
coin 14
comes 2
concerned 1
conina 7
contained 1
containing 2
convinces 1
creatures 2
creosote 4
cried 1
days 1
death 7
declared 1
deserts 1
destiny 1
destroyer 1
determine 1
die 1
dimension 2
dimensions 3
disappear 1
discussion 1
discworld 4
do 1
down 2
due 1
dungeon 3
eats 1
eighth 1
elected 1
else 1
end 1
enlist 1
enlisted 1
entry 1
escape 1
essential 1
eventually 1
everything 3
face 2
famine 3
far 1
fate 1
father 1
fell 1
filled 1
find 2
finding 1
finds 1
fire 1
flying 2
foiled 1
follow 1
for 4
force 1
forces 1
former 1
forward 1
freezing 1
from 8
gained 1
gains 1
gets 1
giants 1
glory 1
go 1
gods 3
goes 1
good 2
got 1
grabbing 1
grand 1
great 1
half 1
halfbrick 1
hall 1
harem 2
has 9
hat 3
have 1
having 3
he 14
heads 1
hero 1
hiding 1
him 5
his 12
holding 2
horses 2
however 1
hundreds 1
ice 1
in 12
infant 1
inside 1
into 8
ipslore 10
is 24
it 3
its 2
job 1
joined 1
khali 2
kills 1
kind 1
large 1
later 2
leave 2
leaving 2
left 1
librarian 6
library 3
lies 1
longer 1
love 1
luggage 4
magic 1
magical 2
majority 1
make 3
makes 1
making 1
meanwhile 1
meets 1
misadventures 1
missed 1
morpork 2
mother 1
movement 1
names 1
never 1
new 1
next 1
nijel 3
no 1
not 4
now 1
obsolete 1
of 22
off 2
offer 1
old 1
on 5
one 1
orders 1
other 3
out 1
outside 1
over 1
own 2
palace 1
path 1
pearl 1
pedestal 1
pestilence 3
pit 1
places 1
plans 2
power 1
prison 1
proclaimed 1
procured 1
professional 1
promised 1
pub 3
realises 1
reality 1
reasons 1
red 1
rejected 1
release 2
relief 1
requires 1
rest 1
restore 1
return 1
returns 1
revenge 1
rides 1
rincewind 12
room 1
round 1
rule 1
run 1
rushes 1
sand 1
saved 1
scene 1
scorned 1
seen 1
sending 1
senses 1
sentience 1
separated 1
seriph 1
several 2
she 2
short 1
shortly 1
shown 1
shrinks 1
snake 1
so 1
sock 2
some 2
son 4
soul 2
source 1
sourcerer 4
sourcery 2
squarednbspndash 1
staff 3
steal 1
steps 1
stolen 1
stories 1
story 2
strikes 1
strolling 1
such 1
suggests 1
take 3
taken 1
takes 3
teach 1
tell 1
telling 1
tells 1
that 5
the 83
their 4
them 2
then 2
there 1
they 3
thief 1
things 1
this 3
three 3
throughout 1
throw 1
thrown 1
thunderstruck 1
to 37
told 1
top 1
tower 3
transfers 1
trapped 1
traps 1
treasury 1
trembling 1
ultimately 1
under 1
underwear 1
unfortunately 1
university 8
unseen 4
up 1
upon 2
usher 1
using 1
uu 2
virrid 2
vizier 1
war 3
way 4
ways 1
wayzygoose 2
wears 1
welcomed 1
went 1
were 1
when 4
where 4
wherever 1
which 5
while 2
who 3
whom 1
will 1
with 3
within 1
wizard 2
wizardry 1
wizards 6
wooly 1
world 1
worn 1
would 1
wreckage 1
years 1
