2179536
/m/06sthv
/m/06sthv
Agatha Christie

{"/m/0lsxr": "Crime Fiction", "/m/02n4kr": "Mystery", "/m/02xlf": "Fiction", "/m/0c3351": "Suspense"}
100 1
20000 1
5 1
5000 2
525 1
6pm 1
8 1
a 28
about 1
absent 1
actually 1
address 1
after 6
afternoon 1
alibi 1
all 1
already 3
alright 1
although 1
among 1
an 3
and 27
announces 1
answers 1
any 1
apart 1
approximately 1
are 2
army 1
arrested 1
as 3
assisted 1
at 7
australia 1
away 1
back 1
baize 1
base 1
be 1
because 5
been 3
before 1
begun 1
being 1
between 1
blizzard 1
body 1
boots 2
borrowed 1
bottom 1
brian 5
burnaby 7
burnabys 1
but 2
buy 1
buying 1
by 9
came 1
captain 15
car 1
cause 2
chapter 1
character 1
charges 1
charles 2
cheque 2
chimney 2
cleaned 1
cleverly 1
close 2
clues 1
company 1
competition 2
concerned 1
connection 1
convey 1
convict 1
correspondence 1
created 1
cupboard 2
curtis 1
dacres 1
daily 1
danger 1
dartmoor 3
daughter 1
day 2
days 2
dead 1
death 2
decide 1
denied 1
dering 2
despite 1
different 1
discovered 1
distance 1
divided 1
divorce 1
do 1
doctor 1
door 3
down 1
dr 1
draught 1
duke 4
during 3
each 1
emily 7
enderby 4
engineered 2
england 1
enter 1
equally 1
escape 2
escaped 1
estimates 1
evans 1
evening 1
exchiefinspector 1
excluder 1
exhampton 3
explains 1
fact 1
fallen 1
false 1
father 2
faults 1
fetches 1
fianc 2
fiancee 1
final 1
find 1
finding 1
firm 2
first 2
fit 1
five 1
floor 1
football 1
for 14
forecast 1
found 1
four 4
fraction 1
fracture 1
friday 1
friend 1
fringe 1
from 4
front 1
full 1
further 1
game 1
gardner 2
garfield 3
gear 1
get 1
go 1
godmother 1
grand 1
green 1
ground 1
had 4
half 2
has 6
hazelmoor 2
he 13
heavy 1
her 4
herrings 1
herself 1
hid 1
hidden 1
him 3
himself 2
his 13
hoping 1
hours 2
house 8
if 1
imagined 1
impossible 1
in 22
inherit 1
inspector 2
installed 1
instead 1
intends 1
into 1
investigation 2
invite 1
is 16
isolated 1
it 2
james 6
jennifer 2
journalist 1
just 2
keep 1
killed 1
killer 1
knowledge 1
latenight 1
later 3
layer 1
led 1
letter 1
live 2
lives 1
loan 1
local 1
longstanding 1
look 1
lost 1
lot 1
love 1
loves 1
major 6
make 1
making 1
manservants 1
marriage 1
martin 1
member 1
message 1
middle 1
miles 2
money 2
morning 1
motive 2
movements 1
moving 1
mr 12
mrs 2
much 1
murder 6
murdered 3
mystery 1
name 1
narracott 2
nephew 2
newly 1
newspaper 1
niece 2
no 1
nobody 1
not 1
nothing 1
notifying 1
now 2
obscure 1
of 32
official 1
often 1
on 7
open 1
opportunistically 1
order 1
original 1
other 1
own 2
owned 1
pair 1
pairs 1
participants 1
pass 1
past 1
path 1
pearson 8
people 2
plan 1
play 1
pm 2
police 2
presented 1
prison 2
proceedings 1
property 1
proposal 1
psychical 1
put 3
quarter 1
reassembles 1
recaptured 1
received 1
red 1
rendezvous 1
replaced 1
research 1
residence 1
retired 1
reveals 1
ronnie 1
rotten 1
rycroft 3
safety 1
sance 5
sand 1
says 1
scarcely 1
scotland 1
searching 1
second 2
see 1
send 1
servant 1
several 1
shares 2
she 2
sister 1
sittaford 7
six 5
sizes 1
ski 3
skied 1
skis 4
skull 1
sleuthing 1
snow 3
snowfall 1
society 1
solicitor 1
solutions 1
solves 1
spirit 2
starts 1
states 1
stay 1
steps 1
still 1
study 1
such 1
suggestion 1
suspicion 2
sylvia 3
table 1
tableturning 1
tea 1
telephone 1
tenants 1
than 1
that 12
the 71
them 3
then 1
there 3
these 1
they 4
thick 1
things 1
this 1
though 1
thought 1
three 1
through 1
time 4
tiny 1
to 23
too 1
trefusis 1
trevelyan 18
trudging 1
trying 1
tube 1
turns 1
two 3
under 1
unnoticed 1
unsuccessfully 1
until 1
up 2
use 2
used 1
village 2
violet 4
walk 1
walking 1
warren 1
was 11
watching 1
weapon 1
went 1
when 3
where 1
which 3
while 1
who 4
whose 1
wife 1
will 1
willett 2
willetts 1
win 1
window 1
winning 1
wire 1
with 8
without 1
won 1
worse 1
would 4
wouldnt 1
yard 1
