9432860
/m/076yzp8
/m/076yzp8
Walter Jon Williams
1997
{"/m/06n90": "Science Fiction"}
a 15
able 1
after 1
aiah 7
allies 1
also 2
ambitions 2
among 2
an 1
and 7
are 2
arriving 1
as 4
assist 1
at 4
authority 1
barkazi 1
be 1
become 1
been 1
befriends 1
begins 1
beings 1
belief 1
between 1
bodies 3
boost 1
built 1
but 2
by 2
can 1
cannot 1
caraqui 6
caused 1
celestial 1
centuries 1
centuriesold 1
certain 1
character 1
cities 1
city 2
colleagues 1
completely 1
conclusion 1
concordance 1
conflict 1
conflicted 1
confrontation 1
confronted 1
consequences 1
constantine 6
constructs 1
context 1
control 1
cost 1
could 1
countercoups 1
curious 1
deal 1
deaths 1
defend 1
despite 1
destroy 1
destroying 1
destruction 1
die 1
discovered 1
discovering 1
disturbing 1
doing 1
dreaming 2
dreams 3
drive 1
effect 1
effects 1
enables 1
enemies 1
enlisting 1
enlists 1
entities 1
entity 1
eventually 3
exchange 1
experience 1
experiment 1
extremely 1
feed 1
for 3
form 1
fortunately 1
free 1
freeing 1
from 4
further 1
geometric 1
government 1
gravity 1
grows 1
gruesome 1
guilt 1
had 2
hanged 1
has 3
have 1
having 1
he 5
help 1
helps 1
her 4
him 2
hired 1
his 9
hole 1
human 1
humanity 2
imprisons 1
in 19
infrastructure 1
intervals 1
into 2
intrigues 1
is 7
it 1
jaspeer 1
join 1
key 1
knowledge 1
learns 1
left 1
legend 2
less 1
liaison 1
liberation 1
made 1
mage 2
man 1
many 1
mean 1
meditation 1
mercenary 1
metropolis 1
metropolises 1
metropolitan 2
military 1
minor 2
monastic 1
monster 1
moon 1
more 1
mostly 1
moving 1
must 1
mysterious 1
name 1
named 1
need 2
new 2
nothing 1
novel 2
now 1
of 18
off 1
old 1
on 2
one 4
only 1
onto 1
opens 1
order 1
other 2
others 1
outside 1
own 1
pact 1
parts 1
pass 1
passed 1
periodic 1
physically 1
placed 1
plan 1
plasm 4
plasmbased 1
players 1
pleasures 1
point 1
pontoons 1
possess 1
possession 1
power 2
powerful 1
powers 1
previous 2
production 1
prohibitive 1
properties 1
protagonist 1
proves 1
provide 1
pure 1
pursue 1
raging 1
remaining 1
reorder 1
researchermage 1
revolution 1
right 1
rohder 2
same 1
seas 2
seeing 1
seems 1
seen 1
sees 1
sensual 1
sent 1
serving 1
shallows 1
she 2
shield 5
shortly 1
side 1
similarities 1
sisters 2
small 1
so 1
some 1
still 1
story 1
stumbles 1
sun 1
surrounding 1
taikoen 5
teachings 1
than 1
that 6
the 39
their 4
theory 1
there 2
these 1
this 1
those 1
through 2
tides 1
time 1
to 16
transformed 1
ultimate 1
unfortunate 1
units 2
unleashed 1
until 1
up 1
use 2
valid 1
victims 1
war 1
was 1
way 1
what 1
whatever 1
where 1
which 4
who 1
whose 2
with 9
works 1
world 5
worry 1
wracked 1
