2255151
/m/06zlw6
/m/06zlw6
Agatha Christie

a 11
about 1
accident 1
accidentstaking 1
although 1
an 1
and 2
antique 1
are 1
as 2
atmosphere 1
attractive 1
aunt 1
because 1
before 1
bombastic 1
bound 1
but 2
car 1
carriage 1
creepy 1
culprit 1
day 1
dealer 1
death 1
depth 1
detective 1
doctor 4
does 2
dotty 1
elderly 1
emanates 1
engaged 1
find 1
fitzwilliam 1
fixes 1
folklore 1
four 1
gaze 1
goes 1
guilty 1
happens 1
has 1
he 2
her 2
him 2
himself 1
his 1
hitandrun 1
home 1
identity 1
in 2
inform 1
inhabitants 1
initially 1
intended 1
is 4
killed 1
knows 1
lady 1
learns 1
local 2
london 1
luke 5
main 1
miss 3
murderer 4
murdersdisguised 1
next 1
not 1
now 1
of 9
on 3
one 1
other 1
out 1
own 1
party 1
peer 1
person 1
pervasive 1
pinkerton 3
place 1
police 1
posing 1
present 1
prickly 1
reaching 1
reminds 1
researcher 1
reveal 1
save 1
says 1
scotland 1
seemingly 1
selfmade 1
series 1
set 1
share 1
she 4
sights 1
smug 1
solicitor 1
soon 1
supernatural 1
surprise 1
suspects 1
sweet 1
talks 1
telling 1
that 5
the 18
their 2
themselves 1
this 1
though 1
to 7
train 1
unfortunately 1
unsettles 1
unsuspicious 1
victim 1
village 3
was 1
way 1
which 1
who 2
with 1
woman 1
work 1
wychwoodunderashe 1
yard 2
young 1
