4405772
/m/0c0jsr
/m/0c0jsr
Rex Stout

{"/m/02n4kr": "Mystery", "/m/028v3": "Detective fiction", "/m/02xlf": "Fiction", "/m/0c3351": "Suspense"}
10000 1
100000 1
a 24
able 2
about 2
accepted 1
accepts 1
acting 1
action 1
actors 2
actual 1
afraid 1
after 1
against 1
agenda 1
agent 1
agents 7
agree 1
agreement 1
agrees 1
allows 1
alone 1
along 2
already 1
also 2
althaus 9
although 2
an 6
and 40
angry 1
annoyed 1
any 2
apartment 4
appropriating 1
archie 22
are 2
aristology 1
arrives 1
article 2
as 4
asked 3
at 5
attend 1
attention 1
attracted 1
background 1
bag 1
banks 1
be 6
been 1
before 3
being 1
believes 2
belongs 1
best 1
beverage 1
big 1
blames 1
blocked 1
book 1
both 2
box 1
broad 1
broke 1
brought 1
brownstone 1
bruner 10
bullet 3
bully 1
bureau 2
business 2
but 9
buying 1
by 8
cabinet 1
calls 1
can 3
cant 1
car 1
carte 1
carton 1
case 1
catches 1
cather 1
charge 1
check 1
chest 1
choice 1
chooses 1
close 1
come 1
comes 1
commissioner 2
complete 2
completes 1
conference 1
congress 1
conjectures 1
contingent 1
conveys 1
cooperate 1
cooperation 2
copies 1
corporations 1
couldnt 1
couple 1
court 1
cramer 16
crease 1
credentials 4
darkened 1
day 1
days 1
death 2
decide 1
decided 1
decides 1
demonstrate 1
deposit 1
describes 1
determined 1
did 2
dinner 2
director 1
display 1
dispose 1
distribution 1
do 2
doc 1
does 1
doesnt 1
door 1
doorbell 1
draft 1
durkin 1
eager 1
edgar 2
employees 2
empty 1
enemy 1
engages 1
enlists 1
entered 1
entice 1
entry 1
establish 1
estate 2
even 2
evidence 7
expenses 1
experience 1
eyewitness 1
face 1
fact 2
family 2
fancier 1
far 1
fbi 23
fee 1
fell 1
figures 1
final 1
find 1
finds 1
first 2
fish 1
floor 1
following 1
for 12
force 1
forces 1
found 4
fred 1
freelance 1
friend 1
fritz 1
from 2
front 1
full 1
furthermore 1
get 3
given 1
giving 2
go 1
goes 1
got 1
gourmets 1
government 1
group 1
guided 1
gun 1
had 3
hand 1
hands 1
harass 1
harassing 1
harassment 1
has 18
have 1
having 1
he 24
heads 1
help 2
hence 1
her 7
hewitt 2
hidden 1
him 11
his 10
hit 1
hoover 2
host 1
hotel 2
house 3
however 1
husband 1
identifying 1
identity 1
if 2
illegal 1
imply 1
impossible 1
impression 1
in 20
including 1
indicates 1
inference 1
influence 1
information 3
inherited 1
inside 1
inspector 3
instead 1
intelligence 1
intended 1
into 2
investigation 1
investigators 1
investment 1
is 12
island 1
it 18
its 2
j 2
job 4
justices 1
keep 1
kill 2
killed 1
knew 1
known 2
knows 3
la 1
large 1
last 1
later 2
leads 1
leave 4
leaving 2
legislators 1
let 1
leverage 3
lewis 1
license 1
licenses 1
little 1
located 1
long 1
loose 1
magazine 1
make 1
malfeasance 1
meantime 1
meeting 2
members 2
men 2
mentioned 1
message 1
might 1
milk 2
millionaire 1
missing 1
morris 1
mrs 10
murder 4
murderer 3
name 1
needs 2
negative 1
neither 1
nerves 1
new 2
news 1
newspapers 1
no 3
nobody 1
nor 1
normally 1
not 9
now 1
number 1
objections 1
obtain 1
of 23
offered 1
office 1
old 1
on 9
one 2
only 2
opening 1
orchid 1
orrie 1
outcome 1
over 2
own 3
panzer 1
passed 2
pay 1
permanently 1
permitted 1
person 1
persons 1
phone 1
phones 1
physical 1
picture 1
place 1
plan 2
plans 1
pointing 1
poison 1
police 1
powerful 1
prepare 1
preparing 1
present 1
preys 1
private 1
provide 1
publicity 1
pursues 1
put 1
questioned 1
rachel 1
rare 1
read 1
real 1
recent 1
refers 1
refuses 1
relinquish 1
remain 1
report 2
resemble 1
respects 1
responsible 1
retainer 2
retaliation 1
retrieve 1
return 1
revoke 1
richard 1
ringing 1
room 2
roughly 1
run 1
safe 1
saul 1
saw 1
says 1
scene 3
search 1
searched 1
secret 1
secure 1
sees 1
sending 1
seriously 1
set 1
she 3
shot 2
should 1
show 1
silence 1
situation 1
smile 1
smuggled 1
so 6
some 3
somehow 1
special 1
stand 1
state 3
states 1
still 1
stonewalls 1
stop 2
stops 1
strongly 1
stung 1
style 1
success 1
successful 1
successfully 1
suggesting 1
superficial 1
supreme 1
sure 1
surely 1
surmises 1
surprised 1
suspicious 1
tag 1
take 1
taken 1
taking 1
tapped 2
task 1
tell 1
tells 1
ten 1
terms 1
testify 1
than 1
that 35
the 79
their 6
them 5
then 3
there 1
thereby 1
they 5
thinks 1
this 1
though 2
threatened 1
through 1
time 1
timing 1
to 53
trade 1
trap 2
trial 1
tried 1
turn 1
two 2
undecided 1
unoccupied 1
unpublished 1
unsolved 1
up 2
use 1
various 2
visitor 1
vollmer 1
wait 1
wall 1
want 1
wants 2
warns 1
was 4
watching 1
way 1
we 1
were 3
what 1
whatever 1
when 1
where 3
which 2
who 5
wider 1
will 7
with 9
without 1
witness 1
witnesses 1
wolfe 27
works 1
worries 1
would 4
wouldnt 1
wragg 5
writer 1
writes 1
york 1
you 1
youre 1
