21825427
/m/0ch3ccn
/m/0ch3ccn


{"/m/01hmnh": "Fantasy"}
a 13
about 4
access 1
after 1
against 1
agent 1
all 6
along 2
also 2
although 1
an 3
and 14
anger 1
any 1
appeared 1
are 2
arriving 1
as 2
asks 1
at 2
automated 1
back 1
be 6
beach 2
becker 9
before 2
begin 1
benjamin 1
better 1
blaque 2
book 1
breaking 1
briefer 1
bright 1
but 4
by 1
called 1
calls 1
came 1
can 1
card 1
case 2
casey 3
causing 1
charges 1
choice 1
cleared 1
command 1
communicate 1
consisted 1
contact 1
could 1
counts 1
crashes 1
credit 1
current 1
days 2
debated 1
decided 1
defeated 1
delivered 1
departments 1
despite 1
destroying 1
destruction 1
die 1
directly 1
discovered 1
does 1
double 1
drane 3
during 1
duty 1
emotions 1
employee 1
end 1
enough 1
entrance 1
epilogue 1
even 1
except 1
exchange 1
extra 1
favorite 1
feels 1
felt 2
few 2
file 2
final 1
finally 1
find 2
finding 1
finds 1
first 6
fixer 1
fixers 2
for 7
forbids 1
found 3
freck 2
freight 1
from 1
get 1
gets 1
given 2
glitch 1
glitches 2
go 2
golden 2
got 1
greg 2
grow 1
guilty 1
had 1
happened 1
has 5
hassan 1
have 1
he 8
help 1
her 1
hightower 1
him 1
himself 1
his 4
hope 1
how 1
however 2
if 1
in 19
inbetweener 2
into 3
is 8
it 4
jealousy 1
jelani 1
jenifer 4
journey 1
journeyman 2
kaley 3
keep 1
know 1
lake 3
last 1
later 1
leader 1
left 1
li 3
light 1
line 1
lisa 2
little 1
live 1
lost 2
major 1
makes 1
manages 1
many 1
mass 1
meanwhile 2
meets 1
member 1
middle 3
missing 4
mission 1
natives 1
never 1
new 2
next 1
no 1
not 1
now 2
nowhere 3
occur 3
occurs 1
ocean 1
octogenarian 1
of 21
on 6
one 1
only 1
order 1
organization 1
others 1
over 1
overthrow 1
people 3
person 1
pile 1
pit 1
place 3
po 4
possible 1
prevented 1
previous 1
previously 1
prison 1
processed 1
punishment 1
questions 1
raw 2
realizes 1
recapture 1
recreate 1
rescue 1
rescuing 1
reveals 1
revoked 1
rule 2
samuel 1
second 4
seems 12
seemsberia 2
shahzad 1
should 3
siege 1
silence 1
simly 1
simms 2
six 1
sleep 1
so 2
some 1
split 1
still 1
stop 1
succeed 1
succeeds 1
such 1
sudden 1
suddenly 1
supply 1
supposed 1
suspended 1
swimming 1
taken 1
talks 1
team 8
tell 1
that 4
the 74
them 1
themselves 1
they 4
thibadeau 1
think 1
third 1
thought 9
through 1
tide 6
time 1
to 22
train 5
trapped 1
trial 1
tried 1
triton 1
trying 2
two 1
unremembered 2
unthinkable 4
use 1
used 3
vow 1
wanting 1
wares 1
was 7
weeks 1
went 1
when 6
where 2
while 1
who 3
will 2
with 8
without 1
world 6
year 1
