4322059
/m/0bx06v
/m/0bx06v
Mercedes Lackey
1995
{"/m/014dfn": "Speculative fiction", "/m/01hmnh": "Fantasy", "/m/02xlf": "Fiction"}
106 1
a 16
abilities 1
accepts 1
accident 1
accustomed 1
advice 1
afraid 1
after 5
afterwards 1
against 1
air 2
airelemental 1
all 1
allies 1
also 2
an 4
ancient 1
and 21
another 1
appearance 1
apprentice 2
archaic 1
are 1
arrives 1
as 5
asks 1
at 2
attempts 2
attended 1
away 1
back 3
battle 1
become 1
becomes 2
becoming 1
begin 1
begins 2
beltaire 7
between 1
book 1
botched 1
both 2
but 4
by 4
called 2
calls 1
cameron 4
care 1
chicago 1
children 2
chinese 1
closer 1
college 1
combined 1
conduct 1
confronts 1
confusion 1
cooperation 1
country 1
dangerously 1
dark 1
days 1
death 1
defeat 1
depend 1
discovers 2
dislike 1
drugs 1
du 2
due 1
each 1
earth 1
earthquake 1
elemental 2
elements 1
employer 2
engage 1
enhance 1
ever 1
evil 1
fall 1
father 1
fear 1
fearing 1
fights 1
finds 1
fire 3
firespirits 1
first 1
fitting 1
flees 1
for 4
force 1
forced 1
forces 1
francisco 5
friends 1
from 2
going 1
governess 1
grows 2
half 2
has 3
having 1
hawkins 1
he 4
heavily 1
help 3
her 8
him 3
himself 1
hired 1
his 6
ho 2
home 2
horrified 1
house 1
however 1
humanity 1
immigrant 1
in 7
initial 1
instant 1
intervenes 1
into 2
is 14
jason 21
jealous 1
job 1
kidnap 1
kills 1
large 1
leading 1
learns 3
left 1
less 1
letter 1
little 1
local 1
looking 1
love 1
lycanthropy 1
magic 2
magical 2
magick 1
magickal 1
man 1
manage 1
manor 1
mansion 1
marries 1
master 8
masters 2
meanwhile 1
medieval 1
mentor 1
minister 1
mond 2
more 1
mysteriously 1
named 2
natural 1
nature 2
nemesis 1
new 1
nights 1
no 3
occurs 1
of 8
often 1
on 3
only 1
options 1
or 3
ordained 1
order 1
other 3
outnumbered 1
outside 1
over 1
overcomes 1
own 1
pao 2
paul 10
penniless 1
person 1
persuade 1
professor 1
qualifications 1
quickly 1
rage 1
railroad 1
rather 1
reader 1
reading 2
realize 1
received 1
referredto 1
remains 1
rendered 1
research 1
rift 1
room 1
rosalind 1
rose 20
salamander 1
salamanders 2
san 5
scholar 1
secluded 1
secret 1
secretary 1
seek 1
seen 1
sees 2
sends 1
servants 1
several 1
sexual 1
she 12
short 1
shortly 1
simon 2
situation 1
slavery 1
speaking 1
spell 2
spend 1
subscribe 1
superseding 1
suspicious 1
sylph 1
sylphs 1
taken 1
takes 1
tells 1
tended 1
texts 2
than 2
that 10
the 15
their 1
there 1
therefore 1
they 1
think 1
though 1
through 1
to 28
train 1
translate 1
travels 1
tries 1
tube 1
two 4
tycoon 1
unable 1
unbeknownst 1
unsuccessfully 1
up 1
using 2
vastly 1
victims 1
violence 1
violent 1
visit 1
well 2
when 1
who 1
whom 1
wife 1
with 1
wolf 2
women 1
young 2
