5034461
/m/0c_t_x
/m/0c_t_x

1978-07
{"/m/06n90": "Science Fiction"}
114 1
120 1
126 1
170s 1
a 13
access 1
accessible 1
act 1
actually 1
advocates 1
aeneas 1
after 1
agent 1
agents 1
algae 1
all 2
also 1
an 5
and 15
antitechnology 1
are 2
arthurium 3
asteroid 2
asteroids 1
at 2
atomic 1
authorities 1
back 1
based 1
be 3
being 2
between 1
both 1
bring 1
bureaucratic 1
but 1
by 2
called 2
can 2
catalyst 1
ceres 7
computer 3
conglomerate 1
consequences 1
cores 1
corporation 2
corporations 1
culture 1
daughter 1
deal 1
dedicate 1
degree 1
down 1
during 2
earth 4
economy 1
effect 1
element 2
elements 2
ellen 3
end 1
enemy 1
engineering 1
enlists 1
environment 1
environmentalists 1
escape 1
expertise 1
falls 1
find 1
foil 1
for 4
found 1
from 2
fusion 1
future 1
gang 1
generate 1
glenda 1
go 1
hacker 1
hansen 4
hansenmackenzie 1
has 1
have 1
he 2
herself 1
his 1
hold 1
however 1
huge 1
hydrogen 1
if 1
improvise 1
in 8
includes 1
including 1
industry 1
intelligent 1
interests 1
interference 1
into 1
intrigue 1
investigating 1
involved 2
involves 1
irregularities 1
is 10
island 1
its 1
jacob 2
jo 1
journey 2
kevin 3
kind 1
land 1
laser 1
launch 1
laurie 1
leaves 1
lets 1
like 1
long 1
love 1
mackenzie 1
macmillan 1
maintaining 1
marooned 1
mathematician 1
may 1
mined 1
mineral 1
mining 2
misfit 1
money 1
moon 1
mystery 1
nerva 1
new 1
norsedal 1
not 2
now 1
nuclear 1
number 1
of 13
on 6
one 1
or 1
orbit 1
owner 1
oxygen 1
particular 1
passengers 1
persons 1
photosynthesis 1
physicist 1
plagued 1
planets 1
plots 1
politicians 1
possible 1
predicted 1
production 1
prototypical 1
relocated 1
rendezvous 1
reveals 1
rival 1
rocket 2
sabotage 1
sabotaged 1
satellites 1
senecal 1
she 3
ship 3
shipboard 1
shut 1
sink 1
small 1
space 1
spaceflight 1
stability 1
stable 1
state 1
steal 1
steamjet 1
stop 2
story 1
studies 1
superheavy 1
sway 1
system 1
technology 1
teen 1
the 31
them 2
theory 1
these 1
they 3
this 1
to 15
topnotch 1
transuranic 1
troubles 1
unknown 1
use 1
using 1
various 1
vendetta 1
vital 1
voyage 1
want 1
way 1
welfare 1
where 1
which 5
who 1
will 1
with 4
woman 1
work 1
would 1
young 1
zerogrowth 1
