552134
/m/02p6fj
/m/02p6fj
Terry Pratchett

{"/m/06n90": "Science Fiction", "/m/014dfn": "Speculative fiction", "/m/01hmnh": "Fantasy", "/m/02xlf": "Fiction"}
a 10
about 1
actingconstable 1
after 2
agrees 1
alive 1
allure 1
along 2
also 1
an 4
and 12
ankhmorpork 5
apparent 2
appears 1
are 2
around 1
as 3
assassin 3
assassins 1
attempt 1
be 2
becomes 3
becoming 1
been 2
blames 1
both 1
brief 1
burying 1
but 2
by 4
captain 3
care 1
carrot 8
case 1
change 1
city 5
clear 1
coffin 1
combining 1
commander 2
confronted 1
consequence 1
convinced 2
corner 1
creating 1
cruces 4
cuddy 2
cuddys 1
day 1
deal 1
death 3
despite 1
destroyed 1
device 2
disc 1
distinctly 1
downandout 1
dr 3
dwarf 1
dwarfs 1
edward 1
effective 1
efforts 1
entrusted 1
ethnic 1
evidence 2
expanding 1
expected 1
face 1
family 3
figure 1
firearm 1
first 2
foil 1
following 2
for 1
force 2
from 1
funeral 1
given 1
gonne 6
gruesome 1
guarded 1
guild 3
handheld 1
has 3
have 2
having 1
he 8
head 1
heavier 1
heir 2
help 1
heritage 1
him 1
himself 1
his 8
history 1
humbling 1
identity 1
implying 1
in 8
into 2
invented 1
ironfoundersson 1
is 8
it 3
its 1
kills 1
king 3
later 1
learning 1
leonard 1
life 2
living 1
losing 1
made 1
manages 1
married 1
may 2
meant 1
meanwhile 1
membership 1
mentions 1
met 1
mind 1
minorities 1
monarchy 1
murdered 1
murders 1
mysterious 1
new 2
next 1
night 1
noble 1
nonmagic 1
obsessively 1
of 20
office 1
on 2
one 1
only 1
out 1
over 1
own 1
patrician 2
peers 1
police 1
post 1
problems 1
process 1
progresses 1
promotion 1
puppet 1
quirm 1
ramkin 1
random 1
recruits 1
reference 1
reorganising 1
representatives 1
researching 1
resists 1
restoration 1
revived 1
richest 1
rightful 1
role 1
royal 1
samuel 2
seemingly 1
serving 1
set 1
sewers 1
sir 1
skepticism 1
social 1
solve 2
some 1
son 1
spend 1
still 1
stole 1
stolen 1
story 1
strange 1
string 1
struggle 1
suggests 1
sure 1
sword 1
sybil 1
tail 1
take 1
takes 2
than 1
that 7
the 48
then 1
these 1
they 2
this 1
throne 2
time 1
to 16
together 1
tradition 1
troll 1
true 1
use 1
vanishes 1
vimes 6
was 1
watch 6
watches 1
way 1
weapon 1
weapons 1
well 1
werewolf 1
which 3
who 2
will 1
with 8
within 1
woman 1
