31423097
/m/0gk_r8b
/m/0gk_r8b
Raymond E. Feist
2006-04-01
{"/m/01hmnh": "Fantasy"}
a 4
across 1
after 1
allow 1
alone 1
and 4
animated 1
armor 2
as 2
aside 1
atone 1
band 1
banni 1
be 1
been 1
begins 1
being 1
by 1
choice 1
compassion 1
conclave 2
continent 1
cursed 1
deeds 1
desire 1
destruction 1
discovers 1
du 1
duke 1
enemies 1
evil 1
farm 1
finds 1
food 1
for 3
former 1
foxes 1
frle 1
from 1
had 1
happens 1
harsh 1
have 1
he 4
help 1
him 1
himself 1
his 5
hope 1
in 3
influence 1
invulnerable 1
is 3
it 2
joins 1
kaspar 3
king 1
land 1
later 1
leave 1
leso 1
longer 1
magical 2
manipulated 1
must 1
mysterious 1
necromancer 1
no 1
not 1
novel 1
novindus 1
now 1
ocean 1
of 8
olasko 2
on 2
once 1
only 2
origin 1
other 1
past 1
power 1
preceding 1
prevent 1
provisions 1
put 1
removed 1
retour 1
returning 1
revenge 1
seemingly 1
shadows 1
shelter 1
show 1
side 1
struggles 1
suit 1
survive 1
tasked 1
the 11
them 1
to 6
traders 1
transporting 1
under 1
unfamiliar 1
upon 1
varen 1
vast 1
where 1
which 1
while 1
who 2
will 1
with 2
without 1
work 1
world 2
